"Województwo" "location" "date" "value"
"2885" "Zachodniopomorskie" "PL87" "05.08" 793
"2886" "Zachodniopomorskie" "PL87" "06.08" 812
"2887" "Zachodniopomorskie" "PL87" "07.08" 826
"2888" "Zachodniopomorskie" "PL87" "08.08" 847
"2889" "Zachodniopomorskie" "PL87" "09.08" 862
"2890" "Zachodniopomorskie" "PL87" "10.08" 873
"2891" "Zachodniopomorskie" "PL87" "11.08" 899
"2892" "Zachodniopomorskie" "PL87" "12.08" 913
"2893" "Zachodniopomorskie" "PL87" "13.08" 919
"2894" "Zachodniopomorskie" "PL87" "14.08" 927
"2895" "Zachodniopomorskie" "PL87" "15.08" 948
"2896" "Zachodniopomorskie" "PL87" "16.08" 966
"2897" "Zachodniopomorskie" "PL87" "17.08" 980
"2898" "Zachodniopomorskie" "PL87" "18.08" 996
"2899" "Zachodniopomorskie" "PL87" "19.08" 1009
"2900" "Zachodniopomorskie" "PL87" "20.08" 1021
"2901" "Zachodniopomorskie" "PL87" "21.08" 1027
"2902" "Zachodniopomorskie" "PL87" "22.08" 1038
"2903" "Zachodniopomorskie" "PL87" "23.08" 1041
"2904" "Zachodniopomorskie" "PL87" "24.08" 1045
"2905" "Zachodniopomorskie" "PL87" "25.08" 1057
"2906" "Zachodniopomorskie" "PL87" "26.08" 1075
"2907" "Zachodniopomorskie" "PL87" "27.08" 1086
"2908" "Zachodniopomorskie" "PL87" "28.08" 1096
"2909" "Zachodniopomorskie" "PL87" "29.08" 1107
"2910" "Zachodniopomorskie" "PL87" "30.08" 1115
"2911" "Zachodniopomorskie" "PL87" "31.08" 1125
"2912" "Zachodniopomorskie" "PL87" "01.09" 1132
"2913" "Zachodniopomorskie" "PL87" "02.09" 1136
"2914" "Zachodniopomorskie" "PL87" "03.09" 1153
"2915" "Zachodniopomorskie" "PL87" "04.09" 1155
"2916" "Zachodniopomorskie" "PL87" "05.09" 1169
"2917" "Zachodniopomorskie" "PL87" "06.09" 1173
"2918" "Zachodniopomorskie" "PL87" "07.09" 1176
"2919" "Zachodniopomorskie" "PL87" "08.09" 1192
"2920" "Zachodniopomorskie" "PL87" "09.09" 1203
"2921" "Zachodniopomorskie" "PL87" "10.09" 1215
"2922" "Zachodniopomorskie" "PL87" "11.09" 1226
"2923" "Zachodniopomorskie" "PL87" "12.09" 1240
"2924" "Zachodniopomorskie" "PL87" "13.09" 1242
"2925" "Zachodniopomorskie" "PL87" "14.09" 1245
"2926" "Zachodniopomorskie" "PL87" "15.09" 1262
"2927" "Zachodniopomorskie" "PL87" "16.09" 1286
"2928" "Zachodniopomorskie" "PL87" "17.09" 1327
"2929" "Zachodniopomorskie" "PL87" "18.09" 1347
"2930" "Zachodniopomorskie" "PL87" "19.09" 1378
"2931" "Zachodniopomorskie" "PL87" "20.09" 1391
"2932" "Zachodniopomorskie" "PL87" "21.09" 1403
"2933" "Zachodniopomorskie" "PL87" "22.09" 1442
"2934" "Zachodniopomorskie" "PL87" "23.09" 1458
"2935" "Zachodniopomorskie" "PL87" "24.09" 1486
"2936" "Zachodniopomorskie" "PL87" "25.09" 1547
"2937" "Zachodniopomorskie" "PL87" "26.09" 1598
"2938" "Zachodniopomorskie" "PL87" "27.09" 1655
"2939" "Zachodniopomorskie" "PL87" "28.09" 1680
"2940" "Zachodniopomorskie" "PL87" "29.09" 1738
"2941" "Warminsko-Mazurskie" "PL85" "04.03" 0
"2942" "Warminsko-Mazurskie" "PL85" "05.03" 0
"2943" "Warminsko-Mazurskie" "PL85" "06.03" 1
"2944" "Warminsko-Mazurskie" "PL85" "07.03" 2
"2945" "Warminsko-Mazurskie" "PL85" "08.03" 2
"2946" "Warminsko-Mazurskie" "PL85" "09.03" 2
"2947" "Warminsko-Mazurskie" "PL85" "10.03" 2
"2948" "Warminsko-Mazurskie" "PL85" "11.03" 4
"2949" "Warminsko-Mazurskie" "PL85" "12.03" 4
"2950" "Warminsko-Mazurskie" "PL85" "13.03" 4
"2951" "Warminsko-Mazurskie" "PL85" "14.03" 4
"2952" "Warminsko-Mazurskie" "PL85" "15.03" 5
"2953" "Warminsko-Mazurskie" "PL85" "16.03" 5
"2954" "Warminsko-Mazurskie" "PL85" "17.03" 7
"2955" "Warminsko-Mazurskie" "PL85" "18.03" 11
"2956" "Warminsko-Mazurskie" "PL85" "19.03" 12
"2957" "Warminsko-Mazurskie" "PL85" "20.03" 17
"2958" "Warminsko-Mazurskie" "PL85" "21.03" 20
"2959" "Warminsko-Mazurskie" "PL85" "22.03" 22
"2960" "Warminsko-Mazurskie" "PL85" "23.03" 25
"2961" "Warminsko-Mazurskie" "PL85" "24.03" 29
"2962" "Warminsko-Mazurskie" "PL85" "25.03" 33
"2963" "Warminsko-Mazurskie" "PL85" "26.03" 39
"2964" "Warminsko-Mazurskie" "PL85" "27.03" 44
"2965" "Warminsko-Mazurskie" "PL85" "28.03" 46
"2966" "Warminsko-Mazurskie" "PL85" "29.03" 56
"2967" "Warminsko-Mazurskie" "PL85" "30.03" 57
"2968" "Warminsko-Mazurskie" "PL85" "31.03" 58
"2969" "Warminsko-Mazurskie" "PL85" "01.04" 61
"2970" "Warminsko-Mazurskie" "PL85" "02.04" 67
"2971" "Warminsko-Mazurskie" "PL85" "03.04" 75
"2972" "Warminsko-Mazurskie" "PL85" "04.04" 78
"2973" "Warminsko-Mazurskie" "PL85" "05.04" 80
"2974" "Warminsko-Mazurskie" "PL85" "06.04" 83
"2975" "Warminsko-Mazurskie" "PL85" "07.04" 87
"2976" "Warminsko-Mazurskie" "PL85" "08.04" 92
"2977" "Warminsko-Mazurskie" "PL85" "09.04" 95
"2978" "Warminsko-Mazurskie" "PL85" "10.04" 110
"2979" "Warminsko-Mazurskie" "PL85" "11.04" 111
"2980" "Warminsko-Mazurskie" "PL85" "12.04" 122
"2981" "Warminsko-Mazurskie" "PL85" "13.04" 122
"2982" "Warminsko-Mazurskie" "PL85" "14.04" 122
"2983" "Warminsko-Mazurskie" "PL85" "15.04" 125
"2984" "Warminsko-Mazurskie" "PL85" "16.04" 129
"2985" "Warminsko-Mazurskie" "PL85" "17.04" 139
"2986" "Warminsko-Mazurskie" "PL85" "18.04" 139
"2987" "Warminsko-Mazurskie" "PL85" "19.04" 142
"2988" "Warminsko-Mazurskie" "PL85" "20.04" 143
"2989" "Warminsko-Mazurskie" "PL85" "21.04" 145
"2990" "Warminsko-Mazurskie" "PL85" "22.04" 145
"2991" "Warminsko-Mazurskie" "PL85" "23.04" 145
"2992" "Warminsko-Mazurskie" "PL85" "24.04" 146
"2993" "Warminsko-Mazurskie" "PL85" "25.04" 146
"2994" "Warminsko-Mazurskie" "PL85" "26.04" 146
"2995" "Warminsko-Mazurskie" "PL85" "27.04" 146
"2996" "Warminsko-Mazurskie" "PL85" "28.04" 146
"2997" "Warminsko-Mazurskie" "PL85" "29.04" 146
"2998" "Warminsko-Mazurskie" "PL85" "30.04" 148
"2999" "Warminsko-Mazurskie" "PL85" "01.05" 148
"3000" "Warminsko-Mazurskie" "PL85" "02.05" 148
"3001" "Warminsko-Mazurskie" "PL85" "03.05" 148
"3002" "Warminsko-Mazurskie" "PL85" "04.05" 150
"3003" "Warminsko-Mazurskie" "PL85" "05.05" 152
"3004" "Warminsko-Mazurskie" "PL85" "06.05" 152
"3005" "Warminsko-Mazurskie" "PL85" "07.05" 156
"3006" "Warminsko-Mazurskie" "PL85" "08.05" 157
"3007" "Warminsko-Mazurskie" "PL85" "09.05" 160
"3008" "Warminsko-Mazurskie" "PL85" "10.05" 162
"3009" "Warminsko-Mazurskie" "PL85" "11.05" 162
"3010" "Warminsko-Mazurskie" "PL85" "12.05" 164
"3011" "Warminsko-Mazurskie" "PL85" "13.05" 168
"3012" "Warminsko-Mazurskie" "PL85" "14.05" 169
"3013" "Warminsko-Mazurskie" "PL85" "15.05" 170
"3014" "Warminsko-Mazurskie" "PL85" "16.05" 170
"3015" "Warminsko-Mazurskie" "PL85" "17.05" 170
"3016" "Warminsko-Mazurskie" "PL85" "18.05" 170
"3017" "Warminsko-Mazurskie" "PL85" "19.05" 174
"3018" "Warminsko-Mazurskie" "PL85" "20.05" 174
"3019" "Warminsko-Mazurskie" "PL85" "21.05" 174
"3020" "Warminsko-Mazurskie" "PL85" "22.05" 174
"3021" "Warminsko-Mazurskie" "PL85" "23.05" 175
"3022" "Warminsko-Mazurskie" "PL85" "24.05" 175
"3023" "Warminsko-Mazurskie" "PL85" "25.05" 175
"3024" "Warminsko-Mazurskie" "PL85" "26.05" 179
"3025" "Warminsko-Mazurskie" "PL85" "27.05" 179
"3026" "Warminsko-Mazurskie" "PL85" "28.05" 179
"3027" "Warminsko-Mazurskie" "PL85" "29.05" 179
"3028" "Warminsko-Mazurskie" "PL85" "30.05" 179
"3029" "Warminsko-Mazurskie" "PL85" "31.05" 179
"3030" "Warminsko-Mazurskie" "PL85" "01.06" 179
"3031" "Warminsko-Mazurskie" "PL85" "02.06" 179
"3032" "Warminsko-Mazurskie" "PL85" "03.06" 179
"3033" "Warminsko-Mazurskie" "PL85" "04.06" 179
"3034" "Warminsko-Mazurskie" "PL85" "05.06" 180
"3035" "Warminsko-Mazurskie" "PL85" "06.06" 180
"3036" "Warminsko-Mazurskie" "PL85" "07.06" 180
"3037" "Warminsko-Mazurskie" "PL85" "08.06" 181
"3038" "Warminsko-Mazurskie" "PL85" "09.06" 181
"3039" "Warminsko-Mazurskie" "PL85" "10.06" 181
"3040" "Warminsko-Mazurskie" "PL85" "11.06" 185
"3041" "Warminsko-Mazurskie" "PL85" "12.06" 185
"3042" "Warminsko-Mazurskie" "PL85" "13.06" 185
"3043" "Warminsko-Mazurskie" "PL85" "14.06" 186
"3044" "Warminsko-Mazurskie" "PL85" "15.06" 186
"3045" "Warminsko-Mazurskie" "PL85" "16.06" 192
"3046" "Warminsko-Mazurskie" "PL85" "17.06" 196
"3047" "Warminsko-Mazurskie" "PL85" "18.06" 202
"3048" "Warminsko-Mazurskie" "PL85" "19.06" 207
"3049" "Warminsko-Mazurskie" "PL85" "20.06" 209
"3050" "Warminsko-Mazurskie" "PL85" "21.06" 209
"3051" "Warminsko-Mazurskie" "PL85" "22.06" 211
"3052" "Warminsko-Mazurskie" "PL85" "23.06" 213
"3053" "Warminsko-Mazurskie" "PL85" "24.06" 223
"3054" "Warminsko-Mazurskie" "PL85" "25.06" 227
"3055" "Warminsko-Mazurskie" "PL85" "26.06" 236
"3056" "Warminsko-Mazurskie" "PL85" "27.06" 236
"3057" "Warminsko-Mazurskie" "PL85" "28.06" 240
"3058" "Warminsko-Mazurskie" "PL85" "29.06" 242
"3059" "Warminsko-Mazurskie" "PL85" "30.06" 244
"3060" "Warminsko-Mazurskie" "PL85" "01.07" 250
"3061" "Warminsko-Mazurskie" "PL85" "02.07" 262
"3062" "Warminsko-Mazurskie" "PL85" "03.07" 267
"3063" "Warminsko-Mazurskie" "PL85" "04.07" 271
"3064" "Warminsko-Mazurskie" "PL85" "05.07" 272
"3065" "Warminsko-Mazurskie" "PL85" "06.07" 274
"3066" "Warminsko-Mazurskie" "PL85" "07.07" 275
"3067" "Warminsko-Mazurskie" "PL85" "08.07" 275
"3068" "Warminsko-Mazurskie" "PL85" "09.07" 278
"3069" "Warminsko-Mazurskie" "PL85" "10.07" 280
"3070" "Warminsko-Mazurskie" "PL85" "11.07" 282
"3071" "Warminsko-Mazurskie" "PL85" "12.07" 282
"3072" "Warminsko-Mazurskie" "PL85" "13.07" 284
"3073" "Warminsko-Mazurskie" "PL85" "14.07" 284
"3074" "Warminsko-Mazurskie" "PL85" "15.07" 286
"3075" "Warminsko-Mazurskie" "PL85" "16.07" 286
"3076" "Warminsko-Mazurskie" "PL85" "17.07" 291
"3077" "Warminsko-Mazurskie" "PL85" "18.07" 292
"3078" "Warminsko-Mazurskie" "PL85" "19.07" 294
"3079" "Warminsko-Mazurskie" "PL85" "20.07" 298
"3080" "Warminsko-Mazurskie" "PL85" "21.07" 307
"3081" "Warminsko-Mazurskie" "PL85" "22.07" 324
"3082" "Warminsko-Mazurskie" "PL85" "23.07" 326
"3083" "Warminsko-Mazurskie" "PL85" "24.07" 332
"3084" "Warminsko-Mazurskie" "PL85" "25.07" 334
"3085" "Warminsko-Mazurskie" "PL85" "26.07" 338
"3086" "Warminsko-Mazurskie" "PL85" "27.07" 338
"3087" "Warminsko-Mazurskie" "PL85" "28.07" 343
"3088" "Warminsko-Mazurskie" "PL85" "29.07" 348
"3089" "Warminsko-Mazurskie" "PL85" "30.07" 353
"3090" "Warminsko-Mazurskie" "PL85" "31.07" 362
"3091" "Warminsko-Mazurskie" "PL85" "01.08" 379
"3092" "Warminsko-Mazurskie" "PL85" "02.08" 384
"3093" "Warminsko-Mazurskie" "PL85" "03.08" 385
"3094" "Warminsko-Mazurskie" "PL85" "04.08" 389
"3095" "Warminsko-Mazurskie" "PL85" "05.08" 402
"3096" "Warminsko-Mazurskie" "PL85" "06.08" 414
"3097" "Warminsko-Mazurskie" "PL85" "07.08" 431
"3098" "Warminsko-Mazurskie" "PL85" "08.08" 460
"3099" "Warminsko-Mazurskie" "PL85" "09.08" 490
"3100" "Warminsko-Mazurskie" "PL85" "10.08" 496
"3101" "Warminsko-Mazurskie" "PL85" "11.08" 528
"3102" "Warminsko-Mazurskie" "PL85" "12.08" 561
"3103" "Warminsko-Mazurskie" "PL85" "13.08" 572
"3104" "Warminsko-Mazurskie" "PL85" "14.08" 588
"3105" "Warminsko-Mazurskie" "PL85" "15.08" 602
"3106" "Warminsko-Mazurskie" "PL85" "16.08" 612
"3107" "Warminsko-Mazurskie" "PL85" "17.08" 623
"3108" "Warminsko-Mazurskie" "PL85" "18.08" 631
"3109" "Warminsko-Mazurskie" "PL85" "19.08" 652
"3110" "Warminsko-Mazurskie" "PL85" "20.08" 665
"3111" "Warminsko-Mazurskie" "PL85" "21.08" 695
"3112" "Warminsko-Mazurskie" "PL85" "22.08" 713
"3113" "Warminsko-Mazurskie" "PL85" "23.08" 738
"3114" "Warminsko-Mazurskie" "PL85" "24.08" 739
"3115" "Warminsko-Mazurskie" "PL85" "25.08" 760
"3116" "Warminsko-Mazurskie" "PL85" "26.08" 784
"3117" "Warminsko-Mazurskie" "PL85" "27.08" 835
"3118" "Warminsko-Mazurskie" "PL85" "28.08" 857
"3119" "Warminsko-Mazurskie" "PL85" "29.08" 871
"3120" "Warminsko-Mazurskie" "PL85" "30.08" 888
"3121" "Warminsko-Mazurskie" "PL85" "31.08" 890
"3122" "Warminsko-Mazurskie" "PL85" "01.09" 902
"3123" "Warminsko-Mazurskie" "PL85" "02.09" 921
"3124" "Warminsko-Mazurskie" "PL85" "03.09" 937
"3125" "Warminsko-Mazurskie" "PL85" "04.09" 952
"3126" "Warminsko-Mazurskie" "PL85" "05.09" 968
"3127" "Warminsko-Mazurskie" "PL85" "06.09" 977
"3128" "Warminsko-Mazurskie" "PL85" "07.09" 992
"3129" "Warminsko-Mazurskie" "PL85" "08.09" 996
"3130" "Warminsko-Mazurskie" "PL85" "09.09" 1014
"3131" "Warminsko-Mazurskie" "PL85" "10.09" 1027
"3132" "Warminsko-Mazurskie" "PL85" "11.09" 1044
"3133" "Warminsko-Mazurskie" "PL85" "12.09" 1062
"3134" "Warminsko-Mazurskie" "PL85" "13.09" 1075
"3135" "Warminsko-Mazurskie" "PL85" "14.09" 1077
"3136" "Warminsko-Mazurskie" "PL85" "15.09" 1098
"3137" "Warminsko-Mazurskie" "PL85" "16.09" 1111
"3138" "Warminsko-Mazurskie" "PL85" "17.09" 1140
"3139" "Warminsko-Mazurskie" "PL85" "18.09" 1166
"3140" "Warminsko-Mazurskie" "PL85" "19.09" 1188
"3141" "Warminsko-Mazurskie" "PL85" "20.09" 1211
"3142" "Warminsko-Mazurskie" "PL85" "21.09" 1222
"3143" "Warminsko-Mazurskie" "PL85" "22.09" 1243
"3144" "Warminsko-Mazurskie" "PL85" "23.09" 1277
"3145" "Warminsko-Mazurskie" "PL85" "24.09" 1300
"3146" "Warminsko-Mazurskie" "PL85" "25.09" 1387
"3147" "Warminsko-Mazurskie" "PL85" "26.09" 1430
"3148" "Warminsko-Mazurskie" "PL85" "27.09" 1512
"3149" "Warminsko-Mazurskie" "PL85" "28.09" 1526
"3150" "Warminsko-Mazurskie" "PL85" "29.09" 1576
"3151" "Lubuskie" "PL76" "04.03" 1
"3152" "Lubuskie" "PL76" "05.03" 1
"3153" "Lubuskie" "PL76" "06.03" 1
"3154" "Lubuskie" "PL76" "07.03" 1
"3155" "Lubuskie" "PL76" "08.03" 1
"3156" "Lubuskie" "PL76" "09.03" 1
"3157" "Lubuskie" "PL76" "10.03" 1
"3158" "Lubuskie" "PL76" "11.03" 1
"3159" "Lubuskie" "PL76" "12.03" 1
"3160" "Lubuskie" "PL76" "13.03" 1
"3161" "Lubuskie" "PL76" "14.03" 1
"3162" "Lubuskie" "PL76" "15.03" 2
"3163" "Lubuskie" "PL76" "16.03" 2
"3164" "Lubuskie" "PL76" "17.03" 2
"3165" "Lubuskie" "PL76" "18.03" 3
"3166" "Lubuskie" "PL76" "19.03" 9
"3167" "Lubuskie" "PL76" "20.03" 9
"3168" "Lubuskie" "PL76" "21.03" 9
"3169" "Lubuskie" "PL76" "22.03" 11
"3170" "Lubuskie" "PL76" "23.03" 16
"3171" "Lubuskie" "PL76" "24.03" 21
"3172" "Lubuskie" "PL76" "25.03" 23
"3173" "Lubuskie" "PL76" "26.03" 30
"3174" "Lubuskie" "PL76" "27.03" 31
"3175" "Lubuskie" "PL76" "28.03" 33
"3176" "Lubuskie" "PL76" "29.03" 33
"3177" "Lubuskie" "PL76" "30.03" 36
"3178" "Lubuskie" "PL76" "31.03" 42
"3179" "Lubuskie" "PL76" "01.04" 47
"3180" "Lubuskie" "PL76" "02.04" 48
"3181" "Lubuskie" "PL76" "03.04" 50
"3182" "Lubuskie" "PL76" "04.04" 56
"3183" "Lubuskie" "PL76" "05.04" 59
"3184" "Lubuskie" "PL76" "06.04" 62
"3185" "Lubuskie" "PL76" "07.04" 62
"3186" "Lubuskie" "PL76" "08.04" 66
"3187" "Lubuskie" "PL76" "09.04" 69
"3188" "Lubuskie" "PL76" "10.04" 74
"3189" "Lubuskie" "PL76" "11.04" 76
"3190" "Lubuskie" "PL76" "12.04" 78
"3191" "Lubuskie" "PL76" "13.04" 78
"3192" "Lubuskie" "PL76" "14.04" 79
"3193" "Lubuskie" "PL76" "15.04" 79
"3194" "Lubuskie" "PL76" "16.04" 81
"3195" "Lubuskie" "PL76" "17.04" 81
"3196" "Lubuskie" "PL76" "18.04" 81
"3197" "Lubuskie" "PL76" "19.04" 81
"3198" "Lubuskie" "PL76" "20.04" 82
"3199" "Lubuskie" "PL76" "21.04" 84
"3200" "Lubuskie" "PL76" "22.04" 85
"3201" "Lubuskie" "PL76" "23.04" 85
"3202" "Lubuskie" "PL76" "24.04" 85
"3203" "Lubuskie" "PL76" "25.04" 85
"3204" "Lubuskie" "PL76" "26.04" 87
"3205" "Lubuskie" "PL76" "27.04" 87
"3206" "Lubuskie" "PL76" "28.04" 87
"3207" "Lubuskie" "PL76" "29.04" 87
"3208" "Lubuskie" "PL76" "30.04" 87
"3209" "Lubuskie" "PL76" "01.05" 87
"3210" "Lubuskie" "PL76" "02.05" 87
"3211" "Lubuskie" "PL76" "03.05" 88
"3212" "Lubuskie" "PL76" "04.05" 90
"3213" "Lubuskie" "PL76" "05.05" 90
"3214" "Lubuskie" "PL76" "06.05" 90
"3215" "Lubuskie" "PL76" "07.05" 92
"3216" "Lubuskie" "PL76" "08.05" 92
"3217" "Lubuskie" "PL76" "09.05" 92
"3218" "Lubuskie" "PL76" "10.05" 92
"3219" "Lubuskie" "PL76" "11.05" 92
"3220" "Lubuskie" "PL76" "12.05" 92
"3221" "Lubuskie" "PL76" "13.05" 92
"3222" "Lubuskie" "PL76" "14.05" 92
"3223" "Lubuskie" "PL76" "15.05" 92
"3224" "Lubuskie" "PL76" "16.05" 92
"3225" "Lubuskie" "PL76" "17.05" 92
"3226" "Lubuskie" "PL76" "18.05" 92
"3227" "Lubuskie" "PL76" "19.05" 92
"3228" "Lubuskie" "PL76" "20.05" 92
"3229" "Lubuskie" "PL76" "21.05" 95
"3230" "Lubuskie" "PL76" "22.05" 97
"3231" "Lubuskie" "PL76" "23.05" 99
"3232" "Lubuskie" "PL76" "24.05" 103
"3233" "Lubuskie" "PL76" "25.05" 108
"3234" "Lubuskie" "PL76" "26.05" 111
"3235" "Lubuskie" "PL76" "27.05" 111
"3236" "Lubuskie" "PL76" "28.05" 113
"3237" "Lubuskie" "PL76" "29.05" 114
"3238" "Lubuskie" "PL76" "30.05" 116
"3239" "Lubuskie" "PL76" "31.05" 116
"3240" "Lubuskie" "PL76" "01.06" 118
"3241" "Lubuskie" "PL76" "02.06" 120
"3242" "Lubuskie" "PL76" "03.06" 122
"3243" "Lubuskie" "PL76" "04.06" 122
"3244" "Lubuskie" "PL76" "05.06" 124
"3245" "Lubuskie" "PL76" "06.06" 124
"3246" "Lubuskie" "PL76" "07.06" 126
"3247" "Lubuskie" "PL76" "08.06" 126
"3248" "Lubuskie" "PL76" "09.06" 129
"3249" "Lubuskie" "PL76" "10.06" 129
"3250" "Lubuskie" "PL76" "11.06" 129
"3251" "Lubuskie" "PL76" "12.06" 130
"3252" "Lubuskie" "PL76" "13.06" 131
"3253" "Lubuskie" "PL76" "14.06" 132
"3254" "Lubuskie" "PL76" "15.06" 133
"3255" "Lubuskie" "PL76" "16.06" 133
"3256" "Lubuskie" "PL76" "17.06" 140
"3257" "Lubuskie" "PL76" "18.06" 140
"3258" "Lubuskie" "PL76" "19.06" 140
"3259" "Lubuskie" "PL76" "20.06" 143
"3260" "Lubuskie" "PL76" "21.06" 144
"3261" "Lubuskie" "PL76" "22.06" 145
"3262" "Lubuskie" "PL76" "23.06" 145
"3263" "Lubuskie" "PL76" "24.06" 145
"3264" "Lubuskie" "PL76" "25.06" 146
"3265" "Lubuskie" "PL76" "26.06" 147
"3266" "Lubuskie" "PL76" "27.06" 149
"3267" "Lubuskie" "PL76" "28.06" 149
"3268" "Lubuskie" "PL76" "29.06" 149
"3269" "Lubuskie" "PL76" "30.06" 151
"3270" "Lubuskie" "PL76" "01.07" 151
"3271" "Lubuskie" "PL76" "02.07" 151
"3272" "Lubuskie" "PL76" "03.07" 151
"3273" "Lubuskie" "PL76" "04.07" 151
"3274" "Lubuskie" "PL76" "05.07" 151
"3275" "Lubuskie" "PL76" "06.07" 152
"3276" "Lubuskie" "PL76" "07.07" 152
"3277" "Lubuskie" "PL76" "08.07" 152
"3278" "Lubuskie" "PL76" "09.07" 155
"3279" "Lubuskie" "PL76" "10.07" 180
"3280" "Lubuskie" "PL76" "11.07" 186
"3281" "Lubuskie" "PL76" "12.07" 234
"3282" "Lubuskie" "PL76" "13.07" 239
"3283" "Lubuskie" "PL76" "14.07" 245
"3284" "Lubuskie" "PL76" "15.07" 257
"3285" "Lubuskie" "PL76" "16.07" 261
"3286" "Lubuskie" "PL76" "17.07" 278
"3287" "Lubuskie" "PL76" "18.07" 284
"3288" "Lubuskie" "PL76" "19.07" 309
"3289" "Lubuskie" "PL76" "20.07" 319
"3290" "Lubuskie" "PL76" "21.07" 328
"3291" "Lubuskie" "PL76" "22.07" 332
"3292" "Lubuskie" "PL76" "23.07" 341
"3293" "Lubuskie" "PL76" "24.07" 350
"3294" "Lubuskie" "PL76" "25.07" 357
"3295" "Lubuskie" "PL76" "26.07" 362
"3296" "Lubuskie" "PL76" "27.07" 366
"3297" "Lubuskie" "PL76" "28.07" 370
"3298" "Lubuskie" "PL76" "29.07" 380
"3299" "Lubuskie" "PL76" "30.07" 390
"3300" "Lubuskie" "PL76" "31.07" 401
"3301" "Lubuskie" "PL76" "01.08" 410
"3302" "Lubuskie" "PL76" "02.08" 419
"3303" "Lubuskie" "PL76" "03.08" 432
"3304" "Lubuskie" "PL76" "04.08" 437
"3305" "Lubuskie" "PL76" "05.08" 450
"3306" "Lubuskie" "PL76" "06.08" 458
"3307" "Lubuskie" "PL76" "07.08" 479
"3308" "Lubuskie" "PL76" "08.08" 504
"3309" "Lubuskie" "PL76" "09.08" 524
"3310" "Lubuskie" "PL76" "10.08" 550
"3311" "Lubuskie" "PL76" "11.08" 552
"3312" "Lubuskie" "PL76" "12.08" 553
"3313" "Lubuskie" "PL76" "13.08" 555
"3314" "Lubuskie" "PL76" "14.08" 563
"3315" "Lubuskie" "PL76" "15.08" 573
"3316" "Lubuskie" "PL76" "16.08" 581
"3317" "Lubuskie" "PL76" "17.08" 589
"3318" "Lubuskie" "PL76" "18.08" 603
"3319" "Lubuskie" "PL76" "19.08" 611
"3320" "Lubuskie" "PL76" "20.08" 619
"3321" "Lubuskie" "PL76" "21.08" 620
"3322" "Lubuskie" "PL76" "22.08" 625
"3323" "Lubuskie" "PL76" "23.08" 629
"3324" "Lubuskie" "PL76" "24.08" 629
"3325" "Lubuskie" "PL76" "25.08" 635
"3326" "Lubuskie" "PL76" "26.08" 639
"3327" "Lubuskie" "PL76" "27.08" 651
"3328" "Lubuskie" "PL76" "28.08" 660
"3329" "Lubuskie" "PL76" "29.08" 672
"3330" "Lubuskie" "PL76" "30.08" 689
"3331" "Lubuskie" "PL76" "31.08" 697
"3332" "Lubuskie" "PL76" "01.09" 706
"3333" "Lubuskie" "PL76" "02.09" 715
"3334" "Lubuskie" "PL76" "03.09" 722
"3335" "Lubuskie" "PL76" "04.09" 735
"3336" "Lubuskie" "PL76" "05.09" 749
"3337" "Lubuskie" "PL76" "06.09" 751
"3338" "Lubuskie" "PL76" "07.09" 752
"3339" "Lubuskie" "PL76" "08.09" 756
"3340" "Lubuskie" "PL76" "09.09" 762
"3341" "Lubuskie" "PL76" "10.09" 768
"3342" "Lubuskie" "PL76" "11.09" 773
"3343" "Lubuskie" "PL76" "12.09" 780
"3344" "Lubuskie" "PL76" "13.09" 786
"3345" "Lubuskie" "PL76" "14.09" 791
"3346" "Lubuskie" "PL76" "15.09" 796
"3347" "Lubuskie" "PL76" "16.09" 800
"3348" "Lubuskie" "PL76" "17.09" 804
"3349" "Lubuskie" "PL76" "18.09" 819
"3350" "Lubuskie" "PL76" "19.09" 827
"3351" "Lubuskie" "PL76" "20.09" 837
"3352" "Lubuskie" "PL76" "21.09" 852
"3353" "Lubuskie" "PL76" "22.09" 860
"3354" "Lubuskie" "PL76" "23.09" 877
"3355" "Lubuskie" "PL76" "24.09" 897
"3356" "Lubuskie" "PL76" "25.09" 912
"3357" "Lubuskie" "PL76" "26.09" 924
"3358" "Lubuskie" "PL76" "27.09" 930
"3359" "Lubuskie" "PL76" "28.09" 969
"3360" "Lubuskie" "PL76" "29.09" 985
"3361" "Polsce" "PL" "04.03" 1
"3362" "Polsce" "PL" "05.03" 1
"3363" "Polsce" "PL" "06.03" 5
"3364" "Polsce" "PL" "07.03" 6
"3365" "Polsce" "PL" "08.03" 11
"3366" "Polsce" "PL" "09.03" 17
"3367" "Polsce" "PL" "10.03" 22
"3368" "Polsce" "PL" "11.03" 31
"3369" "Polsce" "PL" "12.03" 51
"3370" "Polsce" "PL" "13.03" 68
"3371" "Polsce" "PL" "14.03" 104
"3372" "Polsce" "PL" "15.03" 125
"3373" "Polsce" "PL" "16.03" 177
"3374" "Polsce" "PL" "17.03" 238
"3375" "Polsce" "PL" "18.03" 286
"3376" "Polsce" "PL" "19.03" 355
"3377" "Polsce" "PL" "20.03" 425
"3378" "Polsce" "PL" "21.03" 536
"3379" "Polsce" "PL" "22.03" 634
"3380" "Polsce" "PL" "23.03" 749
"3381" "Polsce" "PL" "24.03" 901
"3382" "Polsce" "PL" "25.03" 1051
"3383" "Polsce" "PL" "26.03" 1221
"3384" "Polsce" "PL" "27.03" 1389
