"Województwo" "location" "date" "value"
"3385" "Polsce" "PL" "28.03" 1638
"3386" "Polsce" "PL" "29.03" 1862
"3387" "Polsce" "PL" "30.03" 2055
"3388" "Polsce" "PL" "31.03" 2311
"3389" "Polsce" "PL" "01.04" 2554
"3390" "Polsce" "PL" "02.04" 2946
"3391" "Polsce" "PL" "03.04" 3383
"3392" "Polsce" "PL" "04.04" 3627
"3393" "Polsce" "PL" "05.04" 4102
"3394" "Polsce" "PL" "06.04" 4413
"3395" "Polsce" "PL" "07.04" 4848
"3396" "Polsce" "PL" "08.04" 5205
"3397" "Polsce" "PL" "09.04" 5575
"3398" "Polsce" "PL" "10.04" 5955
"3399" "Polsce" "PL" "11.04" 6356
"3400" "Polsce" "PL" "12.04" 6674
"3401" "Polsce" "PL" "13.04" 6932
"3402" "Polsce" "PL" "14.04" 7202
"3403" "Polsce" "PL" "15.04" 7582
"3404" "Polsce" "PL" "16.04" 7918
"3405" "Polsce" "PL" "17.04" 8375
"3406" "Polsce" "PL" "18.04" 8709
"3407" "Polsce" "PL" "19.04" 9224
"3408" "Polsce" "PL" "20.04" 9530
"3409" "Polsce" "PL" "21.04" 9793
"3410" "Polsce" "PL" "22.04" 10106
"3411" "Polsce" "PL" "23.04" 10448
"3412" "Polsce" "PL" "24.04" 10829
"3413" "Polsce" "PL" "25.04" 11210
"3414" "Polsce" "PL" "26.04" 11554
"3415" "Polsce" "PL" "27.04" 11839
"3416" "Polsce" "PL" "28.04" 12155
"3417" "Polsce" "PL" "29.04" 12577
"3418" "Polsce" "PL" "30.04" 12877
"3419" "Polsce" "PL" "01.05" 13105
"3420" "Polsce" "PL" "02.05" 13375
"3421" "Polsce" "PL" "03.05" 13693
"3422" "Polsce" "PL" "04.05" 14006
"3423" "Polsce" "PL" "05.05" 14412
"3424" "Polsce" "PL" "06.05" 14723
"3425" "Polsce" "PL" "07.05" 15026
"3426" "Polsce" "PL" "08.05" 15363
"3427" "Polsce" "PL" "09.05" 15651
"3428" "Polsce" "PL" "10.05" 15996
"3429" "Polsce" "PL" "11.05" 16326
"3430" "Polsce" "PL" "12.05" 16882
"3431" "Polsce" "PL" "13.05" 17204
"3432" "Polsce" "PL" "14.05" 17615
"3433" "Polsce" "PL" "15.05" 18016
"3434" "Polsce" "PL" "16.05" 18257
"3435" "Polsce" "PL" "17.05" 18529
"3436" "Polsce" "PL" "18.05" 18885
"3437" "Polsce" "PL" "19.05" 19267
"3438" "Polsce" "PL" "20.05" 19738
"3439" "Polsce" "PL" "21.05" 20141
"3440" "Polsce" "PL" "22.05" 20612
"3441" "Polsce" "PL" "23.05" 20927
"3442" "Polsce" "PL" "24.05" 21288
"3443" "Polsce" "PL" "25.05" 21629
"3444" "Polsce" "PL" "26.05" 22072
"3445" "Polsce" "PL" "27.05" 22469
"3446" "Polsce" "PL" "28.05" 22821
"3447" "Polsce" "PL" "29.05" 23153
"3448" "Polsce" "PL" "30.05" 23565
"3449" "Polsce" "PL" "31.05" 23784
"3450" "Polsce" "PL" "01.06" 24159
"3451" "Polsce" "PL" "02.06" 24395
"3452" "Polsce" "PL" "03.06" 24687
"3453" "Polsce" "PL" "04.06" 25048
"3454" "Polsce" "PL" "05.06" 25410
"3455" "Polsce" "PL" "06.06" 25986
"3456" "Polsce" "PL" "07.06" 26561
"3457" "Polsce" "PL" "08.06" 27160
"3458" "Polsce" "PL" "09.06" 27560
"3459" "Polsce" "PL" "10.06" 27842
"3460" "Polsce" "PL" "11.06" 28201
"3461" "Polsce" "PL" "12.06" 28577
"3462" "Polsce" "PL" "13.06" 29017
"3463" "Polsce" "PL" "14.06" 29392
"3464" "Polsce" "PL" "15.06" 29788
"3465" "Polsce" "PL" "16.06" 30195
"3466" "Polsce" "PL" "17.06" 30645
"3467" "Polsce" "PL" "18.06" 30959
"3468" "Polsce" "PL" "19.06" 31311
"3469" "Polsce" "PL" "20.06" 31620
"3470" "Polsce" "PL" "21.06" 31931
"3471" "Polsce" "PL" "22.06" 32227
"3472" "Polsce" "PL" "23.06" 32527
"3473" "Polsce" "PL" "24.06" 32821
"3474" "Polsce" "PL" "25.06" 33110
"3475" "Polsce" "PL" "26.06" 33395
"3476" "Polsce" "PL" "27.06" 33714
"3477" "Polsce" "PL" "28.06" 33907
"3478" "Polsce" "PL" "29.06" 34154
"3479" "Polsce" "PL" "30.06" 34393
"3480" "Polsce" "PL" "01.07" 34775
"3481" "Polsce" "PL" "02.07" 35146
"3482" "Polsce" "PL" "03.07" 35405
"3483" "Polsce" "PL" "04.07" 35719
"3484" "Polsce" "PL" "05.07" 35950
"3485" "Polsce" "PL" "06.07" 36155
"3486" "Polsce" "PL" "07.07" 36412
"3487" "Polsce" "PL" "08.07" 36689
"3488" "Polsce" "PL" "09.07" 36951
"3489" "Polsce" "PL" "10.07" 37216
"3490" "Polsce" "PL" "11.07" 37521
"3491" "Polsce" "PL" "12.07" 37891
"3492" "Polsce" "PL" "13.07" 38190
"3493" "Polsce" "PL" "14.07" 38457
"3494" "Polsce" "PL" "15.07" 38721
"3495" "Polsce" "PL" "16.07" 39054
"3496" "Polsce" "PL" "17.07" 39407
"3497" "Polsce" "PL" "18.07" 39746
"3498" "Polsce" "PL" "19.07" 40104
"3499" "Polsce" "PL" "20.07" 40383
"3500" "Polsce" "PL" "21.07" 40782
"3501" "Polsce" "PL" "22.07" 41162
"3502" "Polsce" "PL" "23.07" 41580
"3503" "Polsce" "PL" "24.07" 42038
"3504" "Polsce" "PL" "25.07" 42622
"3505" "Polsce" "PL" "26.07" 43065
"3506" "Polsce" "PL" "27.07" 43402
"3507" "Polsce" "PL" "28.07" 43904
"3508" "Polsce" "PL" "29.07" 44416
"3509" "Polsce" "PL" "30.07" 45031
"3510" "Polsce" "PL" "31.07" 45688
"3511" "Polsce" "PL" "01.08" 46346
"3512" "Polsce" "PL" "02.08" 46894
"3513" "Polsce" "PL" "03.08" 47469
"3514" "Polsce" "PL" "04.08" 48149
"3515" "Polsce" "PL" "05.08" 48789
"3516" "Polsce" "PL" "06.08" 49515
"3517" "Polsce" "PL" "07.08" 50324
"3518" "Polsce" "PL" "08.08" 51167
"3519" "Polsce" "PL" "09.08" 51791
"3520" "Polsce" "PL" "10.08" 52410
"3521" "Polsce" "PL" "11.08" 52961
"3522" "Polsce" "PL" "12.08" 53676
"3523" "Polsce" "PL" "13.08" 54487
"3524" "Polsce" "PL" "14.08" 55319
"3525" "Polsce" "PL" "15.08" 56090
"3526" "Polsce" "PL" "16.08" 56684
"3527" "Polsce" "PL" "17.08" 57279
"3528" "Polsce" "PL" "18.08" 57876
"3529" "Polsce" "PL" "19.08" 58611
"3530" "Polsce" "PL" "20.08" 59378
"3531" "Polsce" "PL" "21.08" 60281
"3532" "Polsce" "PL" "22.08" 61181
"3533" "Polsce" "PL" "23.08" 61762
"3534" "Polsce" "PL" "24.08" 62310
"3535" "Polsce" "PL" "25.08" 63073
"3536" "Polsce" "PL" "26.08" 63802
"3537" "Polsce" "PL" "27.08" 64689
"3538" "Polsce" "PL" "28.08" 65480
"3539" "Polsce" "PL" "29.08" 66239
"3540" "Polsce" "PL" "30.08" 66870
"3541" "Polsce" "PL" "31.08" 67372
"3542" "Polsce" "PL" "01.09" 67922
"3543" "Polsce" "PL" "02.09" 68517
"3544" "Polsce" "PL" "03.09" 69129
"3545" "Polsce" "PL" "04.09" 69820
"3546" "Polsce" "PL" "05.09" 70387
"3547" "Polsce" "PL" "06.09" 70824
"3548" "Polsce" "PL" "07.09" 71126
"3549" "Polsce" "PL" "08.09" 71526
"3550" "Polsce" "PL" "09.09" 71947
"3551" "Polsce" "PL" "10.09" 72453
"3552" "Polsce" "PL" "11.09" 73047
"3553" "Polsce" "PL" "12.09" 73650
"3554" "Polsce" "PL" "13.09" 74152
"3555" "Polsce" "PL" "14.09" 74529
"3556" "Polsce" "PL" "15.09" 75134
"3557" "Polsce" "PL" "16.09" 75734
"3558" "Polsce" "PL" "17.09" 76571
"3559" "Polsce" "PL" "18.09" 77328
"3560" "Polsce" "PL" "19.09" 78330
"3561" "Polsce" "PL" "20.09" 79240
"3562" "Polsce" "PL" "21.09" 79988
"3563" "Polsce" "PL" "22.09" 80699
"3564" "Polsce" "PL" "23.09" 81673
"3565" "Polsce" "PL" "24.09" 82809
"3566" "Polsce" "PL" "25.09" 84396
"3567" "Polsce" "PL" "26.09" 85980
"3568" "Polsce" "PL" "27.09" 87330
"3569" "Polsce" "PL" "28.09" 88636
"3570" "Polsce" "PL" "29.09" 89962
