id,Country,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15
0,"Washington",91208,91717,92221,92721,93220,93720,94220,94718,95213,95705,96195,96682,97168,97651,98131,98608,99082,99553,100021,100486,100947,101405,101859,102309,102756,103198,103637,104072,104502,104929,105351,105769,106182,106591,106996,107396,107791,108182,108568,108950,109327,109699,110067,110429,110787,111141,111489,111832,112171,112505,112834,113159,113478,113793,114103,114408,114709,115005,115296,115583,115865,116142,116415,116683,116946,117206,117460,117711,117957,118198,118436,118669,118898,119123,119344,119560,119773,119982,120186,120387,120585,120778,120968,121154,121336,121515,121690,121862,122031,122196,122357,122516,122671,122823,122973,123119,123262,123402,123539,123673,123805
1,"Illinois",310335,312399,314472,316551,318623,320684,322740,324789,326844,328890,330930,332974,335025,337078,339127,341158,343181,345192,347190,349176,351153,353123,355084,357035,358975,360903,362818,364717,366599,368463,370310,372142,373956,375755,377539,379305,381054,382783,384493,386183,387853,389502,391130,392738,394326,395894,397442,398968,400474,401958,403420,404860,406279,407675,409050,410403,411735,413045,414334,415601,416847,418072,419274,420456,421616,422755,423873,424971,426048,427105,428142,429159,430156,431133,432091,433030,433949,434850,435732,436596,437442,438271,439082,439875,440651,441411,442154,442880,443591,444286,444965,445629,446278,446912,447532,448138,448730,449307,449872,450423,450961
2,"California",841928,845121,848294,851450,854590,857716,860824,863919,867001,870069,873119,876156,879182,882193,885184,888152,891101,894031,896943,899835,902708,905562,908397,911211,914006,916779,919532,922264,924973,927661,930327,932971,935594,938193,940771,943326,945859,948369,950856,953319,955760,958178,960572,962943,965291,967615,969916,972193,974447,976678,978885,981069,983229,985366,987479,989569,991635,993679,995699,997696,999670,1001620,1003548,1005453,1007336,1009195,1011032,1012847,1014639,1016409,1018157,1019882,1021586,1023269,1024929,1026568,1028186,1029783,1031359,1032914,1034448,1035961,1037455,1038928,1040381,1041814,1043227,1044621,1045995,1047351,1048687,1050004,1051303,1052583,1053845,1055089,1056315,1057523,1058714,1059887,1061043
3,"Arizona",222538,223033,223520,224001,224482,224961,225440,225916,226390,226861,227327,227790,228248,228700,229144,229581,230014,230442,230866,231286,231701,232112,232517,232917,233312,233702,234087,234466,234840,235208,235572,235931,236285,236634,236978,237317,237650,237979,238303,238622,238936,239245,239549,239848,240143,240433,240718,240999,241275,241546,241813,242075,242333,242586,242835,243080,243320,243556,243789,244016,244240,244460,244676,244888,245096,245300,245500,245697,245890,246080,246265,246448,246627,246802,246974,247143,247308,247470,247630,247786,247938,248088,248235,248379,248520,248659,248794,248927,249057,249185,249310,249432,249552,249669,249784,249897,250007,250115,250221,250325,250426
4,"Massachusetts",136492,137134,137791,138461,139143,139838,140546,141265,141994,142735,143488,144253,145031,145822,146627,147446,148276,149118,149972,150838,151715,152602,153501,154410,155331,156261,157202,158153,159113,160083,161061,162048,163042,164044,165053,166070,167092,168120,169154,170193,171237,172284,173336,174390,175446,176505,177565,178627,179688,180750,181811,182871,183930,184986,186040,187090,188137,189180,190218,191251,192278,193300,194315,195323,196323,197316,198301,199277,200244,201202,202151,203090,204018,204936,205843,206739,207624,208497,209358,210208,211046,211871,212684,213485,214273,215048,215811,216561,217298,218022,218733,219432,220117,220790,221450,222097,222731,223352,223961,224558,225142
5,"Wisconsin",138698,141032,143360,145679,147986,150276,152549,154801,157028,159227,161396,163535,165645,167725,169769,171775,173742,175669,177555,179398,181199,182955,184666,186333,187955,189531,191063,192549,193990,195386,196738,198045,199309,200530,201708,202845,203941,204998,206015,206993,207935,208840,209710,210545,211348,212117,212855,213563,214241,214891,215513,216109,216679,217225,217747,218246,218722,219178,219614,220029,220427,220806,221168,221513,221843,222157,222457,222743,223016,223276,223524,223760,223985,224199,224404,224598,224784,224960,225128,225289,225441,225586,225724,225856,225981,226100,226214,226322,226424,226522,226615,226704,226788,226868,226944,227017,227085,227151,227213,227273,227329
6,"Texas",803690,808084,812470,816851,821214,825551,829870,834177,838484,842771,847040,851284,855495,859672,863795,867874,871917,875922,879886,883810,887693,891532,895327,899074,902773,906422,910020,913566,917059,920499,923888,927223,930505,933733,936907,940026,943090,946099,949053,951952,954796,957584,960318,962998,965623,968195,970713,973178,975590,977950,980258,982515,984721,986877,988984,991041,993051,995013,996928,998796,1000620,1002398,1004133,1005824,1007473,1009080,1010646,1012172,1013658,1015106,1016515,1017888,1019224,1020525,1021790,1023022,1024220,1025386,1026519,1027622,1028694,1029736,1030749,1031734,1032691,1033621,1034525,1035403,1036256,1037085,1037890,1038672,1039431,1040168,1040883,1041578,1042253,1042908,1043543,1044160,1044758
7,"Nebraska",49396,49943,50494,51050,51609,52170,52733,53298,53864,54430,54995,55560,56124,56685,57245,57801,58353,58902,59446,59984,60518,61045,61565,62079,62586,63085,63576,64059,64534,64999,65456,65903,66342,66770,67189,67599,67998,68388,68768,69138,69498,69848,70188,70519,70840,71152,71454,71747,72030,72305,72571,72828,73076,73316,73548,73772,73988,74197,74398,74592,74778,74958,75131,75298,75459,75613,75761,75904,76041,76173,76300,76422,76538,76651,76758,76862,76961,77056,77147,77235,77319,77399,77477,77551,77621,77689,77754,77817,77877,77934,77988,78041,78091,78139,78185,78229,78271,78312,78350,78387,78423
8,"Utah",80446,81475,82509,83546,84580,85611,86634,87645,88650,89646,90635,91623,92610,93595,94575,95544,96502,97448,98380,99298,100204,101098,101982,102854,103715,104564,105400,106221,107026,107816,108589,109347,110089,110817,111530,112228,112912,113580,114233,114870,115492,116097,116687,117261,117821,118366,118897,119414,119916,120404,120879,121339,121786,122219,122640,123047,123443,123826,124197,124557,124905,125242,125568,125884,126189,126484,126769,127045,127311,127568,127817,128057,128288,128512,128728,128936,129137,129330,129517,129697,129871,130038,130200,130355,130505,130649,130788,130922,131051,131175,131295,131410,131521,131628,131730,131829,131924,132016,132104,132189,132270
9,"Oregon",35634,35926,36216,36507,36799,37093,37389,37684,37980,38276,38572,38868,39165,39462,39758,40055,40351,40647,40942,41237,41532,41826,42119,42411,42702,42992,43282,43570,43856,44142,44426,44708,44989,45269,45546,45822,46096,46369,46639,46907,47173,47437,47699,47959,48216,48471,48724,48974,49222,49467,49710,49950,50187,50422,50655,50884,51111,51335,51557,51776,51991,52205,52415,52623,52827,53029,53228,53425,53618,53809,53997,54182,54364,54544,54721,54895,55066,55234,55400,55563,55724,55881,56036,56189,56338,56486,56630,56772,56912,57049,57184,57316,57446,57573,57698,57821,57941,58059,58175,58289,58400
