target,target_end_date,location,type,quantile,value,location_name,forecast_date
1 wk ahead inc death,2021-01-23,PL,quantile,0.01,1368.43097235967,Poland,2021-01-18
1 wk ahead inc death,2021-01-23,PL,quantile,0.025,1451.20676257819,Poland,2021-01-18
1 wk ahead inc death,2021-01-23,PL,quantile,0.05,1527.6042460747,Poland,2021-01-18
1 wk ahead inc death,2021-01-23,PL,quantile,0.1,1622.25648388264,Poland,2021-01-18
1 wk ahead inc death,2021-01-23,PL,quantile,0.15,1690.44777942522,Poland,2021-01-18
1 wk ahead inc death,2021-01-23,PL,quantile,0.2,1747.32615175121,Poland,2021-01-18
1 wk ahead inc death,2021-01-23,PL,quantile,0.25,1798.12780252082,Poland,2021-01-18
1 wk ahead inc death,2021-01-23,PL,quantile,0.3,1845.40653011141,Poland,2021-01-18
1 wk ahead inc death,2021-01-23,PL,quantile,0.35,1890.68013158175,Poland,2021-01-18
1 wk ahead inc death,2021-01-23,PL,quantile,0.4,1934.99570668167,Poland,2021-01-18
1 wk ahead inc death,2021-01-23,PL,quantile,0.45,1979.17758724183,Poland,2021-01-18
1 wk ahead inc death,2021-01-23,PL,quantile,0.5,2023.96142857143,Poland,2021-01-18
1 wk ahead inc death,2021-01-23,PL,quantile,0.55,2070.08657599945,Poland,2021-01-18
1 wk ahead inc death,2021-01-23,PL,quantile,0.6,2118.38137732658,Poland,2021-01-18
1 wk ahead inc death,2021-01-23,PL,quantile,0.65,2169.86836761812,Poland,2021-01-18
1 wk ahead inc death,2021-01-23,PL,quantile,0.7,2225.92613878768,Poland,2021-01-18
1 wk ahead inc death,2021-01-23,PL,quantile,0.75,2288.58151034254,Poland,2021-01-18
1 wk ahead inc death,2021-01-23,PL,quantile,0.8,2361.11533023669,Poland,2021-01-18
1 wk ahead inc death,2021-01-23,PL,quantile,0.85,2449.53620147493,Poland,2021-01-18
1 wk ahead inc death,2021-01-23,PL,quantile,0.9,2567.09716089748,Poland,2021-01-18
1 wk ahead inc death,2021-01-23,PL,quantile,0.95,2755.39966671716,Poland,2021-01-18
1 wk ahead inc death,2021-01-23,PL,quantile,0.975,2933.70866958542,Poland,2021-01-18
1 wk ahead inc death,2021-01-23,PL,quantile,0.99,3160.58807292264,Poland,2021-01-18
2 wk ahead inc death,2021-01-30,PL,quantile,0.01,1246.8559776515,Poland,2021-01-18
2 wk ahead inc death,2021-01-30,PL,quantile,0.025,1346.5253453709,Poland,2021-01-18
2 wk ahead inc death,2021-01-30,PL,quantile,0.05,1439.22682065454,Poland,2021-01-18
2 wk ahead inc death,2021-01-30,PL,quantile,0.1,1554.94697067445,Poland,2021-01-18
2 wk ahead inc death,2021-01-30,PL,quantile,0.15,1638.86949828703,Poland,2021-01-18
2 wk ahead inc death,2021-01-30,PL,quantile,0.2,1709.20265677369,Poland,2021-01-18
2 wk ahead inc death,2021-01-30,PL,quantile,0.25,1772.26692527789,Poland,2021-01-18
2 wk ahead inc death,2021-01-30,PL,quantile,0.3,1831.15853256763,Poland,2021-01-18
2 wk ahead inc death,2021-01-30,PL,quantile,0.35,1887.7283001703,Poland,2021-01-18
2 wk ahead inc death,2021-01-30,PL,quantile,0.4,1943.26305099823,Poland,2021-01-18
2 wk ahead inc death,2021-01-30,PL,quantile,0.45,1998.78586532093,Poland,2021-01-18
2 wk ahead inc death,2021-01-30,PL,quantile,0.5,2055.22,Poland,2021-01-18
2 wk ahead inc death,2021-01-30,PL,quantile,0.55,2113.50368904922,Poland,2021-01-18
2 wk ahead inc death,2021-01-30,PL,quantile,0.6,2174.69842831735,Poland,2021-01-18
2 wk ahead inc death,2021-01-30,PL,quantile,0.65,2240.12484899155,Poland,2021-01-18
2 wk ahead inc death,2021-01-30,PL,quantile,0.7,2311.57403360042,Poland,2021-01-18
2 wk ahead inc death,2021-01-30,PL,quantile,0.75,2391.69105953622,Poland,2021-01-18
2 wk ahead inc death,2021-01-30,PL,quantile,0.8,2484.7728129215,Poland,2021-01-18
2 wk ahead inc death,2021-01-30,PL,quantile,0.85,2598.7136189804,Poland,2021-01-18
2 wk ahead inc death,2021-01-30,PL,quantile,0.9,2750.98377837828,Poland,2021-01-18
2 wk ahead inc death,2021-01-30,PL,quantile,0.95,2996.6658756488,Poland,2021-01-18
2 wk ahead inc death,2021-01-30,PL,quantile,0.975,3231.25253052422,Poland,2021-01-18
2 wk ahead inc death,2021-01-30,PL,quantile,0.99,3532.35144490257,Poland,2021-01-18
3 wk ahead inc death,2021-02-06,PL,quantile,0.01,1095.98460378263,Poland,2021-01-18
3 wk ahead inc death,2021-02-06,PL,quantile,0.025,1207.19188289501,Poland,2021-01-18
3 wk ahead inc death,2021-02-06,PL,quantile,0.05,1311.82508210558,Poland,2021-01-18
3 wk ahead inc death,2021-02-06,PL,quantile,0.1,1443.88478589598,Poland,2021-01-18
3 wk ahead inc death,2021-02-06,PL,quantile,0.15,1540.56410887299,Poland,2021-01-18
3 wk ahead inc death,2021-02-06,PL,quantile,0.2,1622.1269969447,Poland,2021-01-18
3 wk ahead inc death,2021-02-06,PL,quantile,0.25,1695.65192544561,Poland,2021-01-18
3 wk ahead inc death,2021-02-06,PL,quantile,0.3,1764.62882223828,Poland,2021-01-18
3 wk ahead inc death,2021-02-06,PL,quantile,0.35,1831.16103427299,Poland,2021-01-18
3 wk ahead inc death,2021-02-06,PL,quantile,0.4,1896.72682909219,Poland,2021-01-18
3 wk ahead inc death,2021-02-06,PL,quantile,0.45,1962.51722491714,Poland,2021-01-18
3 wk ahead inc death,2021-02-06,PL,quantile,0.5,2029.62285714286,Poland,2021-01-18
3 wk ahead inc death,2021-02-06,PL,quantile,0.55,2099.16781136759,Poland,2021-01-18
3 wk ahead inc death,2021-02-06,PL,quantile,0.6,2172.43932073009,Poland,2021-01-18
3 wk ahead inc death,2021-02-06,PL,quantile,0.65,2251.05405329531,Poland,2021-01-18
3 wk ahead inc death,2021-02-06,PL,quantile,0.7,2337.21997683845,Poland,2021-01-18
3 wk ahead inc death,2021-02-06,PL,quantile,0.75,2434.21468523277,Poland,2021-01-18
3 wk ahead inc death,2021-02-06,PL,quantile,0.8,2547.38392616859,Poland,2021-01-18
3 wk ahead inc death,2021-02-06,PL,quantile,0.85,2686.58319678131,Poland,2021-01-18
3 wk ahead inc death,2021-02-06,PL,quantile,0.9,2873.70096661542,Poland,2021-01-18
3 wk ahead inc death,2021-02-06,PL,quantile,0.95,3178.07304845289,Poland,2021-01-18
3 wk ahead inc death,2021-02-06,PL,quantile,0.975,3471.33885325736,Poland,2021-01-18
3 wk ahead inc death,2021-02-06,PL,quantile,0.99,3851.24643387147,Poland,2021-01-18
4 wk ahead inc death,2021-02-13,PL,quantile,0.01,932.013261107135,Poland,2021-01-18
4 wk ahead inc death,2021-02-13,PL,quantile,0.025,1052.58919713561,Poland,2021-01-18
4 wk ahead inc death,2021-02-13,PL,quantile,0.05,1168.17820102119,Poland,2021-01-18
4 wk ahead inc death,2021-02-13,PL,quantile,0.1,1316.75928251634,Poland,2021-01-18
4 wk ahead inc death,2021-02-13,PL,quantile,0.15,1427.29418908671,Poland,2021-01-18
4 wk ahead inc death,2021-02-13,PL,quantile,0.2,1521.63070209129,Poland,2021-01-18
4 wk ahead inc death,2021-02-13,PL,quantile,0.25,1607.48200846991,Poland,2021-01-18
4 wk ahead inc death,2021-02-13,PL,quantile,0.3,1688.69628112095,Poland,2021-01-18
4 wk ahead inc death,2021-02-13,PL,quantile,0.35,1767.62998841305,Poland,2021-01-18
4 wk ahead inc death,2021-02-13,PL,quantile,0.4,1845.97492292407,Poland,2021-01-18
4 wk ahead inc death,2021-02-13,PL,quantile,0.45,1925.13005844876,Poland,2021-01-18
4 wk ahead inc death,2021-02-13,PL,quantile,0.5,2006.41285714286,Poland,2021-01-18
4 wk ahead inc death,2021-02-13,PL,quantile,0.55,2091.21756348382,Poland,2021-01-18
4 wk ahead inc death,2021-02-13,PL,quantile,0.6,2181.17670295574,Poland,2021-01-18
4 wk ahead inc death,2021-02-13,PL,quantile,0.65,2278.37636886369,Poland,2021-01-18
4 wk ahead inc death,2021-02-13,PL,quantile,0.7,2385.70285198255,Poland,2021-01-18
4 wk ahead inc death,2021-02-13,PL,quantile,0.75,2507.48324846156,Poland,2021-01-18
4 wk ahead inc death,2021-02-13,PL,quantile,0.8,2650.83234774284,Poland,2021-01-18
4 wk ahead inc death,2021-02-13,PL,quantile,0.85,2828.96547868306,Poland,2021-01-18
4 wk ahead inc death,2021-02-13,PL,quantile,0.9,3071.47255950137,Poland,2021-01-18
4 wk ahead inc death,2021-02-13,PL,quantile,0.95,3473.12609217296,Poland,2021-01-18
