id,Country,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10
0,GM01,150719,152928,155123,157300,159468,161636,163814,166005,168200,170390,172578,174765,176952,179139,181326,183510,185689,187865,190037,192205,194367,196524,198673,200816,202952,205079,207198,209308,211408,213498,215578,217646,219703,221748,223781,225801,227808,229801,231780,233744,235694,237628,239547,241451,243338,245209,247063,248900,250720,252522,254307,256073,257822,259552,261264,262957,264631,266287,267923,269540,271138,272717,274276,275815,277336,278836,280317,281779,283221,284643,286046,287429,288792,290137,291461,292767,294053,295320,296568,297797,299007,300199,301371,302525,303661,304779,305878,306959,308023,309069,310097,311108,312102,313079,314039,314982,315909,316819,317714,318592,319455
1,GM02,209682,212915,216108,219255,222358,225428,228474,231496,234476,237417,240320,243186,246017,248812,251570,254289,256969,259611,262215,264781,267308,269796,272245,274656,277028,279362,281657,283914,286132,288312,290455,292559,294626,296656,298649,300605,302525,304408,306256,308068,309846,311588,313296,314970,316611,318218,319793,321335,322845,324324,325772,327189,328576,329933,331261,332560,333831,335074,336290,337479,338641,339777,340887,341972,343033,344069,345082,346071,347037,347981,348903,349803,350682,351540,352378,353196,353994,354773,355534,356276,357000,357707,358396,359069,359725,360365,360990,361598,362192,362772,363336,363887,364424,364948,365458,365956,366441,366914,367375,367824,368262
2,GM03,10094,10191,10283,10371,10457,10539,10618,10695,10768,10839,10907,10973,11036,11097,11156,11213,11267,11319,11370,11418,11465,11509,11552,11594,11634,11672,11709,11744,11778,11811,11843,11873,11902,11930,11957,11983,12008,12031,12054,12076,12098,12118,12137,12156,12174,12192,12208,12224,12240,12254,12269,12282,12295,12308,12320,12332,12343,12353,12364,12374,12383,12392,12401,12409,12417,12425,12433,12440,12447,12453,12459,12465,12471,12477,12482,12487,12492,12497,12502,12506,12510,12514,12518,12522,12526,12529,12532,12535,12539,12541,12544,12547,12550,12552,12554,12557,12559,12561,12563,12565,12567
3,GM04,24855,25110,25357,25595,25825,26047,26262,26471,26674,26869,27058,27240,27417,27588,27753,27913,28067,28216,28361,28500,28634,28764,28890,29011,29128,29242,29351,29456,29558,29657,29752,29843,29932,30017,30100,30179,30256,30330,30402,30471,30538,30602,30664,30724,30781,30837,30891,30943,30993,31041,31087,31132,31175,31217,31257,31296,31334,31370,31405,31438,31471,31502,31532,31561,31589,31616,31642,31667,31691,31715,31737,31759,31780,31800,31819,31838,31856,31873,31890,31906,31922,31937,31951,31965,31979,31992,32004,32016,32028,32039,32050,32060,32071,32080,32090,32099,32107,32116,32124,32131,32139
4,GM05,88078,89488,90892,92291,93678,95042,96376,97682,98980,100260,101522,102770,104014,105255,106491,107706,108905,110087,111250,112395,113524,114640,115746,116840,117924,118996,120057,121104,122136,123153,124155,125143,126117,127080,128032,128972,129902,130819,131724,132617,133497,134365,135219,136062,136894,137714,138524,139323,140111,140889,141655,142410,143154,143888,144610,145322,146024,146717,147399,148072,148735,149388,150032,150666,151291,151906,152512,153109,153697,154276,154847,155409,155963,156508,157045,157574,158095,158607,159112,159609,160099,160580,161055,161522,161982,162434,162880,163318,163750,164174,164593,165004,165409,165808,166200,166586,166966,167339,167707,168069,168425
5,GM06,71586,72584,73569,74533,75478,76407,77327,78235,79125,80001,80861,81707,82540,83359,84164,84955,85732,86496,87246,87983,88708,89419,90118,90804,91478,92139,92789,93426,94051,94665,95268,95859,96439,97008,97566,98113,98650,99177,99693,100199,100695,101182,101659,102126,102585,103034,103474,103905,104328,104742,105148,105545,105935,106316,106690,107055,107414,107765,108108,108445,108774,109097,109413,109722,110025,110321,110611,110895,111173,111445,111712,111972,112227,112477,112721,112960,113194,113423,113646,113865,114080,114289,114494,114695,114891,115083,115271,115454,115634,115809,115981,116149,116314,116474,116631,116785,116935,117082,117226,117367,117504
6,GM07,263715,267353,270934,274450,277910,281327,284718,288071,291356,294590,297774,300910,304000,307042,310036,312978,315872,318719,321517,324268,326972,329628,332237,334799,337315,339786,342211,344591,346927,349219,351466,353671,355833,357953,360031,362067,364063,366019,367936,369813,371652,373452,375216,376942,378632,380287,381906,383490,385041,386558,388042,389493,390913,392302,393659,394987,396285,397553,398794,400006,401191,402348,403480,404585,405665,406720,407750,408757,409740,410700,411638,412554,413448,414320,415173,416004,416816,417609,418383,419138,419875,420594,421296,421981,422649,423301,423937,424558,425163,425754,426330,426892,427440,427975,428496,429005,429501,429984,430456,430916,431364
7,GM08,44371,45111,45845,46571,47290,48003,48714,49418,50115,50804,51487,52164,52834,53497,54154,54803,55446,56081,56709,57330,57945,58551,59151,59743,60328,60906,61476,62039,62595,63143,63684,64218,64744,65263,65775,66279,66777,67267,67749,68225,68694,69155,69610,70057,70497,70931,71358,71778,72191,72597,72997,73390,73777,74157,74531,74898,75259,75614,75963,76306,76643,76974,77299,77618,77931,78239,78541,78838,79129,79415,79696,79971,80242,80507,80767,81022,81273,81519,81760,81996,82228,82455,82678,82896,83111,83321,83527,83729,83926,84120,84310,84497,84679,84858,85033,85205,85373,85538,85699,85857,86012
8,GM09,12814,12973,13128,13281,13432,13580,13726,13870,14012,14152,14289,14423,14555,14685,14813,14938,15061,15182,15301,15417,15532,15644,15755,15863,15969,16074,16176,16277,16376,16473,16568,16661,16753,16843,16931,17017,17102,17185,17267,17347,17425,17502,17578,17652,17725,17796,17866,17934,18001,18067,18131,18194,18256,18317,18377,18435,18492,18548,18603,18657,18710,18761,18812,18861,18910,18958,19004,19050,19095,19139,19182,19224,19265,19305,19345,19384,19421,19459,19495,19531,19566,19600,19633,19666,19698,19730,19760,19791,19820,19849,19877,19905,19932,19959,19985,20010,20035,20060,20083,20107,20130
9,GM10,14344,14516,14687,14855,15020,15184,15344,15502,15658,15811,15962,16111,16257,16402,16546,16687,16826,16963,17098,17231,17362,17491,17618,17743,17867,17989,18109,18227,18343,18458,18571,18683,18792,18900,19007,19112,19215,19317,19417,19516,19613,19709,19804,19897,19988,20079,20168,20255,20341,20426,20510,20592,20673,20753,20832,20909,20986,21061,21135,21207,21279,21350,21419,21488,21555,21621,21687,21751,21814,21877,21938,21999,22058,22117,22174,22231,22287,22342,22396,22450,22502,22554,22605,22655,22704,22753,22800,22847,22894,22939,22984,23028,23072,23114,23156,23198,23239,23279,23318,23357,23395
