id,Country,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30
10,GM11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,5,7,22,27,41,53,54,61,69,88,129,185,246,266,279,333,417,464,523,628,701,740,775,881,995,1075,1211,1305,1345,1384,1472,1578,1691,1764,1857,1880,1916,1950,2058,2120,2161,2221,2238,2275,2389,2447,2536,2627,2694,2721,2747,2768,2831,2872,2886,2905,2914,2940,2969,2999,3037,3098,3101,3106,3111,3125,3135,3158,3169,3171,3172,3185,3193,3205,3211,3213,3214,3214,3236,3246,3261,3271,3266,3271,3273,3274,3273,3280,3288,3294,3297,3304,3302,3309,3352,3306,3326,3326,3329,3334,3362,3365,3374,3383,3388,3394,3407,3413,3428,3437,3437,3417,3419,3429,3440,3443,3450,3459,3460,3464,3468,3476,3483,3452,3459,3462,3462,3462,3465,3466,3470,3476,3476,3483,3485,3497,3510,3523,3524,3524,3524,3527,3531,3551,3560,3565,3565,3573,3579,3588,3597,3600,3622,3626,3627,3634,3642,3651,3683,3695,3697,3703,3708,3728,3740,3758,3784,3787,3787,3795,3818,3839,3857,3867,3869,3870,3871,3875,3898,3902,3923,3927,3931,3943,3959,3966,3984,4003,4005,4006,4016,4033,4051,4060,4079,4088,4090,4101,4116,4150,4178,4203,4214,4217,4251,4258,4300,4326,4369,4393,4421,4447,4483,4561,4603,4692,4740,4771,4794,4997,5098,5211,5305,5414,5451,5574,5670,5948,6020,6309,6463,6515,6599,6957,7208,7468,7831,8088,8326,8691,8761,9062,9560,10086,10296,10516,10790,11031,11483,11852,12205,12636,12873,13260,13517,13947,14347,15032,15315,15673,15867,16316,17011,17646,18197,18488,18740,19122
11,GM12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,7,8,11,14,20,30,42,47,48,48,59,101,133,167,173,173,200,219,244,259,308,347,354,364,406,438,468,501,523,528,531,555,572,586,601,605,618,619,624,634,634,645,651,653,655,656,659,661,667,673,674,675,687,690,693,695,698,699,703,711,715,718,722,726,728,729,736,739,740,746,748,752,752,755,762,763,763,760,760,760,760,760,759,760,761,761,761,761,763,764,766,773,774,780,777,778,780,781,782,782,784,786,787,791,791,792,792,792,794,796,797,798,801,801,802,803,803,803,804,804,804,805,805,805,803,804,804,804,804,804,805,805,806,806,806,809,811,815,826,843,843,843,845,849,861,864,868,875,877,880,889,907,910,930,936,938,943,952,954,959,970,972,973,975,978,981,984,989,992,994,997,998,999,1001,1004,1007,1008,1008,1009,1015,1019,1023,1023,1023,1034,1038,1044,1046,1055,1055,1055,1064,1074,1081,1093,1105,1105,1105,1123,1131,1136,1144,1151,1151,1151,1168,1180,1195,1203,1220,1220,1220,1293,1304,1332,1344,1373,1373,1373,1416,1472,1532,1590,1590,1680,1705,1719,1790,1877,1936,2056,2133,2165,2200,2328,2484,2616,2782,2865,2918,2917,3076,3271,3415,3580,3693,3745,3786,3910,3910,4165,4289,4397,4435,4464,4620,4787,4932,5064,5154,5189,5247,5388,5510,5695,5820,5908,5950,5995
12,GM13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,4,12,22,25,44,82,92,128,138,180,195,272,391,564,602,649,807,954,1136,1300,1426,1611,1789,1875,2034,2183,2336,2591,2741,2903,2997,3144,3261,3402,3565,3600,3655,3751,3819,3955,4048,4140,4190,4229,4253,4273,4327,4377,4406,4428,4458,4490,4509,4561,4592,4617,4696,4702,4745,4784,4836,4839,4873,4886,4915,4947,4962,5031,5061,5089,5115,5125,5133,5150,5185,5197,5219,5221,5231,5236,5247,5260,5230,5297,5304,5309,5309,5305,5312,5315,5321,5323,5330,5333,5337,5346,5344,5345,5346,5347,5349,5350,5359,5382,5408,5408,5408,5408,5436,5438,5439,5444,5444,5444,5448,5451,5457,5453,5458,5458,5458,5459,5465,5466,5469,5473,5473,5473,5476,5478,5484,5485,5488,5488,5488,5501,5503,5503,5506,5512,5512,5512,5518,5525,5532,5536,5541,5541,5541,5548,5560,5570,5590,5632,5632,5632,5655,5673,5685,5705,5719,5730,5731,5736,5749,5769,5788,5806,5820,5824,5827,5841,5866,5905,5934,5949,5953,5990,6022,6065,6095,6138,6147,6149,6155,6191,6255,6282,6351,6365,6403,6430,6467,6522,6581,6658,6679,6692,6774,6816,6887,6942,7052,7095,7122,7151,7202,7288,7349,7391,7459,7502,7533,7679,7797,7987,8203,8340,8413,8559,8742,9122,9335,9738,9935,10275,10520,10906,11507,12071,12453,13237,13653,14001,14409,15380,16493,17196,17974,18747,19489,20140,21119,22957,24255,25878,26680,27339,28507,30100,31538,33007,33924,34970,36083,36891,38769,39801,41336,42597,43967,44927,46282,47690,49855,52411,53804,55274,57037
13,GM14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,27,42,44,46,76,76,123,158,197,205,228,228,337,391,433,473,473,606,606,694,750,804,836,896,919,956,987,1020,1075,1121,1135,1166,1193,1207,1223,1248,1279,1315,1350,1369,1383,1395,1425,1436,1480,1494,1515,1520,1525,1549,1564,1571,1576,1578,1585,1590,1602,1615,1637,1640,1643,1648,1650,1656,1668,1676,1676,1678,1679,1680,1689,1692,1692,1694,1694,1698,1698,1701,1700,1701,1705,1706,1707,1707,1711,1712,1717,1720,1720,1720,1721,1728,1732,1734,1756,1768,1771,1775,1802,1818,1839,1842,1844,1851,1856,1858,1862,1865,1868,1869,1871,1873,1876,1878,1880,1880,1889,1894,1896,1898,1905,1907,1917,1917,1919,1921,1926,1936,1939,1946,1950,1956,1961,1973,1975,1979,1986,1989,1991,1997,2009,2015,2022,2030,2031,2034,2036,2044,2044,2057,2057,2061,2068,2076,2090,2099,2114,2123,2123,2126,2134,2146,2155,2170,2179,2180,2183,2199,2209,2218,2226,2232,2234,2244,2250,2260,2263,2274,2281,2282,2287,2290,2305,2314,2330,2337,2355,2359,2366,2378,2380,2393,2443,2453,2457,2470,2497,2525,2536,2569,2603,2613,2619,2654,2677,2693,2736,2746,2764,2774,2815,2832,2858,2903,2932,2942,2966,2999,3057,3134,3242,3285,3334,3387,3487,3642,3760,3905,3994,4166,4342,4582,4804,5067,5204,5323,5423,5582,5897,6170,6482,6583,6734,6928,7101,7367,7641,7941,8040,8161,8383,8669,8944,9266,9580,9791,10030,10331,10416,10930,11289,11667,11938,12339,12528
14,GM15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,4,9,13,28,45,50,53,53,76,100,150,188,217,249,326,393,467,541,582,695,716,781,860,925,982,1072,1140,1176,1208,1285,1351,1416,1435,1464,1485,1504,1550,1601,1682,1717,1756,1785,1798,1872,1932,2023,2058,2098,2120,2144,2170,2254,2323,2335,2345,2355,2392,2429,2452,2512,2533,2556,2585,2594,2622,2652,2681,2711,2725,2740,2750,2760,2796,2818,2830,2857,2871,2877,2898,2932,2958,2974,2984,3015,3017,3022,3033,3051,3066,3077,3081,3100,3108,3130,3143,3154,3169,3171,3175,3188,3189,3205,3210,3214,3221,3229,3231,3225,3240,3248,3250,3250,3254,3253,3259,3265,3267,3270,3272,3277,3283,3286,3288,3289,3291,3292,3295,3301,3310,3315,3320,3321,3321,3323,3326,3327,3339,3340,3341,3347,3351,3355,3358,3361,3369,3370,3371,3385,3390,3401,3413,3420,3425,3427,3432,3453,3464,3482,3492,3496,3498,3505,3509,3523,3530,3546,3547,3553,3564,3571,3585,3592,3611,3624,3628,3637,3644,3652,3658,3676,3682,3690,3694,3700,3722,3745,3765,3780,3790,3815,3834,3865,3884,3919,3933,3938,3958,3965,4007,4024,4046,4049,4054,4056,4075,4106,4134,4158,4200,4205,4223,4241,4260,4322,4363,4435,4442,4488,4555,4636,4711,4793,4881,4913,5000,5098,5250,5394,5546,5802,5863,5936,6200,6383,6625,6953,7171,7238,7405,7711,8024,8302,8620,8831,8963,9172,9375,9748,10099,10549,10755,10982,11219,11605,12106,12446,13132,13548,13740,14169,14621,15249,15823,16364,16686,16998,17388
15,GM16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,12,18,27,39,47,47,89,135,172,214,262,297,342,387,569,727,862,1019,1072,1215,1422,1650,1949,2154,2353,2457,2568,2754,2970,3202,3471,3613,3670,3845,4028,4202,4349,4458,4567,4601,4668,4722,4848,4945,5066,5159,5196,5237,5312,5324,5459,5525,5600,5638,5669,5734,5827,5887,5943,5976,6010,6042,6092,6149,6209,6242,6261,6272,6274,6298,6342,6397,6428,6447,6458,6478,6507,6555,6585,6614,6637,6642,6652,6673,6703,6738,6767,6800,6816,6839,6874,6901,6946,6964,6997,7016,7042,7082,7138,7165,7252,7282,7322,7369,7402,7475,7603,7733,7804,7833,7916,7975,8021,8096,8145,8168,8176,8220,8243,8302,8345,8393,8434,8451,8462,8502,8537,8586,8617,8637,8638,8656,8674,8699,8725,8748,8774,8779,8802,8837,8860,8894,8957,8991,9001,9020,9071,9150,9192,9274,9319,9328,9367,9399,9490,9543,9640,9688,9698,9740,9851,9976,9976,10196,10238,10253,10319,10394,10463,10543,10655,10717,10728,10786,10852,10934,11011,11125,11183,11189,11266,11347,11431,11529,11623,11703,11727,11792,11879,11951,12090,12216,12254,12269,12354,12463,12593,12733,12919,13065,13109,13257,13374,13573,13811,13970,14113,14196,14327,14500,14788,15032,15371,15574,15648,15949,16237,16615,17112,17555,17828,18075,18327,19033,19537,20088,20764,21127,21429,21905,22727,23698,24481,25374,25790,26094,27024,28064,29225,30356,31440,32231,32593,33310,34823,35971,37357,38686,39383,39624,40460,42014,43146,45106,46434,47265,47697,49039,50611,52068,53315,55018,56068,56504,57309,58924,60554,61664,63064,63064,64220,65145
16,GM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,4,7,12,39,52,103,136,174,249,387,626,781,888,1125,1281,1553,2355,3047,3776,4794,5965,7136,8179,10976,13932,16625,18582,22647,27394,31508,36447,42231,48507,52473,57215,61816,67366,73522,79696,85778,91714,95391,99225,103228,108202,113525,117658,120479,123016,125098,127584,130450,133830,137439,139897,141672,143457,145694,148046,150383,152438,154175,155193,156337,157641,159119,160758,161703,162496,163175,163860,164807,166091,167300,168551,169218,169575,170508,171306,172239,173152,173772,174355,174697,175210,176007,176752,177212,177850,178281,178570,179002,179364,179717,180458,181196,181482,181815,182028,182370,182764,183271,183678,183979,184193,184543,184861,185416,185674,186022,186269,186461,186839,187184,187764,188534,189135,189822,190359,190862,191449,192079,192556,193243,193499,193761,194259,194725,195228,195674,196096,196335,196554,196944,197341,197783,198178,198556,198804,198963,199375,199726,200260,200843,201372,201574,201823,202345,202799,203368,204183,204964,205269,205609,206242,206926,207828,208698,209653,209893,210402,211281,212022,213067,214214,215336,215891,216327,217293,218519,219964,221413,222828,223453,224014,225404,226914,228621,230048,232082,232864,233575,234853,236429,237936,239507,240986,241771,242381,243599,244855,246166,247619,248997,249985,250799,252298,253474,255366,256850,258480,259428,260355,261762,263663,265857,267773,270070,271415,272337,274158,275927,278070,280223,282730,284140,285332,287421,289219,291722,294395,296958,299237,300619,303258,306086,310144,314660,319381,322864,325331,329453,334585,341223,348557,356387,361974,366299,373167,380762,392049,403291,418005,429181,437866,449275,464239,481013,499694,518753,532930,545027,560379,577593,597583,619089,642488,658505,671868,687200,705687,727553,751095,773556,790503,801327,815746,833307,855916,879564,902528,918269,929133,942687,961320,983588,1006394,1028089,1042700,1053869,1067473
17,PL72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,4,4,7,8,13,15,27,38,40,53,58,66,79,101,134,150,165,193,214,234,258,274,326,338,400,407,468,488,527,539,568,637,660,697,709,723,764,819,893,949,1044,1077,1118,1144,1212,1235,1278,1341,1412,1461,1520,1563,1580,1620,1645,1723,1769,1789,1825,1870,1903,2002,2024,2056,2100,2125,2141,2160,2166,2226,2257,2276,2295,2366,2399,2418,2455,2471,2512,2530,2556,2581,2594,2630,2639,2649,2660,2680,2700,2708,2724,2736,2739,2749,2750,2767,2767,2767,2778,2814,2825,2838,2851,2853,2857,2867,2878,2884,2902,2908,2910,2913,2919,2924,2930,2933,2936,2936,2941,2950,2952,2957,2970,2972,2974,2975,2983,2991,3017,3025,3042,3051,3073,3076,3094,3101,3130,3151,3161,3170,3201,3218,3223,3258,3273,3289,3306,3353,3375,3414,3436,3471,3483,3501,3528,3559,3582,3603,3660,3671,3688,3721,3752,3773,3803,3834,3858,3878,3922,3937,3965,3995,4039,4049,4059,4094,4107,4131,4158,4181,4189,4195,4244,4278,4298,4345,4356,4372,4381,4441,4488,4513,4550,4633,4678,4687,4734,4780,4838,4890,4953,5002,5030,5094,5163,5259,5360,5423,5485,5572,5712,5896,6154,6404,6646,6832,7031,7373,7688,8070,8511,9035,9404,9810,10377,10839,11449,12116,12761,13346,13808,14725,15865,16722,17721,18950,19474,20211,22175,24499,26950,29462,31507,33306,35025,37566,40227,42074,44897,47691,49707,51491,53909,56000,57808,59434,61226,62231,63266,64301,65126,66238,67556,69037,69818,70263
18,PL73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,11,14,18,18,21,22,27,31,33,37,47,72,76,84,157,199,224,241,245,264,277,280,290,313,336,345,352,359,367,387,398,406,421,438,452,460,471,474,478,483,518,537,544,550,554,557,557,561,561,566,571,572,574,577,577,577,578,581,582,582,582,583,584,587,589,590,591,592,592,593,593,593,593,593,593,594,595,599,601,601,601,602,603,606,608,610,614,626,626,627,630,641,644,649,652,652,652,653,661,661,666,669,669,672,676,678,679,679,681,684,685,690,693,694,696,696,696,702,707,713,713,717,720,724,724,726,727,736,739,749,750,754,764,773,790,801,810,819,822,827,838,846,870,875,887,921,928,942,964,975,988,1016,1033,1050,1071,1102,1120,1126,1153,1183,1206,1230,1268,1291,1313,1333,1368,1384,1417,1428,1441,1460,1475,1483,1497,1517,1532,1586,1607,1631,1653,1688,1703,1745,1780,1806,1827,1840,1894,1935,2097,2263,2335,2487,2607,2685,2864,3082,3192,3421,3530,3683,3867,4178,4502,5056,5192,5450,5791,6147,6465,6935,7405,7928,8401,8847,9618,10523,11730,12507,13657,14182,15681,16896,18299,20253,21714,23448,24827,25378,26807,28470,30422,32231,33670,34688,35796,36588,37671,38950,39905,41628,42524,43262,44116,45056,46487,47744,48744,49675,50196,51517,52724,54092,55096,55719,56016
19,PL74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,15,19,31,42,42,48,57,91,106,111,129,144,158,168,182,190,202,208,221,236,248,259,326,340,358,400,432,463,492,529,551,567,572,590,607,640,660,682,695,765,781,813,836,855,890,904,936,954,972,1006,1049,1068,1071,1098,1136,1147,1163,1175,1185,1198,1209,1216,1224,1231,1237,1248,1254,1270,1276,1309,1321,1344,1359,1381,1409,1455,1485,1520,1550,1602,1610,1664,1776,1823,1885,2004,2081,2126,2164,2237,2327,2364,2403,2476,2538,2602,2677,2740,2784,2827,2875,2915,2954,2988,3008,3057,3083,3104,3121,3131,3183,3207,3228,3244,3275,3284,3316,3338,3354,3388,3417,3435,3454,3485,3523,3553,3575,3611,3627,3654,3687,3720,3749,3781,3803,3821,3850,3880,3947,3977,4019,4032,4052,4091,4128,4167,4213,4244,4266,4297,4348,4391,4430,4484,4526,4596,4640,4688,4719,4763,4812,4885,4952,5023,5073,5107,5154,5193,5227,5260,5292,5323,5357,5405,5448,5479,5499,5507,5519,5531,5544,5572,5609,5627,5651,5668,5699,5740,5817,5878,5932,6025,6076,6160,6244,6322,6426,6512,6569,6661,6748,6865,7005,7157,7284,7410,7565,7788,8067,8430,8841,9155,9499,9848,10253,10944,11592,12413,12997,13676,14301,14976,15839,16639,17640,18458,19153,20574,22434,24228,25782,27482,29152,30332,31442,33208,34921,36514,38063,39639,40908,42309,43752,45280,46837,48324,49713,50796,51892,53046,54334,55806,57369,58505,59411,59974,60984,62083,63084,63742,64580,64955
20,PL75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,7,15,17,18,22,22,25,28,31,39,48,54,60,74,78,87,105,114,132,133,151,158,165,174,181,192,200,205,222,225,234,240,245,270,279,290,293,308,311,325,332,336,342,346,351,353,356,359,360,365,367,374,374,376,380,381,384,386,388,392,396,398,400,401,401,402,409,409,411,417,420,421,434,446,449,469,485,486,486,493,495,495,503,504,505,508,514,515,519,520,522,524,530,543,544,553,564,570,585,590,601,606,610,614,619,622,632,642,651,651,658,664,668,678,692,718,733,743,747,760,774,814,822,834,845,849,860,875,882,882,884,891,892,899,911,924,927,927,945,956,976,994,1001,1014,1022,1047,1060,1074,1096,1113,1130,1138,1177,1223,1246,1262,1262,1268,1287,1315,1331,1352,1375,1387,1394,1423,1443,1457,1484,1500,1569,1587,1600,1619,1659,1686,1701,1714,1727,1733,1752,1773,1799,1828,1854,1858,1880,1922,1925,1964,2086,2121,2169,2190,2236,2294,2353,2413,2490,2577,2606,2688,2786,2883,2999,3101,3273,3411,3517,3721,3906,4157,4461,4840,5003,5259,5574,5858,6287,6867,7393,7612,8270,8681,9424,10139,10839,11589,11989,12689,14389,15844,17403,19171,20214,21504,23047,23852,25394,27188,28916,30117,31102,32551,33382,33908,35471,36719,37882,39176,39803,40911,41586,43186,44086,44881,45551,46483,47510,48312,49249,49865,50150
21,PL76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,9,9,9,11,16,21,23,30,31,33,33,36,42,47,48,50,56,59,62,62,66,69,74,76,78,78,79,79,81,81,81,81,82,84,85,85,85,85,87,87,87,87,87,87,87,88,90,90,90,92,92,92,92,92,92,92,92,92,92,92,92,92,92,95,97,99,103,108,111,111,113,114,116,116,118,120,122,122,124,124,126,126,129,129,129,130,131,132,133,133,140,140,140,143,144,145,145,145,146,147,149,149,149,151,151,151,151,151,151,152,152,152,155,180,186,234,239,245,257,261,278,284,309,319,328,332,341,350,357,362,366,370,380,390,401,410,419,432,437,450,458,479,504,524,550,552,553,555,563,573,581,589,603,611,619,620,625,629,629,635,639,651,660,672,689,697,706,715,722,735,749,751,752,756,762,768,773,780,786,791,796,800,804,819,827,837,852,860,877,897,912,924,930,969,985,1018,1046,1072,1128,1224,1278,1287,1299,1368,1401,1522,1616,1630,1794,1939,2116,2263,2420,2589,2682,2910,3193,3490,3939,4318,4630,4993,5316,5696,6017,6411,6909,7310,7605,7891,8325,8903,9400,9910,10380,10923,11573,12364,13052,13644,14404,14823,15400,15695,16281,16922,17484,18129,18701,19107,19374,19878,20386,20880,21278,21651,21910
22,PL77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,5,6,7,14,16,24,33,49,56,69,93,112,150,174,192,209,230,262,308,327,349,371,399,433,453,486,505,518,537,561,575,596,630,646,679,707,734,766,788,812,821,841,852,876,897,913,934,944,976,997,1009,1019,1033,1043,1047,1071,1074,1084,1108,1117,1124,1128,1133,1148,1150,1165,1167,1171,1176,1176,1179,1181,1190,1198,1214,1224,1231,1241,1257,1278,1305,1327,1359,1389,1432,1452,1461,1474,1492,1508,1517,1529,1552,1564,1577,1600,1616,1622,1624,1629,1640,1657,1667,1685,1701,1745,1763,1792,1805,1834,1851,1863,1884,1912,1947,1966,2019,2048,2086,2130,2173,2233,2303,2379,2494,2534,2596,2646,2721,2820,2962,3071,3132,3223,3325,3458,3535,3692,3768,3846,3934,4024,4142,4286,4410,4518,4693,4764,4937,5073,5257,5407,5484,5568,5698,5838,5989,6145,6338,6436,6497,6638,6756,6989,7128,7256,7409,7488,7624,7738,7838,7958,8078,8168,8256,8353,8420,8519,8635,8728,8794,8846,8966,9077,9201,9293,9442,9545,9628,9740,9875,10058,10299,10558,10710,10844,11011,11216,11501,11783,12073,12258,12475,12743,13100,13648,14372,15003,15688,16378,17276,18413,19716,20821,22075,23009,24210,25696,27011,28342,29896,31378,32497,33641,35525,37690,39617,41531,43238,44718,46464,48570,50815,53157,55972,58422,61228,63878,66575,69522,71654,73925,76127,77986,79281,81005,82613,84283,86282,88495,89939,91340,91826,92759,93673,94541,95202,95642,95922
23,PL78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,6,11,16,22,35,38,66,82,107,127,147,175,212,251,291,318,421,461,487,544,612,754,808,808,967,1065,1247,1314,1424,1501,1629,1664,1688,1715,1792,1846,1883,1936,1992,2030,2059,2098,2166,2206,2302,2348,2376,2391,2427,2452,2452,2477,2508,2553,2631,2673,2709,2731,2765,2791,2808,2829,2880,2902,2930,2949,2970,3003,3040,3082,3128,3157,3197,3217,3283,3359,3396,3461,3494,3546,3581,3628,3660,3688,3738,3796,3843,3879,3953,4033,4118,4172,4240,4306,4358,4414,4450,4507,4551,4635,4687,4726,4759,4799,4832,4857,4902,4943,4975,5002,5023,5043,5088,5124,5152,5169,5208,5214,5251,5301,5324,5369,5377,5449,5477,5499,5536,5572,5603,5650,5704,5763,5809,5913,5945,6007,6061,6119,6181,6224,6319,6423,6483,6554,6636,6685,6771,6878,6982,7113,7194,7247,7297,7373,7521,7664,7760,7833,7983,8045,8171,8267,8413,8563,8612,8666,8765,8871,8978,9108,9248,9295,9370,9459,9592,9685,9806,9874,9933,9958,10010,10071,10139,10217,10281,10366,10427,10525,10595,10763,10851,10939,11103,11223,11331,11495,11644,11939,12085,12278,12430,12581,12740,13008,13254,13531,13695,14031,14349,14876,15474,15995,16811,17244,17685,18237,19425,20731,21642,23127,24469,25318,26600,27762,29341,31416,33442,35292,36946,40475,43119,45374,48790,51928,54308,56526,59485,62282,65214,68165,71163,73262,74892,76874,78850,80596,82006,84425,86067,88503,90775,94115,97156,99835,102921,105528,107823,108989,110566,112351,114408,116394,117807,118466
