forecast_date,target,target_end_date,location,type,quantile,value,timezero,model,truth_data_source,shift_ECDC,shift_JHU
2020-05-10,-1 wk ahead cum death,2020-05-02,GM,observed,,6575.0,2020-05-11,Imperial-ensemble2,ECDC,0.0,180.0
2020-05-10,-1 wk ahead inc death,2020-05-02,GM,observed,,1075.0,2020-05-11,Imperial-ensemble2,ECDC,0.0,0.0
2020-05-10,0 wk ahead cum death,2020-05-09,GM,observed,,7369.0,2020-05-11,Imperial-ensemble2,ECDC,0.0,180.0
2020-05-10,0 wk ahead inc death,2020-05-09,GM,observed,,794.0,2020-05-11,Imperial-ensemble2,ECDC,0.0,0.0
2020-05-10,1 wk ahead cum death,2020-05-16,GM,point,,7850.0,2020-05-11,Imperial-ensemble2,ECDC,0.0,180.0
2020-05-10,1 wk ahead inc death,2020-05-16,GM,point,,481.0,2020-05-11,Imperial-ensemble2,ECDC,0.0,0.0
2020-05-10,1 wk ahead cum death,2020-05-16,GM,quantile,0.025,7790.0,2020-05-11,Imperial-ensemble2,ECDC,0.0,180.0
2020-05-10,1 wk ahead cum death,2020-05-16,GM,quantile,0.975,8111.0,2020-05-11,Imperial-ensemble2,ECDC,0.0,180.0
2020-05-10,1 wk ahead inc death,2020-05-16,GM,quantile,0.025,421.0,2020-05-11,Imperial-ensemble2,ECDC,0.0,0.0
2020-05-10,1 wk ahead inc death,2020-05-16,GM,quantile,0.975,742.0,2020-05-11,Imperial-ensemble2,ECDC,0.0,0.0
2020-06-21,-1 wk ahead cum death,2020-06-13,PL,observed,,1222.0,2020-06-22,Imperial-ensemble2,ECDC,0.0,12.0
2020-06-21,-1 wk ahead inc death,2020-06-13,PL,observed,,85.0,2020-06-22,Imperial-ensemble2,ECDC,0.0,0.0
2020-06-21,0 wk ahead cum death,2020-06-20,PL,observed,,1334.0,2020-06-22,Imperial-ensemble2,ECDC,0.0,12.0
2020-06-21,0 wk ahead inc death,2020-06-20,PL,observed,,112.0,2020-06-22,Imperial-ensemble2,ECDC,0.0,0.0
2020-06-21,1 wk ahead cum death,2020-06-27,PL,point,,1456.0,2020-06-22,Imperial-ensemble2,ECDC,0.0,12.0
2020-06-21,1 wk ahead inc death,2020-06-27,PL,point,,122.0,2020-06-22,Imperial-ensemble2,ECDC,0.0,0.0
2020-06-21,1 wk ahead cum death,2020-06-27,PL,quantile,0.025,1417.0,2020-06-22,Imperial-ensemble2,ECDC,0.0,12.0
2020-06-21,1 wk ahead cum death,2020-06-27,PL,quantile,0.975,1501.0,2020-06-22,Imperial-ensemble2,ECDC,0.0,12.0
2020-06-21,1 wk ahead inc death,2020-06-27,PL,quantile,0.025,83.0,2020-06-22,Imperial-ensemble2,ECDC,0.0,0.0
2020-06-21,1 wk ahead inc death,2020-06-27,PL,quantile,0.975,167.0,2020-06-22,Imperial-ensemble2,ECDC,0.0,0.0
2020-06-14,-1 wk ahead cum death,2020-06-06,GM,observed,,8646.0,2020-06-15,Imperial-ensemble2,ECDC,0.0,12.0
2020-06-14,-1 wk ahead inc death,2020-06-06,GM,observed,,157.0,2020-06-15,Imperial-ensemble2,ECDC,0.0,0.0
2020-06-14,0 wk ahead cum death,2020-06-13,GM,observed,,8781.0,2020-06-15,Imperial-ensemble2,ECDC,0.0,12.0
2020-06-14,0 wk ahead inc death,2020-06-13,GM,observed,,135.0,2020-06-15,Imperial-ensemble2,ECDC,0.0,0.0
2020-06-14,1 wk ahead cum death,2020-06-20,GM,point,,8869.0,2020-06-15,Imperial-ensemble2,ECDC,0.0,12.0
2020-06-14,1 wk ahead inc death,2020-06-20,GM,point,,88.0,2020-06-15,Imperial-ensemble2,ECDC,0.0,0.0
2020-06-14,1 wk ahead cum death,2020-06-20,GM,quantile,0.025,8844.0,2020-06-15,Imperial-ensemble2,ECDC,0.0,12.0
2020-06-14,1 wk ahead cum death,2020-06-20,GM,quantile,0.975,8892.0,2020-06-15,Imperial-ensemble2,ECDC,0.0,12.0
2020-06-14,1 wk ahead inc death,2020-06-20,GM,quantile,0.025,63.0,2020-06-15,Imperial-ensemble2,ECDC,0.0,0.0
2020-06-14,1 wk ahead inc death,2020-06-20,GM,quantile,0.975,111.0,2020-06-15,Imperial-ensemble2,ECDC,0.0,0.0
2020-07-19,-1 wk ahead cum death,2020-07-11,PL,observed,,1562.0,2020-07-20,Imperial-ensemble2,ECDC,0.0,6.0
2020-07-19,-1 wk ahead inc death,2020-07-11,PL,observed,,55.0,2020-07-20,Imperial-ensemble2,ECDC,0.0,0.0
2020-07-19,0 wk ahead cum death,2020-07-18,PL,observed,,1612.0,2020-07-20,Imperial-ensemble2,ECDC,0.0,6.0
2020-07-19,0 wk ahead inc death,2020-07-18,PL,observed,,50.0,2020-07-20,Imperial-ensemble2,ECDC,0.0,0.0
2020-07-19,1 wk ahead cum death,2020-07-25,PL,point,,1661.0,2020-07-20,Imperial-ensemble2,ECDC,0.0,6.0
2020-07-19,1 wk ahead inc death,2020-07-25,PL,point,,49.0,2020-07-20,Imperial-ensemble2,ECDC,0.0,0.0
2020-07-19,1 wk ahead cum death,2020-07-25,PL,quantile,0.025,1647.0,2020-07-20,Imperial-ensemble2,ECDC,0.0,6.0
2020-07-19,1 wk ahead cum death,2020-07-25,PL,quantile,0.975,1678.0,2020-07-20,Imperial-ensemble2,ECDC,0.0,6.0
2020-07-19,1 wk ahead inc death,2020-07-25,PL,quantile,0.025,35.0,2020-07-20,Imperial-ensemble2,ECDC,0.0,0.0
2020-07-19,1 wk ahead inc death,2020-07-25,PL,quantile,0.975,66.0,2020-07-20,Imperial-ensemble2,ECDC,0.0,0.0
2020-08-16,-1 wk ahead cum death,2020-08-08,GM,observed,,9195.0,2020-08-17,Imperial-ensemble2,ECDC,0.0,4.0
2020-08-16,-1 wk ahead inc death,2020-08-08,GM,observed,,54.0,2020-08-17,Imperial-ensemble2,ECDC,0.0,0.0
2020-08-16,0 wk ahead cum death,2020-08-15,GM,observed,,9231.0,2020-08-17,Imperial-ensemble2,ECDC,0.0,4.0
2020-08-16,0 wk ahead inc death,2020-08-15,GM,observed,,36.0,2020-08-17,Imperial-ensemble2,ECDC,0.0,0.0
2020-08-16,1 wk ahead cum death,2020-08-22,GM,point,,9264.0,2020-08-17,Imperial-ensemble2,ECDC,0.0,4.0
2020-08-16,1 wk ahead inc death,2020-08-22,GM,point,,33.0,2020-08-17,Imperial-ensemble2,ECDC,0.0,0.0
2020-08-16,1 wk ahead cum death,2020-08-22,GM,quantile,0.025,9251.0,2020-08-17,Imperial-ensemble2,ECDC,0.0,4.0
2020-08-16,1 wk ahead cum death,2020-08-22,GM,quantile,0.975,9278.0,2020-08-17,Imperial-ensemble2,ECDC,0.0,4.0
2020-08-16,1 wk ahead inc death,2020-08-22,GM,quantile,0.025,20.0,2020-08-17,Imperial-ensemble2,ECDC,0.0,0.0
2020-08-16,1 wk ahead inc death,2020-08-22,GM,quantile,0.975,47.0,2020-08-17,Imperial-ensemble2,ECDC,0.0,0.0
2020-05-17,-1 wk ahead cum death,2020-05-09,PL,observed,,776.0,2020-05-18,Imperial-ensemble2,ECDC,0.0,8.0
2020-05-17,-1 wk ahead inc death,2020-05-09,PL,observed,,125.0,2020-05-18,Imperial-ensemble2,ECDC,0.0,0.0
2020-05-17,0 wk ahead cum death,2020-05-16,PL,observed,,907.0,2020-05-18,Imperial-ensemble2,ECDC,0.0,8.0
2020-05-17,0 wk ahead inc death,2020-05-16,PL,observed,,131.0,2020-05-18,Imperial-ensemble2,ECDC,0.0,0.0
2020-05-17,1 wk ahead cum death,2020-05-23,PL,point,,1044.0,2020-05-18,Imperial-ensemble2,ECDC,0.0,8.0
2020-05-17,1 wk ahead inc death,2020-05-23,PL,point,,137.0,2020-05-18,Imperial-ensemble2,ECDC,0.0,0.0
2020-05-17,1 wk ahead cum death,2020-05-23,PL,quantile,0.025,1010.0,2020-05-18,Imperial-ensemble2,ECDC,0.0,8.0
2020-05-17,1 wk ahead cum death,2020-05-23,PL,quantile,0.975,1104.0,2020-05-18,Imperial-ensemble2,ECDC,0.0,8.0
2020-05-17,1 wk ahead inc death,2020-05-23,PL,quantile,0.025,103.0,2020-05-18,Imperial-ensemble2,ECDC,0.0,0.0
2020-05-17,1 wk ahead inc death,2020-05-23,PL,quantile,0.975,197.0,2020-05-18,Imperial-ensemble2,ECDC,0.0,0.0
2020-07-05,-1 wk ahead cum death,2020-06-27,PL,observed,,1429.0,2020-07-06,Imperial-ensemble2,ECDC,0.0,5.0
2020-07-05,-1 wk ahead inc death,2020-06-27,PL,observed,,95.0,2020-07-06,Imperial-ensemble2,ECDC,0.0,0.0
2020-07-05,0 wk ahead cum death,2020-07-04,PL,observed,,1507.0,2020-07-06,Imperial-ensemble2,ECDC,0.0,5.0
2020-07-05,0 wk ahead inc death,2020-07-04,PL,observed,,78.0,2020-07-06,Imperial-ensemble2,ECDC,0.0,0.0
2020-07-05,1 wk ahead cum death,2020-07-11,PL,point,,1576.0,2020-07-06,Imperial-ensemble2,ECDC,0.0,5.0
2020-07-05,1 wk ahead inc death,2020-07-11,PL,point,,69.0,2020-07-06,Imperial-ensemble2,ECDC,0.0,0.0
2020-07-05,1 wk ahead cum death,2020-07-11,PL,quantile,0.025,1555.0,2020-07-06,Imperial-ensemble2,ECDC,0.0,5.0
2020-07-05,1 wk ahead cum death,2020-07-11,PL,quantile,0.975,1609.0,2020-07-06,Imperial-ensemble2,ECDC,0.0,5.0
2020-07-05,1 wk ahead inc death,2020-07-11,PL,quantile,0.025,48.0,2020-07-06,Imperial-ensemble2,ECDC,0.0,0.0
2020-07-05,1 wk ahead inc death,2020-07-11,PL,quantile,0.975,102.0,2020-07-06,Imperial-ensemble2,ECDC,0.0,0.0
2020-07-19,-1 wk ahead cum death,2020-07-11,GM,observed,,9060.0,2020-07-20,Imperial-ensemble2,ECDC,0.0,8.0
2020-07-19,-1 wk ahead inc death,2020-07-11,GM,observed,,50.0,2020-07-20,Imperial-ensemble2,ECDC,0.0,0.0
2020-07-19,0 wk ahead cum death,2020-07-18,GM,observed,,9083.0,2020-07-20,Imperial-ensemble2,ECDC,0.0,8.0
2020-07-19,0 wk ahead inc death,2020-07-18,GM,observed,,23.0,2020-07-20,Imperial-ensemble2,ECDC,0.0,0.0
2020-07-19,1 wk ahead cum death,2020-07-25,GM,point,,9100.0,2020-07-20,Imperial-ensemble2,ECDC,0.0,8.0
2020-07-19,1 wk ahead inc death,2020-07-25,GM,point,,17.0,2020-07-20,Imperial-ensemble2,ECDC,0.0,0.0
2020-07-19,1 wk ahead cum death,2020-07-25,GM,quantile,0.025,9091.0,2020-07-20,Imperial-ensemble2,ECDC,0.0,8.0
2020-07-19,1 wk ahead cum death,2020-07-25,GM,quantile,0.975,9113.0,2020-07-20,Imperial-ensemble2,ECDC,0.0,8.0
2020-07-19,1 wk ahead inc death,2020-07-25,GM,quantile,0.025,8.0,2020-07-20,Imperial-ensemble2,ECDC,0.0,0.0
2020-07-19,1 wk ahead inc death,2020-07-25,GM,quantile,0.975,30.0,2020-07-20,Imperial-ensemble2,ECDC,0.0,0.0
2020-08-23,-1 wk ahead cum death,2020-08-15,GM,observed,,9231.0,2020-08-24,Imperial-ensemble2,ECDC,0.0,5.0
2020-08-23,-1 wk ahead inc death,2020-08-15,GM,observed,,36.0,2020-08-24,Imperial-ensemble2,ECDC,0.0,0.0
2020-08-23,0 wk ahead cum death,2020-08-22,GM,observed,,9267.0,2020-08-24,Imperial-ensemble2,ECDC,0.0,5.0
2020-08-23,0 wk ahead inc death,2020-08-22,GM,observed,,36.0,2020-08-24,Imperial-ensemble2,ECDC,0.0,0.0
2020-08-23,1 wk ahead cum death,2020-08-29,GM,point,,9302.0,2020-08-24,Imperial-ensemble2,ECDC,0.0,5.0
2020-08-23,1 wk ahead inc death,2020-08-29,GM,point,,35.0,2020-08-24,Imperial-ensemble2,ECDC,0.0,0.0
2020-08-23,1 wk ahead cum death,2020-08-29,GM,quantile,0.025,9290.0,2020-08-24,Imperial-ensemble2,ECDC,0.0,5.0
2020-08-23,1 wk ahead cum death,2020-08-29,GM,quantile,0.975,9317.0,2020-08-24,Imperial-ensemble2,ECDC,0.0,5.0
2020-08-23,1 wk ahead inc death,2020-08-29,GM,quantile,0.025,23.0,2020-08-24,Imperial-ensemble2,ECDC,0.0,0.0
2020-08-23,1 wk ahead inc death,2020-08-29,GM,quantile,0.975,50.0,2020-08-24,Imperial-ensemble2,ECDC,0.0,0.0
2020-07-12,-1 wk ahead cum death,2020-07-04,PL,observed,,1507.0,2020-07-13,Imperial-ensemble2,ECDC,0.0,6.0
2020-07-12,-1 wk ahead inc death,2020-07-04,PL,observed,,78.0,2020-07-13,Imperial-ensemble2,ECDC,0.0,0.0
2020-07-12,0 wk ahead cum death,2020-07-11,PL,observed,,1562.0,2020-07-13,Imperial-ensemble2,ECDC,0.0,6.0
2020-07-12,0 wk ahead inc death,2020-07-11,PL,observed,,55.0,2020-07-13,Imperial-ensemble2,ECDC,0.0,0.0
2020-07-12,1 wk ahead cum death,2020-07-18,PL,point,,1612.0,2020-07-13,Imperial-ensemble2,ECDC,0.0,6.0
2020-07-12,1 wk ahead inc death,2020-07-18,PL,point,,50.0,2020-07-13,Imperial-ensemble2,ECDC,0.0,0.0
2020-07-12,1 wk ahead cum death,2020-07-18,PL,quantile,0.025,1598.0,2020-07-13,Imperial-ensemble2,ECDC,0.0,6.0
2020-07-12,1 wk ahead cum death,2020-07-18,PL,quantile,0.975,1629.0,2020-07-13,Imperial-ensemble2,ECDC,0.0,6.0
2020-07-12,1 wk ahead inc death,2020-07-18,PL,quantile,0.025,36.0,2020-07-13,Imperial-ensemble2,ECDC,0.0,0.0
2020-07-12,1 wk ahead inc death,2020-07-18,PL,quantile,0.975,67.0,2020-07-13,Imperial-ensemble2,ECDC,0.0,0.0
2020-05-24,-1 wk ahead cum death,2020-05-16,PL,observed,,907.0,2020-05-25,Imperial-ensemble2,ECDC,0.0,11.0
2020-05-24,-1 wk ahead inc death,2020-05-16,PL,observed,,131.0,2020-05-25,Imperial-ensemble2,ECDC,0.0,0.0
2020-05-24,0 wk ahead cum death,2020-05-23,PL,observed,,982.0,2020-05-25,Imperial-ensemble2,ECDC,0.0,11.0
2020-05-24,0 wk ahead inc death,2020-05-23,PL,observed,,75.0,2020-05-25,Imperial-ensemble2,ECDC,0.0,0.0
2020-05-24,1 wk ahead cum death,2020-05-30,PL,point,,1048.0,2020-05-25,Imperial-ensemble2,ECDC,0.0,11.0
2020-05-24,1 wk ahead inc death,2020-05-30,PL,point,,66.0,2020-05-25,Imperial-ensemble2,ECDC,0.0,0.0
2020-05-24,1 wk ahead cum death,2020-05-30,PL,quantile,0.025,1028.0,2020-05-25,Imperial-ensemble2,ECDC,0.0,11.0
2020-05-24,1 wk ahead cum death,2020-05-30,PL,quantile,0.975,1074.0,2020-05-25,Imperial-ensemble2,ECDC,0.0,11.0
2020-05-24,1 wk ahead inc death,2020-05-30,PL,quantile,0.025,46.0,2020-05-25,Imperial-ensemble2,ECDC,0.0,0.0
2020-05-24,1 wk ahead inc death,2020-05-30,PL,quantile,0.975,92.0,2020-05-25,Imperial-ensemble2,ECDC,0.0,0.0
2020-08-02,-1 wk ahead cum death,2020-07-25,PL,observed,,1655.0,2020-08-03,Imperial-ensemble2,ECDC,0.0,5.0
2020-08-02,-1 wk ahead inc death,2020-07-25,PL,observed,,43.0,2020-08-03,Imperial-ensemble2,ECDC,0.0,0.0
2020-08-02,0 wk ahead cum death,2020-08-01,PL,observed,,1716.0,2020-08-03,Imperial-ensemble2,ECDC,0.0,5.0
2020-08-02,0 wk ahead inc death,2020-08-01,PL,observed,,61.0,2020-08-03,Imperial-ensemble2,ECDC,0.0,0.0
2020-08-02,1 wk ahead cum death,2020-08-08,PL,point,,1783.0,2020-08-03,Imperial-ensemble2,ECDC,0.0,5.0
2020-08-02,1 wk ahead inc death,2020-08-08,PL,point,,67.0,2020-08-03,Imperial-ensemble2,ECDC,0.0,0.0
2020-08-02,1 wk ahead cum death,2020-08-08,PL,quantile,0.025,1763.0,2020-08-03,Imperial-ensemble2,ECDC,0.0,5.0
2020-08-02,1 wk ahead cum death,2020-08-08,PL,quantile,0.975,1803.0,2020-08-03,Imperial-ensemble2,ECDC,0.0,5.0
2020-08-02,1 wk ahead inc death,2020-08-08,PL,quantile,0.025,47.0,2020-08-03,Imperial-ensemble2,ECDC,0.0,0.0
2020-08-02,1 wk ahead inc death,2020-08-08,PL,quantile,0.975,87.0,2020-08-03,Imperial-ensemble2,ECDC,0.0,0.0
2020-07-05,-1 wk ahead cum death,2020-06-27,GM,observed,,8954.0,2020-07-06,Imperial-ensemble2,ECDC,0.0,10.0
2020-07-05,-1 wk ahead inc death,2020-06-27,GM,observed,,72.0,2020-07-06,Imperial-ensemble2,ECDC,0.0,0.0
2020-07-05,0 wk ahead cum death,2020-07-04,GM,observed,,9010.0,2020-07-06,Imperial-ensemble2,ECDC,0.0,10.0
2020-07-05,0 wk ahead inc death,2020-07-04,GM,observed,,56.0,2020-07-06,Imperial-ensemble2,ECDC,0.0,0.0
2020-07-05,1 wk ahead cum death,2020-07-11,GM,point,,9046.0,2020-07-06,Imperial-ensemble2,ECDC,0.0,10.0
2020-07-05,1 wk ahead inc death,2020-07-11,GM,point,,36.0,2020-07-06,Imperial-ensemble2,ECDC,0.0,0.0
2020-07-05,1 wk ahead cum death,2020-07-11,GM,quantile,0.025,9035.0,2020-07-06,Imperial-ensemble2,ECDC,0.0,10.0
2020-07-05,1 wk ahead cum death,2020-07-11,GM,quantile,0.975,9060.0,2020-07-06,Imperial-ensemble2,ECDC,0.0,10.0
2020-07-05,1 wk ahead inc death,2020-07-11,GM,quantile,0.025,25.0,2020-07-06,Imperial-ensemble2,ECDC,0.0,0.0
2020-07-05,1 wk ahead inc death,2020-07-11,GM,quantile,0.975,50.0,2020-07-06,Imperial-ensemble2,ECDC,0.0,0.0
2020-05-31,-1 wk ahead cum death,2020-05-23,GM,observed,,8216.0,2020-06-01,Imperial-ensemble2,ECDC,0.0,41.0
2020-05-31,-1 wk ahead inc death,2020-05-23,GM,observed,,335.0,2020-06-01,Imperial-ensemble2,ECDC,0.0,0.0
2020-05-31,0 wk ahead cum death,2020-05-30,GM,observed,,8489.0,2020-06-01,Imperial-ensemble2,ECDC,0.0,41.0
2020-05-31,0 wk ahead inc death,2020-05-30,GM,observed,,273.0,2020-06-01,Imperial-ensemble2,ECDC,0.0,0.0
2020-05-31,1 wk ahead cum death,2020-06-06,GM,point,,8677.0,2020-06-01,Imperial-ensemble2,ECDC,0.0,41.0
2020-05-31,1 wk ahead inc death,2020-06-06,GM,point,,188.0,2020-06-01,Imperial-ensemble2,ECDC,0.0,0.0
2020-05-31,1 wk ahead cum death,2020-06-06,GM,quantile,0.025,8644.0,2020-06-01,Imperial-ensemble2,ECDC,0.0,41.0
2020-05-31,1 wk ahead cum death,2020-06-06,GM,quantile,0.975,8763.0,2020-06-01,Imperial-ensemble2,ECDC,0.0,41.0
2020-05-31,1 wk ahead inc death,2020-06-06,GM,quantile,0.025,155.0,2020-06-01,Imperial-ensemble2,ECDC,0.0,0.0
2020-05-31,1 wk ahead inc death,2020-06-06,GM,quantile,0.975,274.0,2020-06-01,Imperial-ensemble2,ECDC,0.0,0.0
2020-06-07,-1 wk ahead cum death,2020-05-30,GM,observed,,8489.0,2020-06-08,Imperial-ensemble2,ECDC,0.0,27.0
2020-06-07,-1 wk ahead inc death,2020-05-30,GM,observed,,273.0,2020-06-08,Imperial-ensemble2,ECDC,0.0,0.0
2020-06-07,0 wk ahead cum death,2020-06-06,GM,observed,,8646.0,2020-06-08,Imperial-ensemble2,ECDC,0.0,27.0
2020-06-07,0 wk ahead inc death,2020-06-06,GM,observed,,157.0,2020-06-08,Imperial-ensemble2,ECDC,0.0,0.0
2020-06-07,1 wk ahead cum death,2020-06-13,GM,point,,8792.0,2020-06-08,Imperial-ensemble2,ECDC,0.0,27.0
2020-06-07,1 wk ahead inc death,2020-06-13,GM,point,,146.0,2020-06-08,Imperial-ensemble2,ECDC,0.0,0.0
2020-06-07,1 wk ahead cum death,2020-06-13,GM,quantile,0.025,8756.0,2020-06-08,Imperial-ensemble2,ECDC,0.0,27.0
2020-06-07,1 wk ahead cum death,2020-06-13,GM,quantile,0.975,8838.0,2020-06-08,Imperial-ensemble2,ECDC,0.0,27.0
2020-06-07,1 wk ahead inc death,2020-06-13,GM,quantile,0.025,110.0,2020-06-08,Imperial-ensemble2,ECDC,0.0,0.0
2020-06-07,1 wk ahead inc death,2020-06-13,GM,quantile,0.975,192.0,2020-06-08,Imperial-ensemble2,ECDC,0.0,0.0
2020-05-31,-1 wk ahead cum death,2020-05-23,PL,observed,,982.0,2020-06-01,Imperial-ensemble2,ECDC,0.0,10.0
2020-05-31,-1 wk ahead inc death,2020-05-23,PL,observed,,75.0,2020-06-01,Imperial-ensemble2,ECDC,0.0,0.0
2020-05-31,0 wk ahead cum death,2020-05-30,PL,observed,,1051.0,2020-06-01,Imperial-ensemble2,ECDC,0.0,10.0
2020-05-31,0 wk ahead inc death,2020-05-30,PL,observed,,69.0,2020-06-01,Imperial-ensemble2,ECDC,0.0,0.0
2020-05-31,1 wk ahead cum death,2020-06-06,PL,point,,1128.0,2020-06-01,Imperial-ensemble2,ECDC,0.0,10.0
2020-05-31,1 wk ahead inc death,2020-06-06,PL,point,,77.0,2020-06-01,Imperial-ensemble2,ECDC,0.0,0.0
2020-05-31,1 wk ahead cum death,2020-06-06,PL,quantile,0.025,1108.0,2020-06-01,Imperial-ensemble2,ECDC,0.0,10.0
2020-05-31,1 wk ahead cum death,2020-06-06,PL,quantile,0.975,1152.0,2020-06-01,Imperial-ensemble2,ECDC,0.0,10.0
2020-05-31,1 wk ahead inc death,2020-06-06,PL,quantile,0.025,57.0,2020-06-01,Imperial-ensemble2,ECDC,0.0,0.0
2020-05-31,1 wk ahead inc death,2020-06-06,PL,quantile,0.975,101.0,2020-06-01,Imperial-ensemble2,ECDC,0.0,0.0
2020-04-19,-1 wk ahead cum death,2020-04-11,PL,observed,,181.0,2020-04-20,Imperial-ensemble2,ECDC,0.0,15.0
2020-04-19,-1 wk ahead inc death,2020-04-11,PL,observed,,110.0,2020-04-20,Imperial-ensemble2,ECDC,0.0,0.0
2020-04-19,0 wk ahead cum death,2020-04-18,PL,observed,,332.0,2020-04-20,Imperial-ensemble2,ECDC,0.0,15.0
2020-04-19,0 wk ahead inc death,2020-04-18,PL,observed,,151.0,2020-04-20,Imperial-ensemble2,ECDC,0.0,0.0
2020-04-19,1 wk ahead cum death,2020-04-25,PL,point,,461.0,2020-04-20,Imperial-ensemble2,ECDC,0.0,15.0
2020-04-19,1 wk ahead inc death,2020-04-25,PL,point,,129.0,2020-04-20,Imperial-ensemble2,ECDC,0.0,0.0
2020-04-19,1 wk ahead cum death,2020-04-25,PL,quantile,0.025,414.0,2020-04-20,Imperial-ensemble2,ECDC,0.0,15.0
2020-04-19,1 wk ahead cum death,2020-04-25,PL,quantile,0.975,522.0,2020-04-20,Imperial-ensemble2,ECDC,0.0,15.0
2020-04-19,1 wk ahead inc death,2020-04-25,PL,quantile,0.025,82.0,2020-04-20,Imperial-ensemble2,ECDC,0.0,0.0
2020-04-19,1 wk ahead inc death,2020-04-25,PL,quantile,0.975,190.0,2020-04-20,Imperial-ensemble2,ECDC,0.0,0.0
2020-06-07,-1 wk ahead cum death,2020-05-30,PL,observed,,1051.0,2020-06-08,Imperial-ensemble2,ECDC,0.0,16.0
2020-06-07,-1 wk ahead inc death,2020-05-30,PL,observed,,69.0,2020-06-08,Imperial-ensemble2,ECDC,0.0,0.0
2020-06-07,0 wk ahead cum death,2020-06-06,PL,observed,,1137.0,2020-06-08,Imperial-ensemble2,ECDC,0.0,16.0
2020-06-07,0 wk ahead inc death,2020-06-06,PL,observed,,86.0,2020-06-08,Imperial-ensemble2,ECDC,0.0,0.0
2020-06-07,1 wk ahead cum death,2020-06-13,PL,point,,1262.0,2020-06-08,Imperial-ensemble2,ECDC,0.0,16.0
2020-06-07,1 wk ahead inc death,2020-06-13,PL,point,,125.0,2020-06-08,Imperial-ensemble2,ECDC,0.0,0.0
2020-06-07,1 wk ahead cum death,2020-06-13,PL,quantile,0.025,1208.0,2020-06-08,Imperial-ensemble2,ECDC,0.0,16.0
2020-06-07,1 wk ahead cum death,2020-06-13,PL,quantile,0.975,1318.0,2020-06-08,Imperial-ensemble2,ECDC,0.0,16.0
2020-06-07,1 wk ahead inc death,2020-06-13,PL,quantile,0.025,71.0,2020-06-08,Imperial-ensemble2,ECDC,0.0,0.0
2020-06-07,1 wk ahead inc death,2020-06-13,PL,quantile,0.975,181.0,2020-06-08,Imperial-ensemble2,ECDC,0.0,0.0
2020-04-19,-1 wk ahead cum death,2020-04-11,GM,observed,,2544.0,2020-04-20,Imperial-ensemble2,ECDC,0.0,349.0
2020-04-19,-1 wk ahead inc death,2020-04-11,GM,observed,,1386.0,2020-04-20,Imperial-ensemble2,ECDC,0.0,0.0
2020-04-19,0 wk ahead cum death,2020-04-18,GM,observed,,4110.0,2020-04-20,Imperial-ensemble2,ECDC,0.0,349.0
2020-04-19,0 wk ahead inc death,2020-04-18,GM,observed,,1566.0,2020-04-20,Imperial-ensemble2,ECDC,0.0,0.0
2020-04-19,1 wk ahead cum death,2020-04-25,GM,point,,5893.0,2020-04-20,Imperial-ensemble2,ECDC,0.0,349.0
2020-04-19,1 wk ahead inc death,2020-04-25,GM,point,,1783.0,2020-04-20,Imperial-ensemble2,ECDC,0.0,0.0
2020-04-19,1 wk ahead cum death,2020-04-25,GM,quantile,0.025,5189.0,2020-04-20,Imperial-ensemble2,ECDC,0.0,349.0
2020-04-19,1 wk ahead cum death,2020-04-25,GM,quantile,0.975,6480.0,2020-04-20,Imperial-ensemble2,ECDC,0.0,349.0
2020-04-19,1 wk ahead inc death,2020-04-25,GM,quantile,0.025,1079.0,2020-04-20,Imperial-ensemble2,ECDC,0.0,0.0
2020-04-19,1 wk ahead inc death,2020-04-25,GM,quantile,0.975,2370.0,2020-04-20,Imperial-ensemble2,ECDC,0.0,0.0
2020-06-14,-1 wk ahead cum death,2020-06-06,PL,observed,,1137.0,2020-06-15,Imperial-ensemble2,ECDC,0.0,15.0
2020-06-14,-1 wk ahead inc death,2020-06-06,PL,observed,,86.0,2020-06-15,Imperial-ensemble2,ECDC,0.0,0.0
2020-06-14,0 wk ahead cum death,2020-06-13,PL,observed,,1222.0,2020-06-15,Imperial-ensemble2,ECDC,0.0,15.0
2020-06-14,0 wk ahead inc death,2020-06-13,PL,observed,,85.0,2020-06-15,Imperial-ensemble2,ECDC,0.0,0.0
2020-06-14,1 wk ahead cum death,2020-06-20,PL,point,,1323.0,2020-06-15,Imperial-ensemble2,ECDC,0.0,15.0
2020-06-14,1 wk ahead inc death,2020-06-20,PL,point,,101.0,2020-06-15,Imperial-ensemble2,ECDC,0.0,0.0
2020-06-14,1 wk ahead cum death,2020-06-20,PL,quantile,0.025,1286.0,2020-06-15,Imperial-ensemble2,ECDC,0.0,15.0
2020-06-14,1 wk ahead cum death,2020-06-20,PL,quantile,0.975,1354.0,2020-06-15,Imperial-ensemble2,ECDC,0.0,15.0
2020-06-14,1 wk ahead inc death,2020-06-20,PL,quantile,0.025,64.0,2020-06-15,Imperial-ensemble2,ECDC,0.0,0.0
2020-06-14,1 wk ahead inc death,2020-06-20,PL,quantile,0.975,132.0,2020-06-15,Imperial-ensemble2,ECDC,0.0,0.0
2020-04-26,-1 wk ahead cum death,2020-04-18,PL,observed,,332.0,2020-04-27,Imperial-ensemble2,ECDC,0.0,30.0
