forecast_date,target,target_end_date,location,type,quantile,value,timezero,model,truth_data_source,shift_ECDC,shift_JHU
2020-05-18,4 wk ahead inc death,2020-06-13,GM04,quantile,0.025,7.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead inc death,2020-06-13,GM04,quantile,0.975,60.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,-1 wk ahead cum death,2020-05-09,GM04,observed,,204.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,0 wk ahead cum death,2020-05-16,GM04,observed,,231.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead cum death,2020-05-23,GM04,point,,256.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead cum death,2020-05-30,GM04,point,,283.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead cum death,2020-06-06,GM04,point,,310.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead cum death,2020-06-13,GM04,point,,337.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead cum death,2020-05-23,GM04,quantile,0.025,238.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead cum death,2020-05-23,GM04,quantile,0.975,291.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead cum death,2020-05-30,GM04,quantile,0.025,253.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead cum death,2020-05-30,GM04,quantile,0.975,329.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead cum death,2020-06-06,GM04,quantile,0.025,272.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead cum death,2020-06-06,GM04,quantile,0.975,365.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead cum death,2020-06-13,GM04,quantile,0.025,291.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead cum death,2020-06-13,GM04,quantile,0.975,399.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,-1 wk ahead inc death,2020-05-09,GM05,observed,,44.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,0 wk ahead inc death,2020-05-16,GM05,observed,,24.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead inc death,2020-05-23,GM05,point,,23.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead inc death,2020-05-30,GM05,point,,23.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead inc death,2020-06-06,GM05,point,,23.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead inc death,2020-06-13,GM05,point,,23.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead inc death,2020-05-23,GM05,quantile,0.025,9.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead inc death,2020-05-23,GM05,quantile,0.975,46.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead inc death,2020-05-30,GM05,quantile,0.025,9.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead inc death,2020-05-30,GM05,quantile,0.975,46.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead inc death,2020-06-06,GM05,quantile,0.025,9.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead inc death,2020-06-06,GM05,quantile,0.975,46.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead inc death,2020-06-13,GM05,quantile,0.025,9.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead inc death,2020-06-13,GM05,quantile,0.975,46.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,-1 wk ahead cum death,2020-05-09,GM05,observed,,408.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,0 wk ahead cum death,2020-05-16,GM05,observed,,432.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead cum death,2020-05-23,GM05,point,,455.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead cum death,2020-05-30,GM05,point,,479.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead cum death,2020-06-06,GM05,point,,503.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead cum death,2020-06-13,GM05,point,,527.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead cum death,2020-05-23,GM05,quantile,0.025,441.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead cum death,2020-05-23,GM05,quantile,0.975,478.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead cum death,2020-05-30,GM05,quantile,0.025,457.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead cum death,2020-05-30,GM05,quantile,0.975,509.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead cum death,2020-06-06,GM05,quantile,0.025,475.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead cum death,2020-06-06,GM05,quantile,0.975,539.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead cum death,2020-06-13,GM05,quantile,0.025,494.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead cum death,2020-06-13,GM05,quantile,0.975,568.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,-1 wk ahead inc death,2020-05-09,GM06,observed,,45.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,0 wk ahead inc death,2020-05-16,GM06,observed,,39.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead inc death,2020-05-23,GM06,point,,38.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead inc death,2020-05-30,GM06,point,,38.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead inc death,2020-06-06,GM06,point,,38.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead inc death,2020-06-13,GM06,point,,38.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead inc death,2020-05-23,GM06,quantile,0.025,19.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead inc death,2020-05-23,GM06,quantile,0.975,65.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead inc death,2020-05-30,GM06,quantile,0.025,19.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead inc death,2020-05-30,GM06,quantile,0.975,65.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead inc death,2020-06-06,GM06,quantile,0.025,19.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead inc death,2020-06-06,GM06,quantile,0.975,65.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead inc death,2020-06-13,GM06,quantile,0.025,19.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead inc death,2020-06-13,GM06,quantile,0.975,65.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,-1 wk ahead cum death,2020-05-09,GM06,observed,,496.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,0 wk ahead cum death,2020-05-16,GM06,observed,,535.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead cum death,2020-05-23,GM06,point,,573.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead cum death,2020-05-30,GM06,point,,612.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead cum death,2020-06-06,GM06,point,,651.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead cum death,2020-06-13,GM06,point,,690.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead cum death,2020-05-23,GM06,quantile,0.025,554.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead cum death,2020-05-23,GM06,quantile,0.975,600.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead cum death,2020-05-30,GM06,quantile,0.025,584.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead cum death,2020-05-30,GM06,quantile,0.975,648.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead cum death,2020-06-06,GM06,quantile,0.025,615.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead cum death,2020-06-06,GM06,quantile,0.975,694.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead cum death,2020-06-13,GM06,quantile,0.025,648.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead cum death,2020-06-13,GM06,quantile,0.975,740.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,-1 wk ahead inc death,2020-05-09,GM07,observed,,156.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,0 wk ahead inc death,2020-05-16,GM07,observed,,76.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead inc death,2020-05-23,GM07,point,,72.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead inc death,2020-05-30,GM07,point,,72.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead inc death,2020-06-06,GM07,point,,72.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead inc death,2020-06-13,GM07,point,,72.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead inc death,2020-05-23,GM07,quantile,0.025,28.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead inc death,2020-05-23,GM07,quantile,0.975,146.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead inc death,2020-05-30,GM07,quantile,0.025,28.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead inc death,2020-05-30,GM07,quantile,0.975,146.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead inc death,2020-06-06,GM07,quantile,0.025,28.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead inc death,2020-06-06,GM07,quantile,0.975,146.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead inc death,2020-06-13,GM07,quantile,0.025,28.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead inc death,2020-06-13,GM07,quantile,0.975,146.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,-1 wk ahead cum death,2020-05-09,GM07,observed,,1424.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,0 wk ahead cum death,2020-05-16,GM07,observed,,1500.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead cum death,2020-05-23,GM07,point,,1572.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead cum death,2020-05-30,GM07,point,,1648.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead cum death,2020-06-06,GM07,point,,1724.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead cum death,2020-06-13,GM07,point,,1800.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead cum death,2020-05-23,GM07,quantile,0.025,1528.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead cum death,2020-05-23,GM07,quantile,0.975,1646.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead cum death,2020-05-30,GM07,quantile,0.025,1579.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead cum death,2020-05-30,GM07,quantile,0.975,1747.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead cum death,2020-06-06,GM07,quantile,0.025,1636.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead cum death,2020-06-06,GM07,quantile,0.975,1842.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead cum death,2020-06-13,GM07,quantile,0.025,1696.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead cum death,2020-06-13,GM07,quantile,0.975,1934.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,-1 wk ahead inc death,2020-05-09,GM08,observed,,22.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,0 wk ahead inc death,2020-05-16,GM08,observed,,21.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead inc death,2020-05-23,GM08,point,,21.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead inc death,2020-05-30,GM08,point,,21.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead inc death,2020-06-06,GM08,point,,21.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead inc death,2020-06-13,GM08,point,,21.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead inc death,2020-05-23,GM08,quantile,0.025,11.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead inc death,2020-05-23,GM08,quantile,0.975,32.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead inc death,2020-05-30,GM08,quantile,0.025,11.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead inc death,2020-05-30,GM08,quantile,0.975,32.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead inc death,2020-06-06,GM08,quantile,0.025,11.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead inc death,2020-06-06,GM08,quantile,0.975,32.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead inc death,2020-06-13,GM08,quantile,0.025,11.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead inc death,2020-06-13,GM08,quantile,0.975,32.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,-1 wk ahead cum death,2020-05-09,GM08,observed,,195.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,0 wk ahead cum death,2020-05-16,GM08,observed,,216.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead cum death,2020-05-23,GM08,point,,237.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead cum death,2020-05-30,GM08,point,,258.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead cum death,2020-06-06,GM08,point,,279.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead cum death,2020-06-13,GM08,point,,300.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead cum death,2020-05-23,GM08,quantile,0.025,227.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead cum death,2020-05-23,GM08,quantile,0.975,248.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead cum death,2020-05-30,GM08,quantile,0.025,244.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead cum death,2020-05-30,GM08,quantile,0.975,274.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead cum death,2020-06-06,GM08,quantile,0.025,262.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead cum death,2020-06-06,GM08,quantile,0.975,298.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead cum death,2020-06-13,GM08,quantile,0.025,280.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead cum death,2020-06-13,GM08,quantile,0.975,322.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,-1 wk ahead inc death,2020-05-09,GM09,observed,,7.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,0 wk ahead inc death,2020-05-16,GM09,observed,,7.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead inc death,2020-05-23,GM09,point,,6.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead inc death,2020-05-30,GM09,point,,6.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead inc death,2020-06-06,GM09,point,,6.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead inc death,2020-06-13,GM09,point,,6.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead inc death,2020-05-23,GM09,quantile,0.025,0.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead inc death,2020-05-23,GM09,quantile,0.975,20.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead inc death,2020-05-30,GM09,quantile,0.025,0.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead inc death,2020-05-30,GM09,quantile,0.975,20.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead inc death,2020-06-06,GM09,quantile,0.025,0.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead inc death,2020-06-06,GM09,quantile,0.975,20.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead inc death,2020-06-13,GM09,quantile,0.025,0.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead inc death,2020-06-13,GM09,quantile,0.975,20.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,-1 wk ahead cum death,2020-05-09,GM09,observed,,142.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,0 wk ahead cum death,2020-05-16,GM09,observed,,149.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead cum death,2020-05-23,GM09,point,,155.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead cum death,2020-05-30,GM09,point,,162.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead cum death,2020-06-06,GM09,point,,169.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead cum death,2020-06-13,GM09,point,,176.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead cum death,2020-05-23,GM09,quantile,0.025,149.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead cum death,2020-05-23,GM09,quantile,0.975,169.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead cum death,2020-05-30,GM09,quantile,0.025,152.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead cum death,2020-05-30,GM09,quantile,0.975,180.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead cum death,2020-06-06,GM09,quantile,0.025,156.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead cum death,2020-06-06,GM09,quantile,0.975,190.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead cum death,2020-06-13,GM09,quantile,0.025,160.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead cum death,2020-06-13,GM09,quantile,0.975,200.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,-1 wk ahead inc death,2020-05-09,GM10,observed,,10.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,0 wk ahead inc death,2020-05-16,GM10,observed,,4.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead inc death,2020-05-23,GM10,point,,3.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead inc death,2020-05-30,GM10,point,,3.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead inc death,2020-06-06,GM10,point,,3.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead inc death,2020-06-13,GM10,point,,3.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead inc death,2020-05-23,GM10,quantile,0.025,0.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead inc death,2020-05-23,GM10,quantile,0.975,11.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead inc death,2020-05-30,GM10,quantile,0.025,0.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead inc death,2020-05-30,GM10,quantile,0.975,11.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead inc death,2020-06-06,GM10,quantile,0.025,0.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead inc death,2020-06-06,GM10,quantile,0.975,11.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead inc death,2020-06-13,GM10,quantile,0.025,0.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead inc death,2020-06-13,GM10,quantile,0.975,11.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,-1 wk ahead cum death,2020-05-09,GM10,observed,,122.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,0 wk ahead cum death,2020-05-16,GM10,observed,,126.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead cum death,2020-05-23,GM10,point,,129.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead cum death,2020-05-30,GM10,point,,133.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead cum death,2020-06-06,GM10,point,,137.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead cum death,2020-06-13,GM10,point,,141.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead cum death,2020-05-23,GM10,quantile,0.025,126.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead cum death,2020-05-23,GM10,quantile,0.975,137.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead cum death,2020-05-30,GM10,quantile,0.025,128.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead cum death,2020-05-30,GM10,quantile,0.975,144.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead cum death,2020-06-06,GM10,quantile,0.025,130.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead cum death,2020-06-06,GM10,quantile,0.975,149.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead cum death,2020-06-13,GM10,quantile,0.025,132.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead cum death,2020-06-13,GM10,quantile,0.975,155.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,-1 wk ahead inc death,2020-05-09,GM11,observed,,11.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,0 wk ahead inc death,2020-05-16,GM11,observed,,16.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead inc death,2020-05-23,GM11,point,,15.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead inc death,2020-05-30,GM11,point,,15.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead inc death,2020-06-06,GM11,point,,15.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead inc death,2020-06-13,GM11,point,,15.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead inc death,2020-05-23,GM11,quantile,0.025,4.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead inc death,2020-05-23,GM11,quantile,0.975,34.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead inc death,2020-05-30,GM11,quantile,0.025,4.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead inc death,2020-05-30,GM11,quantile,0.975,34.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead inc death,2020-06-06,GM11,quantile,0.025,4.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead inc death,2020-06-06,GM11,quantile,0.975,34.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead inc death,2020-06-13,GM11,quantile,0.025,4.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead inc death,2020-06-13,GM11,quantile,0.975,34.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,-1 wk ahead cum death,2020-05-09,GM11,observed,,133.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,0 wk ahead cum death,2020-05-16,GM11,observed,,149.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead cum death,2020-05-23,GM11,point,,164.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead cum death,2020-05-30,GM11,point,,180.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead cum death,2020-06-06,GM11,point,,196.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead cum death,2020-06-13,GM11,point,,212.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead cum death,2020-05-23,GM11,quantile,0.025,153.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead cum death,2020-05-23,GM11,quantile,0.975,183.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead cum death,2020-05-30,GM11,quantile,0.025,163.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead cum death,2020-05-30,GM11,quantile,0.975,205.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead cum death,2020-06-06,GM11,quantile,0.025,174.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead cum death,2020-06-06,GM11,quantile,0.975,226.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead cum death,2020-06-13,GM11,quantile,0.025,186.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,4 wk ahead cum death,2020-06-13,GM11,quantile,0.975,246.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,-1 wk ahead inc death,2020-05-09,GM13,observed,,23.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,0 wk ahead inc death,2020-05-16,GM13,observed,,11.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,1 wk ahead inc death,2020-05-23,GM13,point,,10.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,2 wk ahead inc death,2020-05-30,GM13,point,,10.0,2020-05-18,KIT-baseline,ECDC,0.0,
2020-05-18,3 wk ahead inc death,2020-06-06,GM13,point,,10.0,2020-05-18,KIT-baseline,ECDC,0.0,
