id,Country,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27
0,"Washington",46946,47916,48914,49942,51012,52114,53249,54419,55625,56859,58123,59406,60716,62061,63435,64838,66272,67737,69232,70757,72309,73888,75494,77124,78778,80455,82155,83877,85621,87383,89165,90963,92777,94605,96446,98297,100157,102025,103899,105778,107659,109542,111424,113304,115180,117051,118914,120768,122611,124442,126259,128062,129847,131615,133363,135091,136797,138480,140139,141773,143381,144963,146517,148042,149539,151007,152445,153852,155229,156576,157891,159175,160428,161650,162841,164001,165129,166228,167296,168333,169341,170320,171269,172190,173083,173948,174785,175596,176381,177141,177875,178585,179271,179933,180573,181191,181787,182362,182916,183451,183967
1,"Illinois",162750,163992,165258,166548,167863,169209,170582,171975,173389,174824,176281,177758,179256,180771,182302,183849,185410,186985,188572,190169,191775,193389,195009,196634,198261,199891,201520,203148,204773,206393,208008,209614,211212,212799,214375,215937,217484,219016,220531,222028,223505,224962,226398,227812,229203,230571,231914,233232,234524,235791,237031,238245,239431,240590,241722,242826,243903,244952,245974,246969,247936,248876,249790,250677,251538,252373,253183,253967,254727,255463,256175,256864,257530,258173,258795,259396,259976,260535,261075,261596,262098,262582,263048,263498,263930,264347,264748,265134,265505,265862,266205,266536,266853,267158,267451,267733,268004,268263,268513,268753,268983
2,"California",386906,394851,402633,410230,417628,424797,431708,438432,444965,451291,457409,463316,469015,474509,479808,484913,489824,494546,499083,503438,507618,511627,515468,519148,522671,526041,529264,532345,535288,538099,540782,543342,545784,548112,550331,552445,554459,556377,558202,559940,561592,563165,564660,566081,567432,568716,569936,571095,572196,573241,574233,575176,576070,576919,577725,578489,579214,579902,580555,581173,581760,582317,582845,583345,583819,584269,584695,585099,585482,585845,586189,586515,586824,587116,587394,587656,587905,588141,588364,588576,588776,588966,589146,589316,589478,589631,589775,589913,590042,590165,590282,590392,590497,590595,590689,590778,590862,590941,591017,591088,591156
3,"Arizona",143624,146585,149465,152263,154973,157601,160162,162648,165058,167397,169666,171863,173990,176027,177983,179859,181657,183380,185029,186607,188117,189560,190938,192252,193504,194697,195832,196909,197933,198905,199828,200703,201534,202320,203066,203772,204440,205072,205670,206235,206769,207274,207751,208201,208626,209027,209405,209762,210099,210417,210716,210999,211265,211515,211752,211974,212184,212381,212567,212742,212907,213063,213209,213346,213476,213598,213713,213820,213922,214018,214108,214192,214272,214347,214417,214483,214546,214604,214659,214711,214760,214806,214849,214890,214928,214964,214997,215029,215059,215087,215113,215138,215162,215183,215204,215223,215242,215259,215275,215290,215304
4,"Massachusetts",113534,113832,114139,114454,114777,115107,115443,115788,116139,116498,116864,117238,117620,118008,118405,118808,119219,119636,120061,120493,120932,121378,121830,122289,122755,123226,123704,124187,124676,125170,125670,126175,126684,127198,127715,128237,128763,129291,129823,130357,130894,131433,131973,132515,133057,133601,134144,134688,135231,135774,136315,136855,137393,137930,138463,138994,139522,140047,140568,141084,141597,142105,142608,143107,143599,144087,144568,145044,145514,145977,146434,146884,147327,147763,148193,148615,149030,149438,149838,150231,150616,150994,151364,151727,152082,152430,152770,153103,153428,153746,154057,154360,154656,154945,155226,155501,155769,156030,156284,156531,156772
5,"Wisconsin",42315,43246,44198,45169,46161,47173,48204,49253,50319,51401,52499,53613,54742,55883,57038,58206,59385,60575,61774,62981,64195,65415,66640,67868,69099,70332,71565,72796,74026,75252,76474,77690,78899,80100,81292,82475,83646,84806,85952,87085,88204,89307,90394,91464,92517,93552,94569,95567,96545,97504,98443,99361,100260,101137,101994,102830,103646,104440,105214,105968,106700,107413,108105,108777,109430,110063,110677,111272,111848,112407,112947,113470,113975,114464,114936,115392,115833,116258,116669,117065,117447,117815,118170,118512,118842,119159,119465,119759,120042,120314,120576,120828,121071,121304,121528,121743,121950,122149,122340,122524,122700
6,"Texas",335257,346657,358205,369886,381689,393561,405515,417559,429668,441803,453936,466053,478152,490190,502143,514008,525758,537374,548839,560138,571257,582181,592897,603391,613652,623672,633441,642953,652200,661180,669887,678321,686479,694361,701969,709303,716365,723159,729689,735958,741971,747735,753254,758535,763584,768408,773014,777408,781597,785589,789391,793009,796451,799723,802833,805787,808592,811255,813780,816175,818446,820598,822637,824568,826397,828128,829766,831315,832781,834168,835478,836718,837889,838996,840041,841029,841963,842844,843676,844462,845204,845904,846565,847189,847778,848333,848857,849352,849818,850258,850673,851065,851434,851783,852111,852421,852713,852988,853248,853493,853724
7,"Nebraska",22583,22780,22978,23178,23380,23584,23788,23990,24190,24389,24585,24779,24973,25165,25359,25555,25750,25945,26138,26331,26522,26712,26900,27087,27273,27458,27641,27824,28005,28184,28363,28539,28714,28888,29059,29229,29397,29563,29728,29890,30051,30210,30367,30522,30675,30826,30975,31122,31267,31410,31551,31690,31826,31961,32094,32224,32353,32479,32603,32726,32846,32964,33080,33194,33306,33417,33525,33631,33735,33837,33938,34036,34133,34227,34320,34411,34500,34588,34673,34757,34839,34920,34998,35076,35151,35225,35297,35368,35437,35505,35571,35636,35699,35761,35822,35881,35939,35995,36050,36104,36157
8,"Utah",34117,34834,35557,36275,36993,37709,38426,39153,39910,40675,41450,42233,43019,43805,44584,45346,46109,46873,47641,48413,49190,49971,50755,51533,52306,53072,53830,54581,55326,56065,56802,57536,58266,58991,59709,60418,61117,61806,62485,63154,63813,64464,65107,65741,66366,66980,67584,68176,68757,69327,69884,70431,70967,71492,72006,72510,73003,73485,73955,74414,74862,75298,75724,76139,76544,76938,77322,77696,78060,78414,78758,79093,79417,79733,80039,80337,80625,80906,81178,81441,81697,81945,82185,82417,82643,82861,83072,83276,83474,83665,83851,84030,84203,84371,84532,84689,84840,84986,85127,85264,85395
9,"Oregon",14579,14952,15333,15723,16122,16530,16946,17370,17802,18241,18687,19142,19605,20075,20554,21040,21533,22034,22543,23060,23583,24114,24651,25196,25746,26304,26868,27438,28013,28595,29182,29774,30371,30973,31579,32190,32804,33422,34043,34668,35295,35924,36555,37189,37823,38459,39095,39731,40368,41004,41640,42275,42908,43540,44170,44797,45422,46044,46663,47278,47890,48497,49100,49698,50291,50879,51462,52038,52609,53174,53733,54285,54830,55369,55901,56425,56942,57452,57954,58449,58936,59415,59887,60350,60806,61253,61693,62124,62548,62963,63371,63770,64162,64546,64921,65289,65649,66001,66346,66683,67012
