"","forecast_date","target","target_end_date","location","type","quantile","value","location_name"
"830",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM04","quantile",0.75,1,"Free Hanseatic City of Hamburg"
"831",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM04","quantile",0.8,2,"Free Hanseatic City of Hamburg"
"832",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM04","quantile",0.85,2,"Free Hanseatic City of Hamburg"
"833",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM04","quantile",0.9,3,"Free Hanseatic City of Hamburg"
"834",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM04","quantile",0.95,4,"Free Hanseatic City of Hamburg"
"835",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM04","quantile",0.975,6,"Free Hanseatic City of Hamburg"
"836",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM04","quantile",0.99,7,"Free Hanseatic City of Hamburg"
"837",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM04","quantile",0.01,0,"Free Hanseatic City of Hamburg"
"838",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM04","quantile",0.025,0,"Free Hanseatic City of Hamburg"
"839",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM04","quantile",0.05,0,"Free Hanseatic City of Hamburg"
"840",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM04","quantile",0.1,0,"Free Hanseatic City of Hamburg"
"841",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM04","quantile",0.15,0,"Free Hanseatic City of Hamburg"
"842",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM04","quantile",0.2,0,"Free Hanseatic City of Hamburg"
"843",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM04","quantile",0.25,0,"Free Hanseatic City of Hamburg"
"844",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM04","quantile",0.3,0,"Free Hanseatic City of Hamburg"
"845",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM04","quantile",0.35,0,"Free Hanseatic City of Hamburg"
"846",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM04","quantile",0.4,0,"Free Hanseatic City of Hamburg"
"847",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM04","quantile",0.45,0,"Free Hanseatic City of Hamburg"
"848",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM04","quantile",0.5,0,"Free Hanseatic City of Hamburg"
"849",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM04","quantile",0.55,1,"Free Hanseatic City of Hamburg"
"850",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM04","quantile",0.6,1,"Free Hanseatic City of Hamburg"
"851",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM04","quantile",0.65,1,"Free Hanseatic City of Hamburg"
"852",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM04","quantile",0.7,1,"Free Hanseatic City of Hamburg"
"853",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM04","quantile",0.75,1,"Free Hanseatic City of Hamburg"
"854",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM04","quantile",0.8,2,"Free Hanseatic City of Hamburg"
"855",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM04","quantile",0.85,2,"Free Hanseatic City of Hamburg"
"856",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM04","quantile",0.9,3,"Free Hanseatic City of Hamburg"
"857",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM04","quantile",0.95,4,"Free Hanseatic City of Hamburg"
"858",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM04","quantile",0.975,6,"Free Hanseatic City of Hamburg"
"859",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM04","quantile",0.99,7,"Free Hanseatic City of Hamburg"
"860",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM04","quantile",0.01,0,"Free Hanseatic City of Hamburg"
"861",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM04","quantile",0.025,0,"Free Hanseatic City of Hamburg"
"862",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM04","quantile",0.05,0,"Free Hanseatic City of Hamburg"
"863",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM04","quantile",0.1,0,"Free Hanseatic City of Hamburg"
"864",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM04","quantile",0.15,0,"Free Hanseatic City of Hamburg"
"865",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM04","quantile",0.2,0,"Free Hanseatic City of Hamburg"
"866",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM04","quantile",0.25,0,"Free Hanseatic City of Hamburg"
"867",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM04","quantile",0.3,0,"Free Hanseatic City of Hamburg"
"868",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM04","quantile",0.35,0,"Free Hanseatic City of Hamburg"
"869",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM04","quantile",0.4,0,"Free Hanseatic City of Hamburg"
"870",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM04","quantile",0.45,0,"Free Hanseatic City of Hamburg"
"871",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM04","quantile",0.5,0,"Free Hanseatic City of Hamburg"
"872",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM04","quantile",0.55,1,"Free Hanseatic City of Hamburg"
"873",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM04","quantile",0.6,1,"Free Hanseatic City of Hamburg"
"874",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM04","quantile",0.65,1,"Free Hanseatic City of Hamburg"
"875",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM04","quantile",0.7,1,"Free Hanseatic City of Hamburg"
"876",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM04","quantile",0.75,1,"Free Hanseatic City of Hamburg"
"877",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM04","quantile",0.8,2,"Free Hanseatic City of Hamburg"
"878",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM04","quantile",0.85,2,"Free Hanseatic City of Hamburg"
"879",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM04","quantile",0.9,3,"Free Hanseatic City of Hamburg"
"880",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM04","quantile",0.95,4,"Free Hanseatic City of Hamburg"
"881",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM04","quantile",0.975,6,"Free Hanseatic City of Hamburg"
"882",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM04","quantile",0.99,7,"Free Hanseatic City of Hamburg"
"883",2020-07-13,"-1 wk ahead cum death",2020-07-04,"GM04","observed",NA,260,"Free Hanseatic City of Hamburg"
"884",2020-07-13,"0 wk ahead cum death",2020-07-11,"GM04","observed",NA,261,"Free Hanseatic City of Hamburg"
"885",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM04","point",NA,261,"Free Hanseatic City of Hamburg"
"886",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM04","point",NA,262,"Free Hanseatic City of Hamburg"
"887",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM04","point",NA,263,"Free Hanseatic City of Hamburg"
"888",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM04","point",NA,264,"Free Hanseatic City of Hamburg"
"889",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM04","quantile",0.01,261,"Free Hanseatic City of Hamburg"
"890",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM04","quantile",0.025,261,"Free Hanseatic City of Hamburg"
"891",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM04","quantile",0.05,261,"Free Hanseatic City of Hamburg"
"892",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM04","quantile",0.1,261,"Free Hanseatic City of Hamburg"
"893",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM04","quantile",0.15,261,"Free Hanseatic City of Hamburg"
"894",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM04","quantile",0.2,261,"Free Hanseatic City of Hamburg"
"895",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM04","quantile",0.25,261,"Free Hanseatic City of Hamburg"
"896",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM04","quantile",0.3,261,"Free Hanseatic City of Hamburg"
"897",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM04","quantile",0.35,261,"Free Hanseatic City of Hamburg"
"898",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM04","quantile",0.4,261,"Free Hanseatic City of Hamburg"
"899",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM04","quantile",0.45,261,"Free Hanseatic City of Hamburg"
"900",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM04","quantile",0.5,261,"Free Hanseatic City of Hamburg"
"901",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM04","quantile",0.55,262,"Free Hanseatic City of Hamburg"
"902",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM04","quantile",0.6,262,"Free Hanseatic City of Hamburg"
"903",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM04","quantile",0.65,262,"Free Hanseatic City of Hamburg"
"904",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM04","quantile",0.7,262,"Free Hanseatic City of Hamburg"
"905",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM04","quantile",0.75,262,"Free Hanseatic City of Hamburg"
"906",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM04","quantile",0.8,263,"Free Hanseatic City of Hamburg"
"907",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM04","quantile",0.85,263,"Free Hanseatic City of Hamburg"
"908",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM04","quantile",0.9,264,"Free Hanseatic City of Hamburg"
"909",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM04","quantile",0.95,265,"Free Hanseatic City of Hamburg"
"910",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM04","quantile",0.975,267,"Free Hanseatic City of Hamburg"
"911",2020-07-13,"1 wk ahead cum death",2020-07-18,"GM04","quantile",0.99,268,"Free Hanseatic City of Hamburg"
"912",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM04","quantile",0.01,261,"Free Hanseatic City of Hamburg"
"913",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM04","quantile",0.025,261,"Free Hanseatic City of Hamburg"
"914",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM04","quantile",0.05,261,"Free Hanseatic City of Hamburg"
"915",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM04","quantile",0.1,261,"Free Hanseatic City of Hamburg"
"916",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM04","quantile",0.15,261,"Free Hanseatic City of Hamburg"
"917",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM04","quantile",0.2,261,"Free Hanseatic City of Hamburg"
"918",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM04","quantile",0.25,261,"Free Hanseatic City of Hamburg"
"919",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM04","quantile",0.3,261,"Free Hanseatic City of Hamburg"
"920",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM04","quantile",0.35,262,"Free Hanseatic City of Hamburg"
"921",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM04","quantile",0.4,262,"Free Hanseatic City of Hamburg"
"922",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM04","quantile",0.45,262,"Free Hanseatic City of Hamburg"
"923",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM04","quantile",0.5,262,"Free Hanseatic City of Hamburg"
"924",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM04","quantile",0.55,263,"Free Hanseatic City of Hamburg"
"925",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM04","quantile",0.6,263,"Free Hanseatic City of Hamburg"
"926",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM04","quantile",0.65,263,"Free Hanseatic City of Hamburg"
"927",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM04","quantile",0.7,264,"Free Hanseatic City of Hamburg"
"928",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM04","quantile",0.75,264,"Free Hanseatic City of Hamburg"
"929",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM04","quantile",0.8,264,"Free Hanseatic City of Hamburg"
"930",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM04","quantile",0.85,265,"Free Hanseatic City of Hamburg"
"931",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM04","quantile",0.9,266,"Free Hanseatic City of Hamburg"
"932",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM04","quantile",0.95,268,"Free Hanseatic City of Hamburg"
"933",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM04","quantile",0.975,269,"Free Hanseatic City of Hamburg"
"934",2020-07-13,"2 wk ahead cum death",2020-07-25,"GM04","quantile",0.99,271,"Free Hanseatic City of Hamburg"
"935",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM04","quantile",0.01,261,"Free Hanseatic City of Hamburg"
"936",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM04","quantile",0.025,261,"Free Hanseatic City of Hamburg"
"937",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM04","quantile",0.05,261,"Free Hanseatic City of Hamburg"
"938",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM04","quantile",0.1,261,"Free Hanseatic City of Hamburg"
"939",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM04","quantile",0.15,261,"Free Hanseatic City of Hamburg"
"940",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM04","quantile",0.2,262,"Free Hanseatic City of Hamburg"
"941",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM04","quantile",0.25,262,"Free Hanseatic City of Hamburg"
"942",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM04","quantile",0.3,262,"Free Hanseatic City of Hamburg"
"943",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM04","quantile",0.35,262,"Free Hanseatic City of Hamburg"
"944",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM04","quantile",0.4,263,"Free Hanseatic City of Hamburg"
"945",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM04","quantile",0.45,263,"Free Hanseatic City of Hamburg"
"946",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM04","quantile",0.5,263,"Free Hanseatic City of Hamburg"
"947",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM04","quantile",0.55,264,"Free Hanseatic City of Hamburg"
"948",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM04","quantile",0.6,264,"Free Hanseatic City of Hamburg"
"949",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM04","quantile",0.65,264,"Free Hanseatic City of Hamburg"
"950",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM04","quantile",0.7,265,"Free Hanseatic City of Hamburg"
"951",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM04","quantile",0.75,265,"Free Hanseatic City of Hamburg"
"952",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM04","quantile",0.8,266,"Free Hanseatic City of Hamburg"
"953",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM04","quantile",0.85,267,"Free Hanseatic City of Hamburg"
"954",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM04","quantile",0.9,268,"Free Hanseatic City of Hamburg"
"955",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM04","quantile",0.95,269,"Free Hanseatic City of Hamburg"
"956",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM04","quantile",0.975,271,"Free Hanseatic City of Hamburg"
"957",2020-07-13,"3 wk ahead cum death",2020-08-01,"GM04","quantile",0.99,273,"Free Hanseatic City of Hamburg"
"958",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM04","quantile",0.01,261,"Free Hanseatic City of Hamburg"
"959",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM04","quantile",0.025,261,"Free Hanseatic City of Hamburg"
"960",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM04","quantile",0.05,261,"Free Hanseatic City of Hamburg"
"961",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM04","quantile",0.1,262,"Free Hanseatic City of Hamburg"
"962",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM04","quantile",0.15,262,"Free Hanseatic City of Hamburg"
"963",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM04","quantile",0.2,262,"Free Hanseatic City of Hamburg"
"964",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM04","quantile",0.25,263,"Free Hanseatic City of Hamburg"
"965",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM04","quantile",0.3,263,"Free Hanseatic City of Hamburg"
"966",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM04","quantile",0.35,263,"Free Hanseatic City of Hamburg"
"967",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM04","quantile",0.4,264,"Free Hanseatic City of Hamburg"
"968",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM04","quantile",0.45,264,"Free Hanseatic City of Hamburg"
"969",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM04","quantile",0.5,264,"Free Hanseatic City of Hamburg"
"970",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM04","quantile",0.55,265,"Free Hanseatic City of Hamburg"
"971",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM04","quantile",0.6,265,"Free Hanseatic City of Hamburg"
"972",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM04","quantile",0.65,266,"Free Hanseatic City of Hamburg"
"973",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM04","quantile",0.7,266,"Free Hanseatic City of Hamburg"
"974",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM04","quantile",0.75,267,"Free Hanseatic City of Hamburg"
"975",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM04","quantile",0.8,267,"Free Hanseatic City of Hamburg"
"976",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM04","quantile",0.85,268,"Free Hanseatic City of Hamburg"
"977",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM04","quantile",0.9,269,"Free Hanseatic City of Hamburg"
"978",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM04","quantile",0.95,271,"Free Hanseatic City of Hamburg"
"979",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM04","quantile",0.975,273,"Free Hanseatic City of Hamburg"
"980",2020-07-13,"4 wk ahead cum death",2020-08-08,"GM04","quantile",0.99,275,"Free Hanseatic City of Hamburg"
"981",2020-07-13,"-1 wk ahead inc death",2020-07-04,"GM05","observed",NA,5,"Hesse State"
"982",2020-07-13,"0 wk ahead inc death",2020-07-11,"GM05","observed",NA,3,"Hesse State"
"983",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM05","point",NA,3,"Hesse State"
"984",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM05","point",NA,3,"Hesse State"
"985",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM05","point",NA,3,"Hesse State"
"986",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM05","point",NA,3,"Hesse State"
"987",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM05","quantile",0.01,0,"Hesse State"
"988",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM05","quantile",0.025,0,"Hesse State"
"989",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM05","quantile",0.05,0,"Hesse State"
"990",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM05","quantile",0.1,1,"Hesse State"
"991",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM05","quantile",0.15,1,"Hesse State"
"992",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM05","quantile",0.2,1,"Hesse State"
"993",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM05","quantile",0.25,2,"Hesse State"
"994",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM05","quantile",0.3,2,"Hesse State"
"995",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM05","quantile",0.35,2,"Hesse State"
"996",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM05","quantile",0.4,2,"Hesse State"
"997",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM05","quantile",0.45,3,"Hesse State"
"998",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM05","quantile",0.5,3,"Hesse State"
"999",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM05","quantile",0.55,3,"Hesse State"
"1000",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM05","quantile",0.6,3,"Hesse State"
"1001",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM05","quantile",0.65,4,"Hesse State"
"1002",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM05","quantile",0.7,4,"Hesse State"
"1003",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM05","quantile",0.75,4,"Hesse State"
"1004",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM05","quantile",0.8,4,"Hesse State"
"1005",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM05","quantile",0.85,5,"Hesse State"
"1006",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM05","quantile",0.9,5,"Hesse State"
"1007",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM05","quantile",0.95,6,"Hesse State"
"1008",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM05","quantile",0.975,7,"Hesse State"
"1009",2020-07-13,"1 wk ahead inc death",2020-07-18,"GM05","quantile",0.99,8,"Hesse State"
"1010",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM05","quantile",0.01,0,"Hesse State"
"1011",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM05","quantile",0.025,0,"Hesse State"
"1012",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM05","quantile",0.05,0,"Hesse State"
"1013",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM05","quantile",0.1,1,"Hesse State"
"1014",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM05","quantile",0.15,1,"Hesse State"
"1015",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM05","quantile",0.2,1,"Hesse State"
"1016",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM05","quantile",0.25,2,"Hesse State"
"1017",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM05","quantile",0.3,2,"Hesse State"
"1018",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM05","quantile",0.35,2,"Hesse State"
"1019",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM05","quantile",0.4,2,"Hesse State"
"1020",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM05","quantile",0.45,3,"Hesse State"
"1021",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM05","quantile",0.5,3,"Hesse State"
"1022",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM05","quantile",0.55,3,"Hesse State"
"1023",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM05","quantile",0.6,3,"Hesse State"
"1024",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM05","quantile",0.65,4,"Hesse State"
"1025",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM05","quantile",0.7,4,"Hesse State"
"1026",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM05","quantile",0.75,4,"Hesse State"
"1027",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM05","quantile",0.8,4,"Hesse State"
"1028",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM05","quantile",0.85,5,"Hesse State"
"1029",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM05","quantile",0.9,5,"Hesse State"
"1030",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM05","quantile",0.95,6,"Hesse State"
"1031",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM05","quantile",0.975,7,"Hesse State"
"1032",2020-07-13,"2 wk ahead inc death",2020-07-25,"GM05","quantile",0.99,8,"Hesse State"
"1033",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM05","quantile",0.01,0,"Hesse State"
"1034",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM05","quantile",0.025,0,"Hesse State"
"1035",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM05","quantile",0.05,0,"Hesse State"
"1036",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM05","quantile",0.1,1,"Hesse State"
"1037",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM05","quantile",0.15,1,"Hesse State"
"1038",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM05","quantile",0.2,1,"Hesse State"
"1039",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM05","quantile",0.25,2,"Hesse State"
"1040",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM05","quantile",0.3,2,"Hesse State"
"1041",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM05","quantile",0.35,2,"Hesse State"
"1042",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM05","quantile",0.4,2,"Hesse State"
"1043",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM05","quantile",0.45,3,"Hesse State"
"1044",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM05","quantile",0.5,3,"Hesse State"
"1045",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM05","quantile",0.55,3,"Hesse State"
"1046",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM05","quantile",0.6,3,"Hesse State"
"1047",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM05","quantile",0.65,4,"Hesse State"
"1048",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM05","quantile",0.7,4,"Hesse State"
"1049",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM05","quantile",0.75,4,"Hesse State"
"1050",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM05","quantile",0.8,4,"Hesse State"
"1051",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM05","quantile",0.85,5,"Hesse State"
"1052",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM05","quantile",0.9,5,"Hesse State"
"1053",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM05","quantile",0.95,6,"Hesse State"
"1054",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM05","quantile",0.975,7,"Hesse State"
"1055",2020-07-13,"3 wk ahead inc death",2020-08-01,"GM05","quantile",0.99,8,"Hesse State"
"1056",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM05","quantile",0.01,0,"Hesse State"
"1057",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM05","quantile",0.025,0,"Hesse State"
"1058",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM05","quantile",0.05,0,"Hesse State"
"1059",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM05","quantile",0.1,1,"Hesse State"
"1060",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM05","quantile",0.15,1,"Hesse State"
"1061",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM05","quantile",0.2,1,"Hesse State"
"1062",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM05","quantile",0.25,2,"Hesse State"
"1063",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM05","quantile",0.3,2,"Hesse State"
"1064",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM05","quantile",0.35,2,"Hesse State"
"1065",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM05","quantile",0.4,2,"Hesse State"
"1066",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM05","quantile",0.45,3,"Hesse State"
"1067",2020-07-13,"4 wk ahead inc death",2020-08-08,"GM05","quantile",0.5,3,"Hesse State"
