"forecast_date","target","targed_end_date","location","type","quantile","value"
2020-09-21,"27 day ahead inc death",2020-10-18,"PL","quantile",0.025,0.0155488245545156
2020-09-21,"27 day ahead inc death",2020-10-18,"PL","quantile",0.05,0.436714130252478
2020-09-21,"27 day ahead inc death",2020-10-18,"PL","quantile",0.1,10.9868830036626
2020-09-21,"27 day ahead inc death",2020-10-18,"PL","quantile",0.15,13.0251348774603
2020-09-21,"27 day ahead inc death",2020-10-18,"PL","quantile",0.2,13.2269585328185
2020-09-21,"27 day ahead inc death",2020-10-18,"PL","quantile",0.25,13.4619185946972
2020-09-21,"27 day ahead inc death",2020-10-18,"PL","quantile",0.3,13.888333994783
2020-09-21,"27 day ahead inc death",2020-10-18,"PL","quantile",0.35,14.2327525573552
2020-09-21,"27 day ahead inc death",2020-10-18,"PL","quantile",0.4,17.7154935242314
2020-09-21,"27 day ahead inc death",2020-10-18,"PL","quantile",0.45,21.529940964668
2020-09-21,"27 day ahead inc death",2020-10-18,"PL","quantile",0.5,26.0799738336484
2020-09-21,"27 day ahead inc death",2020-10-18,"PL","quantile",0.55,31.5386594586328
2020-09-21,"27 day ahead inc death",2020-10-18,"PL","quantile",0.6,37.9931293675514
2020-09-21,"27 day ahead inc death",2020-10-18,"PL","quantile",0.65,45.7387155383872
2020-09-21,"27 day ahead inc death",2020-10-18,"PL","quantile",0.7,54.9543735802304
2020-09-21,"27 day ahead inc death",2020-10-18,"PL","quantile",0.75,65.8671376961303
2020-09-21,"27 day ahead inc death",2020-10-18,"PL","quantile",0.8,78.7224603746864
2020-09-21,"27 day ahead inc death",2020-10-18,"PL","quantile",0.85,93.7628483068056
2020-09-21,"27 day ahead inc death",2020-10-18,"PL","quantile",0.9,111.221591260739
2020-09-21,"27 day ahead inc death",2020-10-18,"PL","quantile",0.95,131.294275680868
2020-09-21,"27 day ahead inc death",2020-10-18,"PL","quantile",0.975,142.353363207348
2020-09-21,"27 day ahead inc death",2020-10-18,"PL","quantile",0.99,149.321533078815
2020-09-21,"28 day ahead inc death",2020-10-19,"PL","point",NA,26.0799738336484
2020-09-21,"28 day ahead inc death",2020-10-19,"PL","quantile",0.01,0
2020-09-21,"28 day ahead inc death",2020-10-19,"PL","quantile",0.025,0.0155488245545156
2020-09-21,"28 day ahead inc death",2020-10-19,"PL","quantile",0.05,0.436714130252478
2020-09-21,"28 day ahead inc death",2020-10-19,"PL","quantile",0.1,10.9868830036626
2020-09-21,"28 day ahead inc death",2020-10-19,"PL","quantile",0.15,13.0251348774603
2020-09-21,"28 day ahead inc death",2020-10-19,"PL","quantile",0.2,13.2269585328185
2020-09-21,"28 day ahead inc death",2020-10-19,"PL","quantile",0.25,13.4619185946972
2020-09-21,"28 day ahead inc death",2020-10-19,"PL","quantile",0.3,13.888333994783
2020-09-21,"28 day ahead inc death",2020-10-19,"PL","quantile",0.35,14.2327525573552
2020-09-21,"28 day ahead inc death",2020-10-19,"PL","quantile",0.4,17.7154935242314
2020-09-21,"28 day ahead inc death",2020-10-19,"PL","quantile",0.45,21.529940964668
2020-09-21,"28 day ahead inc death",2020-10-19,"PL","quantile",0.5,26.0799738336484
2020-09-21,"28 day ahead inc death",2020-10-19,"PL","quantile",0.55,31.5386594586328
2020-09-21,"28 day ahead inc death",2020-10-19,"PL","quantile",0.6,37.9931293675514
2020-09-21,"28 day ahead inc death",2020-10-19,"PL","quantile",0.65,45.7387155383872
2020-09-21,"28 day ahead inc death",2020-10-19,"PL","quantile",0.7,54.9543735802304
2020-09-21,"28 day ahead inc death",2020-10-19,"PL","quantile",0.75,65.8671376961303
2020-09-21,"28 day ahead inc death",2020-10-19,"PL","quantile",0.8,78.7224603746864
2020-09-21,"28 day ahead inc death",2020-10-19,"PL","quantile",0.85,93.7628483068056
2020-09-21,"28 day ahead inc death",2020-10-19,"PL","quantile",0.9,111.221591260739
2020-09-21,"28 day ahead inc death",2020-10-19,"PL","quantile",0.95,131.294275680868
2020-09-21,"28 day ahead inc death",2020-10-19,"PL","quantile",0.975,142.353363207348
2020-09-21,"28 day ahead inc death",2020-10-19,"PL","quantile",0.99,149.321533078815
2020-09-21,"29 day ahead inc death",2020-10-20,"PL","point",NA,26.0799738336484
2020-09-21,"29 day ahead inc death",2020-10-20,"PL","quantile",0.01,0
2020-09-21,"29 day ahead inc death",2020-10-20,"PL","quantile",0.025,0.0155488245545156
2020-09-21,"29 day ahead inc death",2020-10-20,"PL","quantile",0.05,0.436714130252478
2020-09-21,"29 day ahead inc death",2020-10-20,"PL","quantile",0.1,10.9868830036626
2020-09-21,"29 day ahead inc death",2020-10-20,"PL","quantile",0.15,13.0251348774603
2020-09-21,"29 day ahead inc death",2020-10-20,"PL","quantile",0.2,13.2269585328185
2020-09-21,"29 day ahead inc death",2020-10-20,"PL","quantile",0.25,13.4619185946972
2020-09-21,"29 day ahead inc death",2020-10-20,"PL","quantile",0.3,13.888333994783
2020-09-21,"29 day ahead inc death",2020-10-20,"PL","quantile",0.35,14.2327525573552
2020-09-21,"29 day ahead inc death",2020-10-20,"PL","quantile",0.4,17.7154935242314
2020-09-21,"29 day ahead inc death",2020-10-20,"PL","quantile",0.45,21.529940964668
2020-09-21,"29 day ahead inc death",2020-10-20,"PL","quantile",0.5,26.0799738336484
2020-09-21,"29 day ahead inc death",2020-10-20,"PL","quantile",0.55,31.5386594586328
2020-09-21,"29 day ahead inc death",2020-10-20,"PL","quantile",0.6,37.9931293675514
2020-09-21,"29 day ahead inc death",2020-10-20,"PL","quantile",0.65,45.7387155383872
2020-09-21,"29 day ahead inc death",2020-10-20,"PL","quantile",0.7,54.9543735802304
2020-09-21,"29 day ahead inc death",2020-10-20,"PL","quantile",0.75,65.8671376961303
2020-09-21,"29 day ahead inc death",2020-10-20,"PL","quantile",0.8,78.7224603746864
2020-09-21,"29 day ahead inc death",2020-10-20,"PL","quantile",0.85,93.7628483068056
2020-09-21,"29 day ahead inc death",2020-10-20,"PL","quantile",0.9,111.221591260739
2020-09-21,"29 day ahead inc death",2020-10-20,"PL","quantile",0.95,131.294275680868
2020-09-21,"29 day ahead inc death",2020-10-20,"PL","quantile",0.975,142.353363207348
2020-09-21,"29 day ahead inc death",2020-10-20,"PL","quantile",0.99,149.321533078815
2020-09-21,"30 day ahead inc death",2020-10-21,"PL","point",NA,26.0799738336484
2020-09-21,"30 day ahead inc death",2020-10-21,"PL","quantile",0.01,0
2020-09-21,"30 day ahead inc death",2020-10-21,"PL","quantile",0.025,0.0155488245545156
2020-09-21,"30 day ahead inc death",2020-10-21,"PL","quantile",0.05,0.436714130252478
2020-09-21,"30 day ahead inc death",2020-10-21,"PL","quantile",0.1,10.9868830036626
2020-09-21,"30 day ahead inc death",2020-10-21,"PL","quantile",0.15,13.0251348774603
2020-09-21,"30 day ahead inc death",2020-10-21,"PL","quantile",0.2,13.2269585328185
2020-09-21,"30 day ahead inc death",2020-10-21,"PL","quantile",0.25,13.4619185946972
2020-09-21,"30 day ahead inc death",2020-10-21,"PL","quantile",0.3,13.888333994783
2020-09-21,"30 day ahead inc death",2020-10-21,"PL","quantile",0.35,14.2327525573552
2020-09-21,"30 day ahead inc death",2020-10-21,"PL","quantile",0.4,17.7154935242314
2020-09-21,"30 day ahead inc death",2020-10-21,"PL","quantile",0.45,21.529940964668
2020-09-21,"30 day ahead inc death",2020-10-21,"PL","quantile",0.5,26.0799738336484
2020-09-21,"30 day ahead inc death",2020-10-21,"PL","quantile",0.55,31.5386594586328
2020-09-21,"30 day ahead inc death",2020-10-21,"PL","quantile",0.6,37.9931293675514
2020-09-21,"30 day ahead inc death",2020-10-21,"PL","quantile",0.65,45.7387155383872
2020-09-21,"30 day ahead inc death",2020-10-21,"PL","quantile",0.7,54.9543735802304
2020-09-21,"30 day ahead inc death",2020-10-21,"PL","quantile",0.75,65.8671376961303
2020-09-21,"30 day ahead inc death",2020-10-21,"PL","quantile",0.8,78.7224603746864
2020-09-21,"30 day ahead inc death",2020-10-21,"PL","quantile",0.85,93.7628483068056
2020-09-21,"30 day ahead inc death",2020-10-21,"PL","quantile",0.9,111.221591260739
2020-09-21,"30 day ahead inc death",2020-10-21,"PL","quantile",0.95,131.294275680868
2020-09-21,"30 day ahead inc death",2020-10-21,"PL","quantile",0.975,142.353363207348
2020-09-21,"30 day ahead inc death",2020-10-21,"PL","quantile",0.99,149.321533078815
2020-09-21,"0 day ahead inc death",2020-09-20,"PL","observed",NA,5
2020-09-21,"-1 day ahead inc death",2020-09-19,"PL","observed",NA,11
"forecast_date","target","targed_end_date","location","type","quantile","value"
2020-09-21,"1 day ahead cum death",2020-09-22,"PL","point",NA,2639.65310945361
2020-09-21,"1 day ahead cum death",2020-09-22,"PL","quantile",0.01,2637.9655490916
2020-09-21,"1 day ahead cum death",2020-09-22,"PL","quantile",0.025,2638.49852730755
2020-09-21,"1 day ahead cum death",2020-09-22,"PL","quantile",0.05,2638.76802324107
2020-09-21,"1 day ahead cum death",2020-09-22,"PL","quantile",0.1,2638.9404398714
2020-09-21,"1 day ahead cum death",2020-09-22,"PL","quantile",0.15,2639.1240125057
2020-09-21,"1 day ahead cum death",2020-09-22,"PL","quantile",0.2,2639.33311262159
2020-09-21,"1 day ahead cum death",2020-09-22,"PL","quantile",0.25,2639.435083048
2020-09-21,"1 day ahead cum death",2020-09-22,"PL","quantile",0.3,2639.47908960746
2020-09-21,"1 day ahead cum death",2020-09-22,"PL","quantile",0.35,2639.5231838315
2020-09-21,"1 day ahead cum death",2020-09-22,"PL","quantile",0.4,2639.55195906043
2020-09-21,"1 day ahead cum death",2020-09-22,"PL","quantile",0.45,2639.61057512527
2020-09-21,"1 day ahead cum death",2020-09-22,"PL","quantile",0.5,2639.65310945361
2020-09-21,"1 day ahead cum death",2020-09-22,"PL","quantile",0.55,2639.69429175351
2020-09-21,"1 day ahead cum death",2020-09-22,"PL","quantile",0.6,2639.82798020601
2020-09-21,"1 day ahead cum death",2020-09-22,"PL","quantile",0.65,2639.94534548828
2020-09-21,"1 day ahead cum death",2020-09-22,"PL","quantile",0.7,2640.02669233876
2020-09-21,"1 day ahead cum death",2020-09-22,"PL","quantile",0.75,2640.13941609739
2020-09-21,"1 day ahead cum death",2020-09-22,"PL","quantile",0.8,2640.26900599437
2020-09-21,"1 day ahead cum death",2020-09-22,"PL","quantile",0.85,2640.44217892565
2020-09-21,"1 day ahead cum death",2020-09-22,"PL","quantile",0.9,2640.60685128718
2020-09-21,"1 day ahead cum death",2020-09-22,"PL","quantile",0.95,2640.81043595861
2020-09-21,"1 day ahead cum death",2020-09-22,"PL","quantile",0.975,2641.0235942892
2020-09-21,"1 day ahead cum death",2020-09-22,"PL","quantile",0.99,2641.4995477245
2020-09-21,"2 day ahead cum death",2020-09-23,"PL","point",NA,2665.50006849915
2020-09-21,"2 day ahead cum death",2020-09-23,"PL","quantile",0.01,2663.75107073118
2020-09-21,"2 day ahead cum death",2020-09-23,"PL","quantile",0.025,2664.3005629177
2020-09-21,"2 day ahead cum death",2020-09-23,"PL","quantile",0.05,2664.58238610209
2020-09-21,"2 day ahead cum death",2020-09-23,"PL","quantile",0.1,2664.7662363453
2020-09-21,"2 day ahead cum death",2020-09-23,"PL","quantile",0.15,2664.94744486799
2020-09-21,"2 day ahead cum death",2020-09-23,"PL","quantile",0.2,2665.16184633963
2020-09-21,"2 day ahead cum death",2020-09-23,"PL","quantile",0.25,2665.27272128245
2020-09-21,"2 day ahead cum death",2020-09-23,"PL","quantile",0.3,2665.31874120563
2020-09-21,"2 day ahead cum death",2020-09-23,"PL","quantile",0.35,2665.35936624384
2020-09-21,"2 day ahead cum death",2020-09-23,"PL","quantile",0.4,2665.39455450745
2020-09-21,"2 day ahead cum death",2020-09-23,"PL","quantile",0.45,2665.45507331398
2020-09-21,"2 day ahead cum death",2020-09-23,"PL","quantile",0.5,2665.50006849915
2020-09-21,"2 day ahead cum death",2020-09-23,"PL","quantile",0.55,2665.53797334774
2020-09-21,"2 day ahead cum death",2020-09-23,"PL","quantile",0.6,2665.67843968184
2020-09-21,"2 day ahead cum death",2020-09-23,"PL","quantile",0.65,2665.8108122762
2020-09-21,"2 day ahead cum death",2020-09-23,"PL","quantile",0.7,2665.88694342246
2020-09-21,"2 day ahead cum death",2020-09-23,"PL","quantile",0.75,2666.01372012404
2020-09-21,"2 day ahead cum death",2020-09-23,"PL","quantile",0.8,2666.14697664127
2020-09-21,"2 day ahead cum death",2020-09-23,"PL","quantile",0.85,2666.32974565112
2020-09-21,"2 day ahead cum death",2020-09-23,"PL","quantile",0.9,2666.4787968924
2020-09-21,"2 day ahead cum death",2020-09-23,"PL","quantile",0.95,2666.70723529845
2020-09-21,"2 day ahead cum death",2020-09-23,"PL","quantile",0.975,2666.88402389833
2020-09-21,"2 day ahead cum death",2020-09-23,"PL","quantile",0.99,2667.46632213204
2020-09-21,"3 day ahead cum death",2020-09-24,"PL","point",NA,2691.60768463096
2020-09-21,"3 day ahead cum death",2020-09-24,"PL","quantile",0.01,2689.78435523161
2020-09-21,"3 day ahead cum death",2020-09-24,"PL","quantile",0.025,2690.36963492889
2020-09-21,"3 day ahead cum death",2020-09-24,"PL","quantile",0.05,2690.64571800223
2020-09-21,"3 day ahead cum death",2020-09-24,"PL","quantile",0.1,2690.8428633244
2020-09-21,"3 day ahead cum death",2020-09-24,"PL","quantile",0.15,2691.02012244499
2020-09-21,"3 day ahead cum death",2020-09-24,"PL","quantile",0.2,2691.24541908947
2020-09-21,"3 day ahead cum death",2020-09-24,"PL","quantile",0.25,2691.35738541694
2020-09-21,"3 day ahead cum death",2020-09-24,"PL","quantile",0.3,2691.40316449545
2020-09-21,"3 day ahead cum death",2020-09-24,"PL","quantile",0.35,2691.4419240047
2020-09-21,"3 day ahead cum death",2020-09-24,"PL","quantile",0.4,2691.4913411098
2020-09-21,"3 day ahead cum death",2020-09-24,"PL","quantile",0.45,2691.55764196684
2020-09-21,"3 day ahead cum death",2020-09-24,"PL","quantile",0.5,2691.60768463096
2020-09-21,"3 day ahead cum death",2020-09-24,"PL","quantile",0.55,2691.65162910905
2020-09-21,"3 day ahead cum death",2020-09-24,"PL","quantile",0.6,2691.77674010457
2020-09-21,"3 day ahead cum death",2020-09-24,"PL","quantile",0.65,2691.91763427201
2020-09-21,"3 day ahead cum death",2020-09-24,"PL","quantile",0.7,2692.00316664201
2020-09-21,"3 day ahead cum death",2020-09-24,"PL","quantile",0.75,2692.13579747606
2020-09-21,"3 day ahead cum death",2020-09-24,"PL","quantile",0.8,2692.27568088736
2020-09-21,"3 day ahead cum death",2020-09-24,"PL","quantile",0.85,2692.45068154508
2020-09-21,"3 day ahead cum death",2020-09-24,"PL","quantile",0.9,2692.6047059882
2020-09-21,"3 day ahead cum death",2020-09-24,"PL","quantile",0.95,2692.8425797084
2020-09-21,"3 day ahead cum death",2020-09-24,"PL","quantile",0.975,2692.99301923889
2020-09-21,"3 day ahead cum death",2020-09-24,"PL","quantile",0.99,2693.63057389346
2020-09-21,"4 day ahead cum death",2020-09-25,"PL","point",NA,2717.94729923661
2020-09-21,"4 day ahead cum death",2020-09-25,"PL","quantile",0.01,2716.0676166179
2020-09-21,"4 day ahead cum death",2020-09-25,"PL","quantile",0.025,2716.67953186166
2020-09-21,"4 day ahead cum death",2020-09-25,"PL","quantile",0.05,2716.95685205134
2020-09-21,"4 day ahead cum death",2020-09-25,"PL","quantile",0.1,2717.16407403897
2020-09-21,"4 day ahead cum death",2020-09-25,"PL","quantile",0.15,2717.34223110329
2020-09-21,"4 day ahead cum death",2020-09-25,"PL","quantile",0.2,2717.57612493018
2020-09-21,"4 day ahead cum death",2020-09-25,"PL","quantile",0.25,2717.69141111927
2020-09-21,"4 day ahead cum death",2020-09-25,"PL","quantile",0.3,2717.7383484481
2020-09-21,"4 day ahead cum death",2020-09-25,"PL","quantile",0.35,2717.77523470542
2020-09-21,"4 day ahead cum death",2020-09-25,"PL","quantile",0.4,2717.8354559751
2020-09-21,"4 day ahead cum death",2020-09-25,"PL","quantile",0.45,2717.89117361676
2020-09-21,"4 day ahead cum death",2020-09-25,"PL","quantile",0.5,2717.94729923661
2020-09-21,"4 day ahead cum death",2020-09-25,"PL","quantile",0.55,2718.01304874069
2020-09-21,"4 day ahead cum death",2020-09-25,"PL","quantile",0.6,2718.12455465103
2020-09-21,"4 day ahead cum death",2020-09-25,"PL","quantile",0.65,2718.27216047103
2020-09-21,"4 day ahead cum death",2020-09-25,"PL","quantile",0.7,2718.36650429119
2020-09-21,"4 day ahead cum death",2020-09-25,"PL","quantile",0.75,2718.50677791898
2020-09-21,"4 day ahead cum death",2020-09-25,"PL","quantile",0.8,2718.65839595389
2020-09-21,"4 day ahead cum death",2020-09-25,"PL","quantile",0.85,2718.81637915227
2020-09-21,"4 day ahead cum death",2020-09-25,"PL","quantile",0.9,2719.01747762019
2020-09-21,"4 day ahead cum death",2020-09-25,"PL","quantile",0.95,2719.24136922088
2020-09-21,"4 day ahead cum death",2020-09-25,"PL","quantile",0.975,2719.35383238461
2020-09-21,"4 day ahead cum death",2020-09-25,"PL","quantile",0.99,2720.04631230719
2020-09-21,"5 day ahead cum death",2020-09-26,"PL","point",NA,2744.5536514747
2020-09-21,"5 day ahead cum death",2020-09-26,"PL","quantile",0.01,2742.60317341183
2020-09-21,"5 day ahead cum death",2020-09-26,"PL","quantile",0.025,2743.21961879397
2020-09-21,"5 day ahead cum death",2020-09-26,"PL","quantile",0.05,2743.52069463415
2020-09-21,"5 day ahead cum death",2020-09-26,"PL","quantile",0.1,2743.73609410647
2020-09-21,"5 day ahead cum death",2020-09-26,"PL","quantile",0.15,2743.91765974164
2020-09-21,"5 day ahead cum death",2020-09-26,"PL","quantile",0.2,2744.15417770467
2020-09-21,"5 day ahead cum death",2020-09-26,"PL","quantile",0.25,2744.27924034838
2020-09-21,"5 day ahead cum death",2020-09-26,"PL","quantile",0.3,2744.33010758832
2020-09-21,"5 day ahead cum death",2020-09-26,"PL","quantile",0.35,2744.36489273473
2020-09-21,"5 day ahead cum death",2020-09-26,"PL","quantile",0.4,2744.43478863138
2020-09-21,"5 day ahead cum death",2020-09-26,"PL","quantile",0.45,2744.47914781385
2020-09-21,"5 day ahead cum death",2020-09-26,"PL","quantile",0.5,2744.5536514747
2020-09-21,"5 day ahead cum death",2020-09-26,"PL","quantile",0.55,2744.63018868048
2020-09-21,"5 day ahead cum death",2020-09-26,"PL","quantile",0.6,2744.72785186316
2020-09-21,"5 day ahead cum death",2020-09-26,"PL","quantile",0.65,2744.88456389811
2020-09-21,"5 day ahead cum death",2020-09-26,"PL","quantile",0.7,2744.98963254172
2020-09-21,"5 day ahead cum death",2020-09-26,"PL","quantile",0.75,2745.12643137321
2020-09-21,"5 day ahead cum death",2020-09-26,"PL","quantile",0.8,2745.27764628921
2020-09-21,"5 day ahead cum death",2020-09-26,"PL","quantile",0.85,2745.46233894755
2020-09-21,"5 day ahead cum death",2020-09-26,"PL","quantile",0.9,2745.64882951516
2020-09-21,"5 day ahead cum death",2020-09-26,"PL","quantile",0.95,2745.87858546189
2020-09-21,"5 day ahead cum death",2020-09-26,"PL","quantile",0.975,2745.99609983224
2020-09-21,"5 day ahead cum death",2020-09-26,"PL","quantile",0.99,2746.71610752415
2020-09-21,"6 day ahead cum death",2020-09-27,"PL","point",NA,2771.41141204164
2020-09-21,"6 day ahead cum death",2020-09-27,"PL","quantile",0.01,2769.39338409697
2020-09-21,"6 day ahead cum death",2020-09-27,"PL","quantile",0.025,2770.00672331925
2020-09-21,"6 day ahead cum death",2020-09-27,"PL","quantile",0.05,2770.3396193438
2020-09-21,"6 day ahead cum death",2020-09-27,"PL","quantile",0.1,2770.56633739265
2020-09-21,"6 day ahead cum death",2020-09-27,"PL","quantile",0.15,2770.7526641007
2020-09-21,"6 day ahead cum death",2020-09-27,"PL","quantile",0.2,2770.98762741217
2020-09-21,"6 day ahead cum death",2020-09-27,"PL","quantile",0.25,2771.11653243078
2020-09-21,"6 day ahead cum death",2020-09-27,"PL","quantile",0.3,2771.17675474413
2020-09-21,"6 day ahead cum death",2020-09-27,"PL","quantile",0.35,2771.20628064388
2020-09-21,"6 day ahead cum death",2020-09-27,"PL","quantile",0.4,2771.28582222255
2020-09-21,"6 day ahead cum death",2020-09-27,"PL","quantile",0.45,2771.3231287705
2020-09-21,"6 day ahead cum death",2020-09-27,"PL","quantile",0.5,2771.41141204164
2020-09-21,"6 day ahead cum death",2020-09-27,"PL","quantile",0.55,2771.50906471676
2020-09-21,"6 day ahead cum death",2020-09-27,"PL","quantile",0.6,2771.59521814318
2020-09-21,"6 day ahead cum death",2020-09-27,"PL","quantile",0.65,2771.75499210535
2020-09-21,"6 day ahead cum death",2020-09-27,"PL","quantile",0.7,2771.86294612797
2020-09-21,"6 day ahead cum death",2020-09-27,"PL","quantile",0.75,2771.99851539344
2020-09-21,"6 day ahead cum death",2020-09-27,"PL","quantile",0.8,2772.15882039941
2020-09-21,"6 day ahead cum death",2020-09-27,"PL","quantile",0.85,2772.34700373573
2020-09-21,"6 day ahead cum death",2020-09-27,"PL","quantile",0.9,2772.55530038091
2020-09-21,"6 day ahead cum death",2020-09-27,"PL","quantile",0.95,2772.75991303977
2020-09-21,"6 day ahead cum death",2020-09-27,"PL","quantile",0.975,2772.90707572911
2020-09-21,"6 day ahead cum death",2020-09-27,"PL","quantile",0.99,2773.67381864799
2020-09-21,"7 day ahead cum death",2020-09-28,"PL","point",NA,2798.53845272519
2020-09-21,"7 day ahead cum death",2020-09-28,"PL","quantile",0.01,2796.43956241216
2020-09-21,"7 day ahead cum death",2020-09-28,"PL","quantile",0.025,2797.04870888933
2020-09-21,"7 day ahead cum death",2020-09-28,"PL","quantile",0.05,2797.4154831439
2020-09-21,"7 day ahead cum death",2020-09-28,"PL","quantile",0.1,2797.65075130907
2020-09-21,"7 day ahead cum death",2020-09-28,"PL","quantile",0.15,2797.84317953732
2020-09-21,"7 day ahead cum death",2020-09-28,"PL","quantile",0.2,2798.07785748627
2020-09-21,"7 day ahead cum death",2020-09-28,"PL","quantile",0.25,2798.21461217693
2020-09-21,"7 day ahead cum death",2020-09-28,"PL","quantile",0.3,2798.27437490673
2020-09-21,"7 day ahead cum death",2020-09-28,"PL","quantile",0.35,2798.30693684713
2020-09-21,"7 day ahead cum death",2020-09-28,"PL","quantile",0.4,2798.39073066509
2020-09-21,"7 day ahead cum death",2020-09-28,"PL","quantile",0.45,2798.43881732272
2020-09-21,"7 day ahead cum death",2020-09-28,"PL","quantile",0.5,2798.53845272519
2020-09-21,"7 day ahead cum death",2020-09-28,"PL","quantile",0.55,2798.64317700645
2020-09-21,"7 day ahead cum death",2020-09-28,"PL","quantile",0.6,2798.70790725746
2020-09-21,"7 day ahead cum death",2020-09-28,"PL","quantile",0.65,2798.88649131981
2020-09-21,"7 day ahead cum death",2020-09-28,"PL","quantile",0.7,2798.99795372807
2020-09-21,"7 day ahead cum death",2020-09-28,"PL","quantile",0.75,2799.12819713029
2020-09-21,"7 day ahead cum death",2020-09-28,"PL","quantile",0.8,2799.30237085593
2020-09-21,"7 day ahead cum death",2020-09-28,"PL","quantile",0.85,2799.49205349932
2020-09-21,"7 day ahead cum death",2020-09-28,"PL","quantile",0.9,2799.69519565873
2020-09-21,"7 day ahead cum death",2020-09-28,"PL","quantile",0.95,2799.90249844217
2020-09-21,"7 day ahead cum death",2020-09-28,"PL","quantile",0.975,2800.09723558303
2020-09-21,"7 day ahead cum death",2020-09-28,"PL","quantile",0.99,2800.90399774338
2020-09-21,"8 day ahead cum death",2020-09-29,"PL","point",NA,2825.91655396238
2020-09-21,"8 day ahead cum death",2020-09-29,"PL","quantile",0.01,2823.74214777358
2020-09-21,"8 day ahead cum death",2020-09-29,"PL","quantile",0.025,2824.34635141609
2020-09-21,"8 day ahead cum death",2020-09-29,"PL","quantile",0.05,2824.74943483456
2020-09-21,"8 day ahead cum death",2020-09-29,"PL","quantile",0.1,2824.99319859424
2020-09-21,"8 day ahead cum death",2020-09-29,"PL","quantile",0.15,2825.19634086504
2020-09-21,"8 day ahead cum death",2020-09-29,"PL","quantile",0.2,2825.43348274246
2020-09-21,"8 day ahead cum death",2020-09-29,"PL","quantile",0.25,2825.56494042775
2020-09-21,"8 day ahead cum death",2020-09-29,"PL","quantile",0.3,2825.62860394131
2020-09-21,"8 day ahead cum death",2020-09-29,"PL","quantile",0.35,2825.66718930885
2020-09-21,"8 day ahead cum death",2020-09-29,"PL","quantile",0.4,2825.75026496958
2020-09-21,"8 day ahead cum death",2020-09-29,"PL","quantile",0.45,2825.79395421674
2020-09-21,"8 day ahead cum death",2020-09-29,"PL","quantile",0.5,2825.91655396238
2020-09-21,"8 day ahead cum death",2020-09-29,"PL","quantile",0.55,2826.03790104697
2020-09-21,"8 day ahead cum death",2020-09-29,"PL","quantile",0.6,2826.09761287989
2020-09-21,"8 day ahead cum death",2020-09-29,"PL","quantile",0.65,2826.27810401354
2020-09-21,"8 day ahead cum death",2020-09-29,"PL","quantile",0.7,2826.38403397637
2020-09-21,"8 day ahead cum death",2020-09-29,"PL","quantile",0.75,2826.52008507764
2020-09-21,"8 day ahead cum death",2020-09-29,"PL","quantile",0.8,2826.7060130129
2020-09-21,"8 day ahead cum death",2020-09-29,"PL","quantile",0.85,2826.89055469562
2020-09-21,"8 day ahead cum death",2020-09-29,"PL","quantile",0.9,2827.09487733872
2020-09-21,"8 day ahead cum death",2020-09-29,"PL","quantile",0.95,2827.32686483131
2020-09-21,"8 day ahead cum death",2020-09-29,"PL","quantile",0.975,2827.52179245118
2020-09-21,"8 day ahead cum death",2020-09-29,"PL","quantile",0.99,2828.35465959283
2020-09-21,"9 day ahead cum death",2020-09-30,"PL","point",NA,2853.54010466891
2020-09-21,"9 day ahead cum death",2020-09-30,"PL","quantile",0.01,2851.3013934669
2020-09-21,"9 day ahead cum death",2020-09-30,"PL","quantile",0.025,2851.89998688605
2020-09-21,"9 day ahead cum death",2020-09-30,"PL","quantile",0.05,2852.34008989396
2020-09-21,"9 day ahead cum death",2020-09-30,"PL","quantile",0.1,2852.59235140397
2020-09-21,"9 day ahead cum death",2020-09-30,"PL","quantile",0.15,2852.80539223264
2020-09-21,"9 day ahead cum death",2020-09-30,"PL","quantile",0.2,2853.03893225661
2020-09-21,"9 day ahead cum death",2020-09-30,"PL","quantile",0.25,2853.17280912261
2020-09-21,"9 day ahead cum death",2020-09-30,"PL","quantile",0.3,2853.2434789758
2020-09-21,"9 day ahead cum death",2020-09-30,"PL","quantile",0.35,2853.2831564135
2020-09-21,"9 day ahead cum death",2020-09-30,"PL","quantile",0.4,2853.36133237542
2020-09-21,"9 day ahead cum death",2020-09-30,"PL","quantile",0.45,2853.4039713023
2020-09-21,"9 day ahead cum death",2020-09-30,"PL","quantile",0.5,2853.54010466891
2020-09-21,"9 day ahead cum death",2020-09-30,"PL","quantile",0.55,2853.68458986227
2020-09-21,"9 day ahead cum death",2020-09-30,"PL","quantile",0.6,2853.74194402667
2020-09-21,"9 day ahead cum death",2020-09-30,"PL","quantile",0.65,2853.92184665517
2020-09-21,"9 day ahead cum death",2020-09-30,"PL","quantile",0.7,2854.02935541517
2020-09-21,"9 day ahead cum death",2020-09-30,"PL","quantile",0.75,2854.17447203716
2020-09-21,"9 day ahead cum death",2020-09-30,"PL","quantile",0.8,2854.3605281246
2020-09-21,"9 day ahead cum death",2020-09-30,"PL","quantile",0.85,2854.54055778026
2020-09-21,"9 day ahead cum death",2020-09-30,"PL","quantile",0.9,2854.77716251246
2020-09-21,"9 day ahead cum death",2020-09-30,"PL","quantile",0.95,2854.98946504928
2020-09-21,"9 day ahead cum death",2020-09-30,"PL","quantile",0.975,2855.22015405876
