"forecast_date","target","targed_end_date","location","type","quantile","value"
2020-09-21,"14 day ahead inc death",2020-10-05,"PL","point",NA,26.0811579647099
2020-09-21,"14 day ahead inc death",2020-10-05,"PL","quantile",0.01,0
2020-09-21,"14 day ahead inc death",2020-10-05,"PL","quantile",0.025,0.0155488245545156
2020-09-21,"14 day ahead inc death",2020-10-05,"PL","quantile",0.05,0.436714130252478
2020-09-21,"14 day ahead inc death",2020-10-05,"PL","quantile",0.1,10.9868813858568
2020-09-21,"14 day ahead inc death",2020-10-05,"PL","quantile",0.15,13.0249943373735
2020-09-21,"14 day ahead inc death",2020-10-05,"PL","quantile",0.2,13.2268345744061
2020-09-21,"14 day ahead inc death",2020-10-05,"PL","quantile",0.25,13.4618277556056
2020-09-21,"14 day ahead inc death",2020-10-05,"PL","quantile",0.3,13.8883019402452
2020-09-21,"14 day ahead inc death",2020-10-05,"PL","quantile",0.35,14.2326754092192
2020-09-21,"14 day ahead inc death",2020-10-05,"PL","quantile",0.4,17.7157272803768
2020-09-21,"14 day ahead inc death",2020-10-05,"PL","quantile",0.45,21.530605094045
2020-09-21,"14 day ahead inc death",2020-10-05,"PL","quantile",0.5,26.0811579647099
2020-09-21,"14 day ahead inc death",2020-10-05,"PL","quantile",0.55,31.5314987777835
2020-09-21,"14 day ahead inc death",2020-10-05,"PL","quantile",0.6,37.9822404858807
2020-09-21,"14 day ahead inc death",2020-10-05,"PL","quantile",0.65,45.7263041394411
2020-09-21,"14 day ahead inc death",2020-10-05,"PL","quantile",0.7,54.9404027586743
2020-09-21,"14 day ahead inc death",2020-10-05,"PL","quantile",0.75,65.8521215818334
2020-09-21,"14 day ahead inc death",2020-10-05,"PL","quantile",0.8,78.7060320537238
2020-09-21,"14 day ahead inc death",2020-10-05,"PL","quantile",0.85,93.7450148003993
2020-09-21,"14 day ahead inc death",2020-10-05,"PL","quantile",0.9,111.202553120247
2020-09-21,"14 day ahead inc death",2020-10-05,"PL","quantile",0.95,131.274556336595
2020-09-21,"14 day ahead inc death",2020-10-05,"PL","quantile",0.975,142.333866114418
2020-09-21,"14 day ahead inc death",2020-10-05,"PL","quantile",0.99,149.302211438458
2020-09-21,"15 day ahead inc death",2020-10-06,"PL","point",NA,26.0811579647099
2020-09-21,"15 day ahead inc death",2020-10-06,"PL","quantile",0.01,0
2020-09-21,"15 day ahead inc death",2020-10-06,"PL","quantile",0.025,0.0155488245545156
2020-09-21,"15 day ahead inc death",2020-10-06,"PL","quantile",0.05,0.436714130252478
2020-09-21,"15 day ahead inc death",2020-10-06,"PL","quantile",0.1,10.9868813858568
2020-09-21,"15 day ahead inc death",2020-10-06,"PL","quantile",0.15,13.0249943373735
2020-09-21,"15 day ahead inc death",2020-10-06,"PL","quantile",0.2,13.2268345744061
2020-09-21,"15 day ahead inc death",2020-10-06,"PL","quantile",0.25,13.4618277556056
2020-09-21,"15 day ahead inc death",2020-10-06,"PL","quantile",0.3,13.8883019402452
2020-09-21,"15 day ahead inc death",2020-10-06,"PL","quantile",0.35,14.2326754092192
2020-09-21,"15 day ahead inc death",2020-10-06,"PL","quantile",0.4,17.7157272803768
2020-09-21,"15 day ahead inc death",2020-10-06,"PL","quantile",0.45,21.530605094045
2020-09-21,"15 day ahead inc death",2020-10-06,"PL","quantile",0.5,26.0811579647099
2020-09-21,"15 day ahead inc death",2020-10-06,"PL","quantile",0.55,31.5314987777835
2020-09-21,"15 day ahead inc death",2020-10-06,"PL","quantile",0.6,37.9822404858807
2020-09-21,"15 day ahead inc death",2020-10-06,"PL","quantile",0.65,45.7263041394411
2020-09-21,"15 day ahead inc death",2020-10-06,"PL","quantile",0.7,54.9404027586743
2020-09-21,"15 day ahead inc death",2020-10-06,"PL","quantile",0.75,65.8521215818334
2020-09-21,"15 day ahead inc death",2020-10-06,"PL","quantile",0.8,78.7060320537238
2020-09-21,"15 day ahead inc death",2020-10-06,"PL","quantile",0.85,93.7450148003993
2020-09-21,"15 day ahead inc death",2020-10-06,"PL","quantile",0.9,111.202553120247
2020-09-21,"15 day ahead inc death",2020-10-06,"PL","quantile",0.95,131.274556336595
2020-09-21,"15 day ahead inc death",2020-10-06,"PL","quantile",0.975,142.333866114418
2020-09-21,"15 day ahead inc death",2020-10-06,"PL","quantile",0.99,149.302211438458
2020-09-21,"16 day ahead inc death",2020-10-07,"PL","point",NA,26.0811579647099
2020-09-21,"16 day ahead inc death",2020-10-07,"PL","quantile",0.01,0
2020-09-21,"16 day ahead inc death",2020-10-07,"PL","quantile",0.025,0.0155488245545156
2020-09-21,"16 day ahead inc death",2020-10-07,"PL","quantile",0.05,0.436714130252478
2020-09-21,"16 day ahead inc death",2020-10-07,"PL","quantile",0.1,10.9868813858568
2020-09-21,"16 day ahead inc death",2020-10-07,"PL","quantile",0.15,13.0249943373735
2020-09-21,"16 day ahead inc death",2020-10-07,"PL","quantile",0.2,13.2268345744061
2020-09-21,"16 day ahead inc death",2020-10-07,"PL","quantile",0.25,13.4618277556056
2020-09-21,"16 day ahead inc death",2020-10-07,"PL","quantile",0.3,13.8883019402452
2020-09-21,"16 day ahead inc death",2020-10-07,"PL","quantile",0.35,14.2326754092192
2020-09-21,"16 day ahead inc death",2020-10-07,"PL","quantile",0.4,17.7157272803768
2020-09-21,"16 day ahead inc death",2020-10-07,"PL","quantile",0.45,21.530605094045
2020-09-21,"16 day ahead inc death",2020-10-07,"PL","quantile",0.5,26.0811579647099
2020-09-21,"16 day ahead inc death",2020-10-07,"PL","quantile",0.55,31.5314987777835
2020-09-21,"16 day ahead inc death",2020-10-07,"PL","quantile",0.6,37.9822404858807
2020-09-21,"16 day ahead inc death",2020-10-07,"PL","quantile",0.65,45.7263041394411
2020-09-21,"16 day ahead inc death",2020-10-07,"PL","quantile",0.7,54.9404027586743
2020-09-21,"16 day ahead inc death",2020-10-07,"PL","quantile",0.75,65.8521215818334
2020-09-21,"16 day ahead inc death",2020-10-07,"PL","quantile",0.8,78.7060320537238
2020-09-21,"16 day ahead inc death",2020-10-07,"PL","quantile",0.85,93.7450148003993
2020-09-21,"16 day ahead inc death",2020-10-07,"PL","quantile",0.9,111.202553120247
2020-09-21,"16 day ahead inc death",2020-10-07,"PL","quantile",0.95,131.274556336595
2020-09-21,"16 day ahead inc death",2020-10-07,"PL","quantile",0.975,142.333866114418
2020-09-21,"16 day ahead inc death",2020-10-07,"PL","quantile",0.99,149.302211438458
2020-09-21,"17 day ahead inc death",2020-10-08,"PL","point",NA,26.0811579647099
2020-09-21,"17 day ahead inc death",2020-10-08,"PL","quantile",0.01,0
2020-09-21,"17 day ahead inc death",2020-10-08,"PL","quantile",0.025,0.0155488245545156
2020-09-21,"17 day ahead inc death",2020-10-08,"PL","quantile",0.05,0.436714130252478
2020-09-21,"17 day ahead inc death",2020-10-08,"PL","quantile",0.1,10.9868813858568
2020-09-21,"17 day ahead inc death",2020-10-08,"PL","quantile",0.15,13.0249943373735
2020-09-21,"17 day ahead inc death",2020-10-08,"PL","quantile",0.2,13.2268345744061
2020-09-21,"17 day ahead inc death",2020-10-08,"PL","quantile",0.25,13.4618277556056
2020-09-21,"17 day ahead inc death",2020-10-08,"PL","quantile",0.3,13.8883019402452
2020-09-21,"17 day ahead inc death",2020-10-08,"PL","quantile",0.35,14.2326754092192
2020-09-21,"17 day ahead inc death",2020-10-08,"PL","quantile",0.4,17.7157272803768
2020-09-21,"17 day ahead inc death",2020-10-08,"PL","quantile",0.45,21.530605094045
2020-09-21,"17 day ahead inc death",2020-10-08,"PL","quantile",0.5,26.0811579647099
2020-09-21,"17 day ahead inc death",2020-10-08,"PL","quantile",0.55,31.5314987777835
2020-09-21,"17 day ahead inc death",2020-10-08,"PL","quantile",0.6,37.9822404858807
2020-09-21,"17 day ahead inc death",2020-10-08,"PL","quantile",0.65,45.7263041394411
2020-09-21,"17 day ahead inc death",2020-10-08,"PL","quantile",0.7,54.9404027586743
2020-09-21,"17 day ahead inc death",2020-10-08,"PL","quantile",0.75,65.8521215818334
2020-09-21,"17 day ahead inc death",2020-10-08,"PL","quantile",0.8,78.7060320537238
2020-09-21,"17 day ahead inc death",2020-10-08,"PL","quantile",0.85,93.7450148003993
2020-09-21,"17 day ahead inc death",2020-10-08,"PL","quantile",0.9,111.202553120247
2020-09-21,"17 day ahead inc death",2020-10-08,"PL","quantile",0.95,131.274556336595
2020-09-21,"17 day ahead inc death",2020-10-08,"PL","quantile",0.975,142.333866114418
2020-09-21,"17 day ahead inc death",2020-10-08,"PL","quantile",0.99,149.302211438458
2020-09-21,"18 day ahead inc death",2020-10-09,"PL","point",NA,26.081212079856
2020-09-21,"18 day ahead inc death",2020-10-09,"PL","quantile",0.01,0
2020-09-21,"18 day ahead inc death",2020-10-09,"PL","quantile",0.025,0.0155488245545156
2020-09-21,"18 day ahead inc death",2020-10-09,"PL","quantile",0.05,0.436714130252478
2020-09-21,"18 day ahead inc death",2020-10-09,"PL","quantile",0.1,10.9868830036626
2020-09-21,"18 day ahead inc death",2020-10-09,"PL","quantile",0.15,13.0250112262022
2020-09-21,"18 day ahead inc death",2020-10-09,"PL","quantile",0.2,13.2268494452316
2020-09-21,"18 day ahead inc death",2020-10-09,"PL","quantile",0.25,13.4618428046622
2020-09-21,"18 day ahead inc death",2020-10-09,"PL","quantile",0.3,13.8883171776078
2020-09-21,"18 day ahead inc death",2020-10-09,"PL","quantile",0.35,14.2327008047078
2020-09-21,"18 day ahead inc death",2020-10-09,"PL","quantile",0.4,17.7157605240007
2020-09-21,"18 day ahead inc death",2020-10-09,"PL","quantile",0.45,21.5306439459132
2020-09-21,"18 day ahead inc death",2020-10-09,"PL","quantile",0.5,26.081212079856
2020-09-21,"18 day ahead inc death",2020-10-09,"PL","quantile",0.55,31.5321383276564
2020-09-21,"18 day ahead inc death",2020-10-09,"PL","quantile",0.6,37.9831462943716
2020-09-21,"18 day ahead inc death",2020-10-09,"PL","quantile",0.65,45.7273929057341
2020-09-21,"18 day ahead inc death",2020-10-09,"PL","quantile",0.7,54.9417039374271
2020-09-21,"18 day ahead inc death",2020-10-09,"PL","quantile",0.75,65.8536642500623
2020-09-21,"18 day ahead inc death",2020-10-09,"PL","quantile",0.8,78.7078053235727
2020-09-21,"18 day ahead inc death",2020-10-09,"PL","quantile",0.85,93.7471308573307
2020-09-21,"18 day ahead inc death",2020-10-09,"PL","quantile",0.9,111.205045390819
2020-09-21,"18 day ahead inc death",2020-10-09,"PL","quantile",0.95,131.277424460817
2020-09-21,"18 day ahead inc death",2020-10-09,"PL","quantile",0.975,142.336931588727
2020-09-21,"18 day ahead inc death",2020-10-09,"PL","quantile",0.99,149.305400659789
2020-09-21,"19 day ahead inc death",2020-10-10,"PL","point",NA,26.08515487246
2020-09-21,"19 day ahead inc death",2020-10-10,"PL","quantile",0.01,0
2020-09-21,"19 day ahead inc death",2020-10-10,"PL","quantile",0.025,0.0155488245545156
2020-09-21,"19 day ahead inc death",2020-10-10,"PL","quantile",0.05,0.436714130252478
2020-09-21,"19 day ahead inc death",2020-10-10,"PL","quantile",0.1,10.9868830036626
2020-09-21,"19 day ahead inc death",2020-10-10,"PL","quantile",0.15,13.0251443060116
2020-09-21,"19 day ahead inc death",2020-10-10,"PL","quantile",0.2,13.2269585328185
2020-09-21,"19 day ahead inc death",2020-10-10,"PL","quantile",0.25,13.4619185946972
2020-09-21,"19 day ahead inc death",2020-10-10,"PL","quantile",0.3,13.888333994783
2020-09-21,"19 day ahead inc death",2020-10-10,"PL","quantile",0.35,14.2328666382199
2020-09-21,"19 day ahead inc death",2020-10-10,"PL","quantile",0.4,17.7154976499898
2020-09-21,"19 day ahead inc death",2020-10-10,"PL","quantile",0.45,21.5299493899781
2020-09-21,"19 day ahead inc death",2020-10-10,"PL","quantile",0.5,26.08515487246
2020-09-21,"19 day ahead inc death",2020-10-10,"PL","quantile",0.55,31.5358170520628
2020-09-21,"19 day ahead inc death",2020-10-10,"PL","quantile",0.6,37.9898698682909
2020-09-21,"19 day ahead inc death",2020-10-10,"PL","quantile",0.65,45.7352593711948
2020-09-21,"19 day ahead inc death",2020-10-10,"PL","quantile",0.7,54.9516094878307
2020-09-21,"19 day ahead inc death",2020-10-10,"PL","quantile",0.75,65.8655909971746
2020-09-21,"19 day ahead inc death",2020-10-10,"PL","quantile",0.8,78.7214250739205
2020-09-21,"19 day ahead inc death",2020-10-10,"PL","quantile",0.85,93.7629683514042
2020-09-21,"19 day ahead inc death",2020-10-10,"PL","quantile",0.9,111.223967342765
2020-09-21,"19 day ahead inc death",2020-10-10,"PL","quantile",0.95,131.299003947467
2020-09-21,"19 day ahead inc death",2020-10-10,"PL","quantile",0.975,142.359928000969
2020-09-21,"19 day ahead inc death",2020-10-10,"PL","quantile",0.99,149.329175810289
2020-09-21,"20 day ahead inc death",2020-10-11,"PL","point",NA,26.08515487246
2020-09-21,"20 day ahead inc death",2020-10-11,"PL","quantile",0.01,0
2020-09-21,"20 day ahead inc death",2020-10-11,"PL","quantile",0.025,0.0155488245545156
2020-09-21,"20 day ahead inc death",2020-10-11,"PL","quantile",0.05,0.436714130252478
2020-09-21,"20 day ahead inc death",2020-10-11,"PL","quantile",0.1,10.9868830036626
2020-09-21,"20 day ahead inc death",2020-10-11,"PL","quantile",0.15,13.0251443060116
2020-09-21,"20 day ahead inc death",2020-10-11,"PL","quantile",0.2,13.2269585328185
2020-09-21,"20 day ahead inc death",2020-10-11,"PL","quantile",0.25,13.4619185946972
2020-09-21,"20 day ahead inc death",2020-10-11,"PL","quantile",0.3,13.888333994783
2020-09-21,"20 day ahead inc death",2020-10-11,"PL","quantile",0.35,14.2328666382199
2020-09-21,"20 day ahead inc death",2020-10-11,"PL","quantile",0.4,17.7154976499898
2020-09-21,"20 day ahead inc death",2020-10-11,"PL","quantile",0.45,21.5299493899781
2020-09-21,"20 day ahead inc death",2020-10-11,"PL","quantile",0.5,26.08515487246
2020-09-21,"20 day ahead inc death",2020-10-11,"PL","quantile",0.55,31.5358170520628
2020-09-21,"20 day ahead inc death",2020-10-11,"PL","quantile",0.6,37.9898698682909
2020-09-21,"20 day ahead inc death",2020-10-11,"PL","quantile",0.65,45.7352593711948
2020-09-21,"20 day ahead inc death",2020-10-11,"PL","quantile",0.7,54.9516094878307
2020-09-21,"20 day ahead inc death",2020-10-11,"PL","quantile",0.75,65.8655909971746
2020-09-21,"20 day ahead inc death",2020-10-11,"PL","quantile",0.8,78.7214250739205
2020-09-21,"20 day ahead inc death",2020-10-11,"PL","quantile",0.85,93.7629683514042
2020-09-21,"20 day ahead inc death",2020-10-11,"PL","quantile",0.9,111.223967342765
2020-09-21,"20 day ahead inc death",2020-10-11,"PL","quantile",0.95,131.299003947467
2020-09-21,"20 day ahead inc death",2020-10-11,"PL","quantile",0.975,142.359928000969
2020-09-21,"20 day ahead inc death",2020-10-11,"PL","quantile",0.99,149.329175810289
2020-09-21,"21 day ahead inc death",2020-10-12,"PL","point",NA,26.072644516522
2020-09-21,"21 day ahead inc death",2020-10-12,"PL","quantile",0.01,0
2020-09-21,"21 day ahead inc death",2020-10-12,"PL","quantile",0.025,0.0155488245545156
2020-09-21,"21 day ahead inc death",2020-10-12,"PL","quantile",0.05,0.436714130252478
2020-09-21,"21 day ahead inc death",2020-10-12,"PL","quantile",0.1,10.9868830036626
2020-09-21,"21 day ahead inc death",2020-10-12,"PL","quantile",0.15,13.0251619856182
2020-09-21,"21 day ahead inc death",2020-10-12,"PL","quantile",0.2,13.2269585328185
2020-09-21,"21 day ahead inc death",2020-10-12,"PL","quantile",0.25,13.4619185946972
2020-09-21,"21 day ahead inc death",2020-10-12,"PL","quantile",0.3,13.888333994783
2020-09-21,"21 day ahead inc death",2020-10-12,"PL","quantile",0.35,14.2331045381021
2020-09-21,"21 day ahead inc death",2020-10-12,"PL","quantile",0.4,17.7148715188789
2020-09-21,"21 day ahead inc death",2020-10-12,"PL","quantile",0.45,21.5274997778487
2020-09-21,"21 day ahead inc death",2020-10-12,"PL","quantile",0.5,26.072644516522
2020-09-21,"21 day ahead inc death",2020-10-12,"PL","quantile",0.55,31.5303571921339
2020-09-21,"21 day ahead inc death",2020-10-12,"PL","quantile",0.6,37.9851510422543
2020-09-21,"21 day ahead inc death",2020-10-12,"PL","quantile",0.65,45.7312145108631
2020-09-21,"21 day ahead inc death",2020-10-12,"PL","quantile",0.7,54.9486613648096
2020-09-21,"21 day ahead inc death",2020-10-12,"PL","quantile",0.75,65.8642491888145
2020-09-21,"21 day ahead inc death",2020-10-12,"PL","quantile",0.8,78.7225091993435
2020-09-21,"21 day ahead inc death",2020-10-12,"PL","quantile",0.85,93.7674795159728
2020-09-21,"21 day ahead inc death",2020-10-12,"PL","quantile",0.9,111.233136163698
2020-09-21,"21 day ahead inc death",2020-10-12,"PL","quantile",0.95,131.31415416888
2020-09-21,"21 day ahead inc death",2020-10-12,"PL","quantile",0.975,142.378672741134
2020-09-21,"21 day ahead inc death",2020-10-12,"PL","quantile",0.99,149.350273919532
2020-09-21,"22 day ahead inc death",2020-10-13,"PL","point",NA,26.0799738336484
2020-09-21,"22 day ahead inc death",2020-10-13,"PL","quantile",0.01,0
2020-09-21,"22 day ahead inc death",2020-10-13,"PL","quantile",0.025,0.0155488245545156
2020-09-21,"22 day ahead inc death",2020-10-13,"PL","quantile",0.05,0.436714130252478
2020-09-21,"22 day ahead inc death",2020-10-13,"PL","quantile",0.1,10.9868830036626
2020-09-21,"22 day ahead inc death",2020-10-13,"PL","quantile",0.15,13.0251348774603
2020-09-21,"22 day ahead inc death",2020-10-13,"PL","quantile",0.2,13.2269585328185
2020-09-21,"22 day ahead inc death",2020-10-13,"PL","quantile",0.25,13.4619185946972
2020-09-21,"22 day ahead inc death",2020-10-13,"PL","quantile",0.3,13.888333994783
2020-09-21,"22 day ahead inc death",2020-10-13,"PL","quantile",0.35,14.2327525573552
2020-09-21,"22 day ahead inc death",2020-10-13,"PL","quantile",0.4,17.7154935242314
2020-09-21,"22 day ahead inc death",2020-10-13,"PL","quantile",0.45,21.529940964668
2020-09-21,"22 day ahead inc death",2020-10-13,"PL","quantile",0.5,26.0799738336484
2020-09-21,"22 day ahead inc death",2020-10-13,"PL","quantile",0.55,31.5386594586328
2020-09-21,"22 day ahead inc death",2020-10-13,"PL","quantile",0.6,37.9931293675514
2020-09-21,"22 day ahead inc death",2020-10-13,"PL","quantile",0.65,45.7387155383872
2020-09-21,"22 day ahead inc death",2020-10-13,"PL","quantile",0.7,54.9543735802304
2020-09-21,"22 day ahead inc death",2020-10-13,"PL","quantile",0.75,65.8671376961303
2020-09-21,"22 day ahead inc death",2020-10-13,"PL","quantile",0.8,78.7224603746864
2020-09-21,"22 day ahead inc death",2020-10-13,"PL","quantile",0.85,93.7628483068056
2020-09-21,"22 day ahead inc death",2020-10-13,"PL","quantile",0.9,111.221591260739
2020-09-21,"22 day ahead inc death",2020-10-13,"PL","quantile",0.95,131.294275680868
2020-09-21,"22 day ahead inc death",2020-10-13,"PL","quantile",0.975,142.353363207348
2020-09-21,"22 day ahead inc death",2020-10-13,"PL","quantile",0.99,149.321533078815
2020-09-21,"23 day ahead inc death",2020-10-14,"PL","point",NA,26.0799738336484
2020-09-21,"23 day ahead inc death",2020-10-14,"PL","quantile",0.01,0
2020-09-21,"23 day ahead inc death",2020-10-14,"PL","quantile",0.025,0.0155488245545156
2020-09-21,"23 day ahead inc death",2020-10-14,"PL","quantile",0.05,0.436714130252478
2020-09-21,"23 day ahead inc death",2020-10-14,"PL","quantile",0.1,10.9868830036626
2020-09-21,"23 day ahead inc death",2020-10-14,"PL","quantile",0.15,13.0251348774603
2020-09-21,"23 day ahead inc death",2020-10-14,"PL","quantile",0.2,13.2269585328185
2020-09-21,"23 day ahead inc death",2020-10-14,"PL","quantile",0.25,13.4619185946972
2020-09-21,"23 day ahead inc death",2020-10-14,"PL","quantile",0.3,13.888333994783
2020-09-21,"23 day ahead inc death",2020-10-14,"PL","quantile",0.35,14.2327525573552
2020-09-21,"23 day ahead inc death",2020-10-14,"PL","quantile",0.4,17.7154935242314
2020-09-21,"23 day ahead inc death",2020-10-14,"PL","quantile",0.45,21.529940964668
2020-09-21,"23 day ahead inc death",2020-10-14,"PL","quantile",0.5,26.0799738336484
2020-09-21,"23 day ahead inc death",2020-10-14,"PL","quantile",0.55,31.5386594586328
2020-09-21,"23 day ahead inc death",2020-10-14,"PL","quantile",0.6,37.9931293675514
2020-09-21,"23 day ahead inc death",2020-10-14,"PL","quantile",0.65,45.7387155383872
2020-09-21,"23 day ahead inc death",2020-10-14,"PL","quantile",0.7,54.9543735802304
2020-09-21,"23 day ahead inc death",2020-10-14,"PL","quantile",0.75,65.8671376961303
2020-09-21,"23 day ahead inc death",2020-10-14,"PL","quantile",0.8,78.7224603746864
2020-09-21,"23 day ahead inc death",2020-10-14,"PL","quantile",0.85,93.7628483068056
2020-09-21,"23 day ahead inc death",2020-10-14,"PL","quantile",0.9,111.221591260739
2020-09-21,"23 day ahead inc death",2020-10-14,"PL","quantile",0.95,131.294275680868
2020-09-21,"23 day ahead inc death",2020-10-14,"PL","quantile",0.975,142.353363207348
2020-09-21,"23 day ahead inc death",2020-10-14,"PL","quantile",0.99,149.321533078815
2020-09-21,"24 day ahead inc death",2020-10-15,"PL","point",NA,26.0799738336484
2020-09-21,"24 day ahead inc death",2020-10-15,"PL","quantile",0.01,0
2020-09-21,"24 day ahead inc death",2020-10-15,"PL","quantile",0.025,0.0155488245545156
2020-09-21,"24 day ahead inc death",2020-10-15,"PL","quantile",0.05,0.436714130252478
2020-09-21,"24 day ahead inc death",2020-10-15,"PL","quantile",0.1,10.9868830036626
2020-09-21,"24 day ahead inc death",2020-10-15,"PL","quantile",0.15,13.0251348774603
2020-09-21,"24 day ahead inc death",2020-10-15,"PL","quantile",0.2,13.2269585328185
2020-09-21,"24 day ahead inc death",2020-10-15,"PL","quantile",0.25,13.4619185946972
2020-09-21,"24 day ahead inc death",2020-10-15,"PL","quantile",0.3,13.888333994783
2020-09-21,"24 day ahead inc death",2020-10-15,"PL","quantile",0.35,14.2327525573552
2020-09-21,"24 day ahead inc death",2020-10-15,"PL","quantile",0.4,17.7154935242314
2020-09-21,"24 day ahead inc death",2020-10-15,"PL","quantile",0.45,21.529940964668
2020-09-21,"24 day ahead inc death",2020-10-15,"PL","quantile",0.5,26.0799738336484
2020-09-21,"24 day ahead inc death",2020-10-15,"PL","quantile",0.55,31.5386594586328
2020-09-21,"24 day ahead inc death",2020-10-15,"PL","quantile",0.6,37.9931293675514
2020-09-21,"24 day ahead inc death",2020-10-15,"PL","quantile",0.65,45.7387155383872
2020-09-21,"24 day ahead inc death",2020-10-15,"PL","quantile",0.7,54.9543735802304
2020-09-21,"24 day ahead inc death",2020-10-15,"PL","quantile",0.75,65.8671376961303
2020-09-21,"24 day ahead inc death",2020-10-15,"PL","quantile",0.8,78.7224603746864
2020-09-21,"24 day ahead inc death",2020-10-15,"PL","quantile",0.85,93.7628483068056
2020-09-21,"24 day ahead inc death",2020-10-15,"PL","quantile",0.9,111.221591260739
2020-09-21,"24 day ahead inc death",2020-10-15,"PL","quantile",0.95,131.294275680868
2020-09-21,"24 day ahead inc death",2020-10-15,"PL","quantile",0.975,142.353363207348
2020-09-21,"24 day ahead inc death",2020-10-15,"PL","quantile",0.99,149.321533078815
2020-09-21,"25 day ahead inc death",2020-10-16,"PL","point",NA,26.0799738336484
2020-09-21,"25 day ahead inc death",2020-10-16,"PL","quantile",0.01,0
2020-09-21,"25 day ahead inc death",2020-10-16,"PL","quantile",0.025,0.0155488245545156
2020-09-21,"25 day ahead inc death",2020-10-16,"PL","quantile",0.05,0.436714130252478
2020-09-21,"25 day ahead inc death",2020-10-16,"PL","quantile",0.1,10.9868830036626
2020-09-21,"25 day ahead inc death",2020-10-16,"PL","quantile",0.15,13.0251348774603
2020-09-21,"25 day ahead inc death",2020-10-16,"PL","quantile",0.2,13.2269585328185
2020-09-21,"25 day ahead inc death",2020-10-16,"PL","quantile",0.25,13.4619185946972
2020-09-21,"25 day ahead inc death",2020-10-16,"PL","quantile",0.3,13.888333994783
2020-09-21,"25 day ahead inc death",2020-10-16,"PL","quantile",0.35,14.2327525573552
2020-09-21,"25 day ahead inc death",2020-10-16,"PL","quantile",0.4,17.7154935242314
2020-09-21,"25 day ahead inc death",2020-10-16,"PL","quantile",0.45,21.529940964668
2020-09-21,"25 day ahead inc death",2020-10-16,"PL","quantile",0.5,26.0799738336484
2020-09-21,"25 day ahead inc death",2020-10-16,"PL","quantile",0.55,31.5386594586328
2020-09-21,"25 day ahead inc death",2020-10-16,"PL","quantile",0.6,37.9931293675514
2020-09-21,"25 day ahead inc death",2020-10-16,"PL","quantile",0.65,45.7387155383872
2020-09-21,"25 day ahead inc death",2020-10-16,"PL","quantile",0.7,54.9543735802304
2020-09-21,"25 day ahead inc death",2020-10-16,"PL","quantile",0.75,65.8671376961303
2020-09-21,"25 day ahead inc death",2020-10-16,"PL","quantile",0.8,78.7224603746864
2020-09-21,"25 day ahead inc death",2020-10-16,"PL","quantile",0.85,93.7628483068056
2020-09-21,"25 day ahead inc death",2020-10-16,"PL","quantile",0.9,111.221591260739
2020-09-21,"25 day ahead inc death",2020-10-16,"PL","quantile",0.95,131.294275680868
2020-09-21,"25 day ahead inc death",2020-10-16,"PL","quantile",0.975,142.353363207348
2020-09-21,"25 day ahead inc death",2020-10-16,"PL","quantile",0.99,149.321533078815
2020-09-21,"26 day ahead inc death",2020-10-17,"PL","point",NA,26.0799738336484
2020-09-21,"26 day ahead inc death",2020-10-17,"PL","quantile",0.01,0
2020-09-21,"26 day ahead inc death",2020-10-17,"PL","quantile",0.025,0.0155488245545156
2020-09-21,"26 day ahead inc death",2020-10-17,"PL","quantile",0.05,0.436714130252478
2020-09-21,"26 day ahead inc death",2020-10-17,"PL","quantile",0.1,10.9868830036626
2020-09-21,"26 day ahead inc death",2020-10-17,"PL","quantile",0.15,13.0251348774603
2020-09-21,"26 day ahead inc death",2020-10-17,"PL","quantile",0.2,13.2269585328185
2020-09-21,"26 day ahead inc death",2020-10-17,"PL","quantile",0.25,13.4619185946972
2020-09-21,"26 day ahead inc death",2020-10-17,"PL","quantile",0.3,13.888333994783
2020-09-21,"26 day ahead inc death",2020-10-17,"PL","quantile",0.35,14.2327525573552
2020-09-21,"26 day ahead inc death",2020-10-17,"PL","quantile",0.4,17.7154935242314
2020-09-21,"26 day ahead inc death",2020-10-17,"PL","quantile",0.45,21.529940964668
2020-09-21,"26 day ahead inc death",2020-10-17,"PL","quantile",0.5,26.0799738336484
2020-09-21,"26 day ahead inc death",2020-10-17,"PL","quantile",0.55,31.5386594586328
2020-09-21,"26 day ahead inc death",2020-10-17,"PL","quantile",0.6,37.9931293675514
2020-09-21,"26 day ahead inc death",2020-10-17,"PL","quantile",0.65,45.7387155383872
2020-09-21,"26 day ahead inc death",2020-10-17,"PL","quantile",0.7,54.9543735802304
2020-09-21,"26 day ahead inc death",2020-10-17,"PL","quantile",0.75,65.8671376961303
2020-09-21,"26 day ahead inc death",2020-10-17,"PL","quantile",0.8,78.7224603746864
2020-09-21,"26 day ahead inc death",2020-10-17,"PL","quantile",0.85,93.7628483068056
2020-09-21,"26 day ahead inc death",2020-10-17,"PL","quantile",0.9,111.221591260739
2020-09-21,"26 day ahead inc death",2020-10-17,"PL","quantile",0.95,131.294275680868
2020-09-21,"26 day ahead inc death",2020-10-17,"PL","quantile",0.975,142.353363207348
2020-09-21,"26 day ahead inc death",2020-10-17,"PL","quantile",0.99,149.321533078815
2020-09-21,"27 day ahead inc death",2020-10-18,"PL","point",NA,26.0799738336484
2020-09-21,"27 day ahead inc death",2020-10-18,"PL","quantile",0.01,0
