forecast_date,target,target_end_date,location,type,quantile,value
2020-10-19,1 wk ahead cum death,2020-10-24,PL,point,NA,3664.0
2020-10-19,1 wk ahead cum death,2020-10-24,PL,quantile,0.01,3573.0
2020-10-19,1 wk ahead cum death,2020-10-24,PL,quantile,0.025,3573.0
2020-10-19,1 wk ahead cum death,2020-10-24,PL,quantile,0.05,3573.0
2020-10-19,1 wk ahead cum death,2020-10-24,PL,quantile,0.1,3573.0
2020-10-19,1 wk ahead cum death,2020-10-24,PL,quantile,0.15,3573.0
2020-10-19,1 wk ahead cum death,2020-10-24,PL,quantile,0.2,3573.0
2020-10-19,1 wk ahead cum death,2020-10-24,PL,quantile,0.25,3573.0
2020-10-19,1 wk ahead cum death,2020-10-24,PL,quantile,0.3,3576.0866352272974
2020-10-19,1 wk ahead cum death,2020-10-24,PL,quantile,0.35,3599.4027734588885
2020-10-19,1 wk ahead cum death,2020-10-24,PL,quantile,0.4,3621.5275085505396
2020-10-19,1 wk ahead cum death,2020-10-24,PL,quantile,0.45,3642.933445799185
2020-10-19,1 wk ahead cum death,2020-10-24,PL,quantile,0.5,3664.0
2020-10-19,1 wk ahead cum death,2020-10-24,PL,quantile,0.55,3685.066554200815
2020-10-19,1 wk ahead cum death,2020-10-24,PL,quantile,0.6,3706.4724914494604
2020-10-19,1 wk ahead cum death,2020-10-24,PL,quantile,0.65,3728.5972265411115
2020-10-19,1 wk ahead cum death,2020-10-24,PL,quantile,0.7,3751.9133647727026
2020-10-19,1 wk ahead cum death,2020-10-24,PL,quantile,0.75,3777.0751439166697
2020-10-19,1 wk ahead cum death,2020-10-24,PL,quantile,0.8,3805.093978198952
2020-10-19,1 wk ahead cum death,2020-10-24,PL,quantile,0.85,3837.7533515416394
2020-10-19,1 wk ahead cum death,2020-10-24,PL,quantile,0.9,3878.8463007309774
2020-10-19,1 wk ahead cum death,2020-10-24,PL,quantile,0.95,3939.752241654264
2020-10-19,1 wk ahead cum death,2020-10-24,PL,quantile,0.975,3992.57906225992
2020-10-19,1 wk ahead cum death,2020-10-24,PL,quantile,0.99,4054.0016576692747
2020-10-19,2 wk ahead cum death,2020-10-31,PL,point,NA,3772.0
2020-10-19,2 wk ahead cum death,2020-10-31,PL,quantile,0.01,3573.0
2020-10-19,2 wk ahead cum death,2020-10-31,PL,quantile,0.025,3573.0
2020-10-19,2 wk ahead cum death,2020-10-31,PL,quantile,0.05,3573.0
2020-10-19,2 wk ahead cum death,2020-10-31,PL,quantile,0.1,3573.0
2020-10-19,2 wk ahead cum death,2020-10-31,PL,quantile,0.15,3573.0
2020-10-19,2 wk ahead cum death,2020-10-31,PL,quantile,0.2,3573.0
2020-10-19,2 wk ahead cum death,2020-10-31,PL,quantile,0.25,3612.087597905756
2020-10-19,2 wk ahead cum death,2020-10-31,PL,quantile,0.3,3647.671727224591
2020-10-19,2 wk ahead cum death,2020-10-31,PL,quantile,0.35,3680.645726133873
2020-10-19,2 wk ahead cum death,2020-10-31,PL,quantile,0.4,3711.9348265643976
2020-10-19,2 wk ahead cum death,2020-10-31,PL,quantile,0.45,3742.207393336739
2020-10-19,2 wk ahead cum death,2020-10-31,PL,quantile,0.5,3772.0
2020-10-19,2 wk ahead cum death,2020-10-31,PL,quantile,0.55,3801.792606663261
2020-10-19,2 wk ahead cum death,2020-10-31,PL,quantile,0.6,3832.0651734356024
2020-10-19,2 wk ahead cum death,2020-10-31,PL,quantile,0.65,3863.354273866127
2020-10-19,2 wk ahead cum death,2020-10-31,PL,quantile,0.7,3896.328272775409
2020-10-19,2 wk ahead cum death,2020-10-31,PL,quantile,0.75,3931.912402094244
2020-10-19,2 wk ahead cum death,2020-10-31,PL,quantile,0.8,3971.5370175381317
2020-10-19,2 wk ahead cum death,2020-10-31,PL,quantile,0.85,4017.7243462579663
2020-10-19,2 wk ahead cum death,2020-10-31,PL,quantile,0.9,4075.838552319437
2020-10-19,2 wk ahead cum death,2020-10-31,PL,quantile,0.95,4161.972560002243
2020-10-19,2 wk ahead cum death,2020-10-31,PL,quantile,0.975,4236.680966159813
2020-10-19,2 wk ahead cum death,2020-10-31,PL,quantile,0.99,4323.545633623878
2020-10-19,3 wk ahead cum death,2020-11-07,PL,point,NA,3882.0
2020-10-19,3 wk ahead cum death,2020-11-07,PL,quantile,0.01,3573.0
2020-10-19,3 wk ahead cum death,2020-11-07,PL,quantile,0.025,3573.0
2020-10-19,3 wk ahead cum death,2020-11-07,PL,quantile,0.05,3573.0
2020-10-19,3 wk ahead cum death,2020-11-07,PL,quantile,0.1,3573.0
2020-10-19,3 wk ahead cum death,2020-11-07,PL,quantile,0.15,3581.050367144505
2020-10-19,3 wk ahead cum death,2020-11-07,PL,quantile,0.2,3637.6180611174
2020-10-19,3 wk ahead cum death,2020-11-07,PL,quantile,0.25,3686.148105663165
2020-10-19,3 wk ahead cum death,2020-11-07,PL,quantile,0.3,3729.729585549343
2020-10-19,3 wk ahead cum death,2020-11-07,PL,quantile,0.35,3770.114321602758
2020-10-19,3 wk ahead cum death,2020-11-07,PL,quantile,0.4,3808.4354868854994
2020-10-19,3 wk ahead cum death,2020-11-07,PL,quantile,0.45,3845.5116577837844
2020-10-19,3 wk ahead cum death,2020-11-07,PL,quantile,0.5,3882.0
2020-10-19,3 wk ahead cum death,2020-11-07,PL,quantile,0.55,3918.4883422162156
2020-10-19,3 wk ahead cum death,2020-11-07,PL,quantile,0.6,3955.5645131145006
2020-10-19,3 wk ahead cum death,2020-11-07,PL,quantile,0.65,3993.885678397242
2020-10-19,3 wk ahead cum death,2020-11-07,PL,quantile,0.7,4034.2704144506565
2020-10-19,3 wk ahead cum death,2020-11-07,PL,quantile,0.75,4077.851894336835
2020-10-19,3 wk ahead cum death,2020-11-07,PL,quantile,0.8,4126.3819388826
2020-10-19,3 wk ahead cum death,2020-11-07,PL,quantile,0.85,4182.949632855495
2020-10-19,3 wk ahead cum death,2020-11-07,PL,quantile,0.9,4254.124708684276
2020-10-19,3 wk ahead cum death,2020-11-07,PL,quantile,0.95,4359.616892846196
2020-10-19,3 wk ahead cum death,2020-11-07,PL,quantile,0.975,4451.115630137519
2020-10-19,3 wk ahead cum death,2020-11-07,PL,quantile,0.99,4557.502686119268
2020-10-19,4 wk ahead cum death,2020-11-14,PL,point,NA,3995.0
2020-10-19,4 wk ahead cum death,2020-11-14,PL,quantile,0.01,3573.0
2020-10-19,4 wk ahead cum death,2020-11-14,PL,quantile,0.025,3573.0
2020-10-19,4 wk ahead cum death,2020-11-14,PL,quantile,0.05,3573.0
2020-10-19,4 wk ahead cum death,2020-11-14,PL,quantile,0.1,3573.0
2020-10-19,4 wk ahead cum death,2020-11-14,PL,quantile,0.15,3647.4932969167216
2020-10-19,4 wk ahead cum death,2020-11-14,PL,quantile,0.2,3712.8120436020963
2020-10-19,4 wk ahead cum death,2020-11-14,PL,quantile,0.25,3768.8497121666605
2020-10-19,4 wk ahead cum death,2020-11-14,PL,quantile,0.3,3819.173270454595
2020-10-19,4 wk ahead cum death,2020-11-14,PL,quantile,0.35,3865.8055469177766
2020-10-19,4 wk ahead cum death,2020-11-14,PL,quantile,0.4,3910.0550171010786
2020-10-19,4 wk ahead cum death,2020-11-14,PL,quantile,0.45,3952.8668915983694
2020-10-19,4 wk ahead cum death,2020-11-14,PL,quantile,0.5,3995.0
2020-10-19,4 wk ahead cum death,2020-11-14,PL,quantile,0.55,4037.1331084016306
2020-10-19,4 wk ahead cum death,2020-11-14,PL,quantile,0.6,4079.9449828989214
2020-10-19,4 wk ahead cum death,2020-11-14,PL,quantile,0.65,4124.194453082224
2020-10-19,4 wk ahead cum death,2020-11-14,PL,quantile,0.7,4170.826729545405
2020-10-19,4 wk ahead cum death,2020-11-14,PL,quantile,0.75,4221.1502878333395
2020-10-19,4 wk ahead cum death,2020-11-14,PL,quantile,0.8,4277.187956397904
2020-10-19,4 wk ahead cum death,2020-11-14,PL,quantile,0.85,4342.506703083278
2020-10-19,4 wk ahead cum death,2020-11-14,PL,quantile,0.9,4424.692601461955
2020-10-19,4 wk ahead cum death,2020-11-14,PL,quantile,0.95,4546.5044833085285
2020-10-19,4 wk ahead cum death,2020-11-14,PL,quantile,0.975,4652.1581245198395
2020-10-19,4 wk ahead cum death,2020-11-14,PL,quantile,0.99,4775.00331533855
2020-10-19,5 wk ahead cum death,2020-11-21,PL,point,NA,4111.0
2020-10-19,5 wk ahead cum death,2020-11-21,PL,quantile,0.01,3573.0
2020-10-19,5 wk ahead cum death,2020-11-21,PL,quantile,0.025,3573.0
2020-10-19,5 wk ahead cum death,2020-11-21,PL,quantile,0.05,3573.0
2020-10-19,5 wk ahead cum death,2020-11-21,PL,quantile,0.1,3630.589066851172
2020-10-19,5 wk ahead cum death,2020-11-21,PL,quantile,0.15,3722.475694634477
2020-10-19,5 wk ahead cum death,2020-11-21,PL,quantile,0.2,3795.5042735312704
2020-10-19,5 wk ahead cum death,2020-11-21,PL,quantile,0.25,3858.1562916367543
2020-10-19,5 wk ahead cum death,2020-11-21,PL,quantile,0.3,3914.4197402375016
2020-10-19,5 wk ahead cum death,2020-11-21,PL,quantile,0.35,3966.5562102961208
2020-10-19,5 wk ahead cum death,2020-11-21,PL,quantile,0.4,4016.0286219452273
2020-10-19,5 wk ahead cum death,2020-11-21,PL,quantile,0.45,4063.8937527552935
2020-10-19,5 wk ahead cum death,2020-11-21,PL,quantile,0.5,4111.0
2020-10-19,5 wk ahead cum death,2020-11-21,PL,quantile,0.55,4158.1062472447065
2020-10-19,5 wk ahead cum death,2020-11-21,PL,quantile,0.6,4205.971378054773
2020-10-19,5 wk ahead cum death,2020-11-21,PL,quantile,0.65,4255.443789703879
2020-10-19,5 wk ahead cum death,2020-11-21,PL,quantile,0.7,4307.580259762499
2020-10-19,5 wk ahead cum death,2020-11-21,PL,quantile,0.75,4363.843708363245
2020-10-19,5 wk ahead cum death,2020-11-21,PL,quantile,0.8,4426.49572646873
2020-10-19,5 wk ahead cum death,2020-11-21,PL,quantile,0.85,4499.524305365523
2020-10-19,5 wk ahead cum death,2020-11-21,PL,quantile,0.9,4591.410933148828
2020-10-19,5 wk ahead cum death,2020-11-21,PL,quantile,0.95,4727.600757286883
2020-10-19,5 wk ahead cum death,2020-11-21,PL,quantile,0.975,4845.725119196317
2020-10-19,5 wk ahead cum death,2020-11-21,PL,quantile,0.99,4983.070217886101
2020-10-19,6 wk ahead cum death,2020-11-28,PL,point,NA,4230.0
2020-10-19,6 wk ahead cum death,2020-11-28,PL,quantile,0.01,3573.0
2020-10-19,6 wk ahead cum death,2020-11-28,PL,quantile,0.025,3573.0
2020-10-19,6 wk ahead cum death,2020-11-28,PL,quantile,0.05,3573.0
2020-10-19,6 wk ahead cum death,2020-11-28,PL,quantile,0.1,3703.736190084561
2020-10-19,6 wk ahead cum death,2020-11-28,PL,quantile,0.15,3804.3929476245553
2020-10-19,6 wk ahead cum death,2020-11-28,PL,quantile,0.2,3884.391747633194
2020-10-19,6 wk ahead cum death,2020-11-28,PL,quantile,0.25,3953.0235948123855
2020-10-19,6 wk ahead cum death,2020-11-28,PL,quantile,0.3,4014.657114735709
2020-10-19,6 wk ahead cum death,2020-11-28,PL,quantile,0.35,4071.7697561753057
2020-10-19,6 wk ahead cum death,2020-11-28,PL,quantile,0.4,4125.964067844099
2020-10-19,6 wk ahead cum death,2020-11-28,PL,quantile,0.45,4178.397691569317
2020-10-19,6 wk ahead cum death,2020-11-28,PL,quantile,0.5,4230.0
2020-10-19,6 wk ahead cum death,2020-11-28,PL,quantile,0.55,4281.602308430683
2020-10-19,6 wk ahead cum death,2020-11-28,PL,quantile,0.6,4334.035932155901
2020-10-19,6 wk ahead cum death,2020-11-28,PL,quantile,0.65,4388.230243824694
2020-10-19,6 wk ahead cum death,2020-11-28,PL,quantile,0.7,4445.342885264291
2020-10-19,6 wk ahead cum death,2020-11-28,PL,quantile,0.75,4506.976405187615
2020-10-19,6 wk ahead cum death,2020-11-28,PL,quantile,0.8,4575.6082523668065
2020-10-19,6 wk ahead cum death,2020-11-28,PL,quantile,0.85,4655.607052375444
2020-10-19,6 wk ahead cum death,2020-11-28,PL,quantile,0.9,4756.263809915439
2020-10-19,6 wk ahead cum death,2020-11-28,PL,quantile,0.95,4905.4522874815875
2020-10-19,6 wk ahead cum death,2020-11-28,PL,quantile,0.975,5034.85104269899
2020-10-19,6 wk ahead cum death,2020-11-28,PL,quantile,0.99,5185.305060129325
2020-10-19,7 wk ahead cum death,2020-12-05,PL,point,NA,4351.0
2020-10-19,7 wk ahead cum death,2020-12-05,PL,quantile,0.01,3573.0
2020-10-19,7 wk ahead cum death,2020-12-05,PL,quantile,0.025,3573.0
2020-10-19,7 wk ahead cum death,2020-12-05,PL,quantile,0.05,3621.428145114231
2020-10-19,7 wk ahead cum death,2020-12-05,PL,quantile,0.1,3782.570118163639
2020-10-19,7 wk ahead cum death,2020-12-05,PL,quantile,0.15,3891.2918423568412
2020-10-19,7 wk ahead cum death,2020-12-05,PL,quantile,0.2,3977.7004221968045
2020-10-19,7 wk ahead cum death,2020-12-05,PL,quantile,0.25,4051.8312897336536
2020-10-19,7 wk ahead cum death,2020-12-05,PL,quantile,0.3,4118.403099892523
2020-10-19,7 wk ahead cum death,2020-12-05,PL,quantile,0.35,4180.091803187717
2020-10-19,7 wk ahead cum death,2020-12-05,PL,quantile,0.4,4238.62835006341
2020-10-19,7 wk ahead cum death,2020-12-05,PL,quantile,0.45,4295.26313660358
2020-10-19,7 wk ahead cum death,2020-12-05,PL,quantile,0.5,4351.0
2020-10-19,7 wk ahead cum death,2020-12-05,PL,quantile,0.55,4406.73686339642
2020-10-19,7 wk ahead cum death,2020-12-05,PL,quantile,0.6,4463.37164993659
2020-10-19,7 wk ahead cum death,2020-12-05,PL,quantile,0.65,4521.908196812283
2020-10-19,7 wk ahead cum death,2020-12-05,PL,quantile,0.7,4583.596900107477
2020-10-19,7 wk ahead cum death,2020-12-05,PL,quantile,0.75,4650.168710266346
2020-10-19,7 wk ahead cum death,2020-12-05,PL,quantile,0.8,4724.299577803196
2020-10-19,7 wk ahead cum death,2020-12-05,PL,quantile,0.85,4810.708157643159
2020-10-19,7 wk ahead cum death,2020-12-05,PL,quantile,0.9,4919.42988183636
2020-10-19,7 wk ahead cum death,2020-12-05,PL,quantile,0.95,5080.5718548857685
2020-10-19,7 wk ahead cum death,2020-12-05,PL,quantile,0.975,5220.338484762557
2020-10-19,7 wk ahead cum death,2020-12-05,PL,quantile,0.99,5382.847397095848
2020-10-19,1 wk ahead inc death,2020-10-24,PL,point,NA,140.0
2020-10-19,1 wk ahead inc death,2020-10-24,PL,quantile,0.01,49.0
2020-10-19,1 wk ahead inc death,2020-10-24,PL,quantile,0.025,49.0
2020-10-19,1 wk ahead inc death,2020-10-24,PL,quantile,0.05,49.0
2020-10-19,1 wk ahead inc death,2020-10-24,PL,quantile,0.1,49.0
2020-10-19,1 wk ahead inc death,2020-10-24,PL,quantile,0.15,49.0
2020-10-19,1 wk ahead inc death,2020-10-24,PL,quantile,0.2,49.0
2020-10-19,1 wk ahead inc death,2020-10-24,PL,quantile,0.25,49.0
2020-10-19,1 wk ahead inc death,2020-10-24,PL,quantile,0.3,52.08663522729739
2020-10-19,1 wk ahead inc death,2020-10-24,PL,quantile,0.35,75.40277345888853
2020-10-19,1 wk ahead inc death,2020-10-24,PL,quantile,0.4,97.52750855053955
2020-10-19,1 wk ahead inc death,2020-10-24,PL,quantile,0.45,118.93344579918494
