forecast_date,target,target_end_date,location,type,quantile,value
2020-11-30,1 wk ahead cum death,2020-12-05,PL,point,NA,19304.0
2020-11-30,1 wk ahead cum death,2020-12-05,PL,quantile,0.01,18327.05767438048
2020-11-30,1 wk ahead cum death,2020-12-05,PL,quantile,0.025,18480.919413234133
2020-11-30,1 wk ahead cum death,2020-12-05,PL,quantile,0.05,18613.248996872313
2020-11-30,1 wk ahead cum death,2020-12-05,PL,quantile,0.1,18765.81653190597
2020-11-30,1 wk ahead cum death,2020-12-05,PL,quantile,0.15,18868.753123477178
2020-11-30,1 wk ahead cum death,2020-12-05,PL,quantile,0.2,18950.563863301617
2020-11-30,1 wk ahead cum death,2020-12-05,PL,quantile,0.25,19020.750193504584
2020-11-30,1 wk ahead cum death,2020-12-05,PL,quantile,0.3,19083.779687226575
2020-11-30,1 wk ahead cum death,2020-12-05,PL,quantile,0.35,19142.185906432325
2020-11-30,1 wk ahead cum death,2020-12-05,PL,quantile,0.4,19197.60769690195
2020-11-30,1 wk ahead cum death,2020-12-05,PL,quantile,0.45,19251.22892057247
2020-11-30,1 wk ahead cum death,2020-12-05,PL,quantile,0.5,19304.0
2020-11-30,1 wk ahead cum death,2020-12-05,PL,quantile,0.55,19356.77107942753
2020-11-30,1 wk ahead cum death,2020-12-05,PL,quantile,0.6,19410.39230309805
2020-11-30,1 wk ahead cum death,2020-12-05,PL,quantile,0.65,19465.814093567675
2020-11-30,1 wk ahead cum death,2020-12-05,PL,quantile,0.7,19524.220312773425
2020-11-30,1 wk ahead cum death,2020-12-05,PL,quantile,0.75,19587.249806495416
2020-11-30,1 wk ahead cum death,2020-12-05,PL,quantile,0.8,19657.436136698383
2020-11-30,1 wk ahead cum death,2020-12-05,PL,quantile,0.85,19739.246876522822
2020-11-30,1 wk ahead cum death,2020-12-05,PL,quantile,0.9,19842.18346809403
2020-11-30,1 wk ahead cum death,2020-12-05,PL,quantile,0.95,19994.751003127687
2020-11-30,1 wk ahead cum death,2020-12-05,PL,quantile,0.975,20127.080586765867
2020-11-30,1 wk ahead cum death,2020-12-05,PL,quantile,0.99,20280.94232561952
2020-11-30,2 wk ahead cum death,2020-12-12,PL,point,NA,21481.0
2020-11-30,2 wk ahead cum death,2020-12-12,PL,quantile,0.01,20099.394913452565
2020-11-30,2 wk ahead cum death,2020-12-12,PL,quantile,0.025,20316.988271269707
2020-11-30,2 wk ahead cum death,2020-12-12,PL,quantile,0.05,20504.130563154005
2020-11-30,2 wk ahead cum death,2020-12-12,PL,quantile,0.1,20719.89364037643
2020-11-30,2 wk ahead cum death,2020-12-12,PL,quantile,0.15,20865.467964240896
2020-11-30,2 wk ahead cum death,2020-12-12,PL,quantile,0.2,20981.165822048395
2020-11-30,2 wk ahead cum death,2020-12-12,PL,quantile,0.25,21080.42428211463
2020-11-30,2 wk ahead cum death,2020-12-12,PL,quantile,0.3,21169.56144696578
2020-11-30,2 wk ahead cum death,2020-12-12,PL,quantile,0.35,21252.160314293484
2020-11-30,2 wk ahead cum death,2020-12-12,PL,quantile,0.4,21330.538562026628
2020-11-30,2 wk ahead cum death,2020-12-12,PL,quantile,0.45,21406.370423772518
2020-11-30,2 wk ahead cum death,2020-12-12,PL,quantile,0.5,21481.0
2020-11-30,2 wk ahead cum death,2020-12-12,PL,quantile,0.55,21555.629576227482
2020-11-30,2 wk ahead cum death,2020-12-12,PL,quantile,0.6,21631.461437973372
2020-11-30,2 wk ahead cum death,2020-12-12,PL,quantile,0.65,21709.839685706516
2020-11-30,2 wk ahead cum death,2020-12-12,PL,quantile,0.7,21792.43855303422
2020-11-30,2 wk ahead cum death,2020-12-12,PL,quantile,0.75,21881.57571788537
2020-11-30,2 wk ahead cum death,2020-12-12,PL,quantile,0.8,21980.834177951605
2020-11-30,2 wk ahead cum death,2020-12-12,PL,quantile,0.85,22096.532035759104
2020-11-30,2 wk ahead cum death,2020-12-12,PL,quantile,0.9,22242.10635962357
2020-11-30,2 wk ahead cum death,2020-12-12,PL,quantile,0.95,22457.869436845995
2020-11-30,2 wk ahead cum death,2020-12-12,PL,quantile,0.975,22645.011728730293
2020-11-30,2 wk ahead cum death,2020-12-12,PL,quantile,0.99,22862.605086547435
2020-11-30,3 wk ahead cum death,2020-12-19,PL,point,NA,23124.0
2020-11-30,3 wk ahead cum death,2020-12-19,PL,quantile,0.01,21431.886255962494
2020-11-30,3 wk ahead cum death,2020-12-19,PL,quantile,0.025,21698.382604997918
2020-11-30,3 wk ahead cum death,2020-12-19,PL,quantile,0.05,21927.584167203677
2020-11-30,3 wk ahead cum death,2020-12-19,PL,quantile,0.1,22191.83888946751
2020-11-30,3 wk ahead cum death,2020-12-19,PL,quantile,0.15,22370.130296026815
2020-11-30,3 wk ahead cum death,2020-12-19,PL,quantile,0.2,22511.830654007543
2020-11-30,3 wk ahead cum death,2020-12-19,PL,quantile,0.25,22633.396943915886
2020-11-30,3 wk ahead cum death,2020-12-19,PL,quantile,0.3,22742.56722941772
2020-11-30,3 wk ahead cum death,2020-12-19,PL,quantile,0.35,22843.729768560082
2020-11-30,3 wk ahead cum death,2020-12-19,PL,quantile,0.4,22939.72312549991
2020-11-30,3 wk ahead cum death,2020-12-19,PL,quantile,0.45,23032.597809261264
2020-11-30,3 wk ahead cum death,2020-12-19,PL,quantile,0.5,23124.0
2020-11-30,3 wk ahead cum death,2020-12-19,PL,quantile,0.55,23215.402190738736
2020-11-30,3 wk ahead cum death,2020-12-19,PL,quantile,0.6,23308.27687450009
2020-11-30,3 wk ahead cum death,2020-12-19,PL,quantile,0.65,23404.270231439918
2020-11-30,3 wk ahead cum death,2020-12-19,PL,quantile,0.7,23505.432770582276
2020-11-30,3 wk ahead cum death,2020-12-19,PL,quantile,0.75,23614.603056084114
2020-11-30,3 wk ahead cum death,2020-12-19,PL,quantile,0.8,23736.169345992457
2020-11-30,3 wk ahead cum death,2020-12-19,PL,quantile,0.85,23877.869703973185
2020-11-30,3 wk ahead cum death,2020-12-19,PL,quantile,0.9,24056.16111053249
2020-11-30,3 wk ahead cum death,2020-12-19,PL,quantile,0.95,24320.415832796323
2020-11-30,3 wk ahead cum death,2020-12-19,PL,quantile,0.975,24549.617395002082
2020-11-30,3 wk ahead cum death,2020-12-19,PL,quantile,0.99,24816.113744037506
2020-11-30,4 wk ahead cum death,2020-12-26,PL,point,NA,24303.0
2020-11-30,4 wk ahead cum death,2020-12-26,PL,quantile,0.01,22349.115348760963
2020-11-30,4 wk ahead cum death,2020-12-26,PL,quantile,0.025,22656.83882646827
2020-11-30,4 wk ahead cum death,2020-12-26,PL,quantile,0.05,22921.497993744626
2020-11-30,4 wk ahead cum death,2020-12-26,PL,quantile,0.1,23226.633063811936
2020-11-30,4 wk ahead cum death,2020-12-26,PL,quantile,0.15,23432.506246954355
2020-11-30,4 wk ahead cum death,2020-12-26,PL,quantile,0.2,23596.127726603234
2020-11-30,4 wk ahead cum death,2020-12-26,PL,quantile,0.25,23736.50038700917
2020-11-30,4 wk ahead cum death,2020-12-26,PL,quantile,0.3,23862.559374453154
2020-11-30,4 wk ahead cum death,2020-12-26,PL,quantile,0.35,23979.37181286465
2020-11-30,4 wk ahead cum death,2020-12-26,PL,quantile,0.4,24090.2153938039
2020-11-30,4 wk ahead cum death,2020-12-26,PL,quantile,0.45,24197.457841144937
2020-11-30,4 wk ahead cum death,2020-12-26,PL,quantile,0.5,24303.0
2020-11-30,4 wk ahead cum death,2020-12-26,PL,quantile,0.55,24408.542158855063
2020-11-30,4 wk ahead cum death,2020-12-26,PL,quantile,0.6,24515.7846061961
2020-11-30,4 wk ahead cum death,2020-12-26,PL,quantile,0.65,24626.62818713535
2020-11-30,4 wk ahead cum death,2020-12-26,PL,quantile,0.7,24743.440625546846
2020-11-30,4 wk ahead cum death,2020-12-26,PL,quantile,0.75,24869.49961299083
2020-11-30,4 wk ahead cum death,2020-12-26,PL,quantile,0.8,25009.872273396766
2020-11-30,4 wk ahead cum death,2020-12-26,PL,quantile,0.85,25173.493753045645
2020-11-30,4 wk ahead cum death,2020-12-26,PL,quantile,0.9,25379.366936188064
2020-11-30,4 wk ahead cum death,2020-12-26,PL,quantile,0.95,25684.502006255374
2020-11-30,4 wk ahead cum death,2020-12-26,PL,quantile,0.975,25949.16117353173
2020-11-30,4 wk ahead cum death,2020-12-26,PL,quantile,0.99,26256.884651239037
2020-11-30,1 wk ahead inc death,2020-12-05,PL,point,NA,2558.0
2020-11-30,1 wk ahead inc death,2020-12-05,PL,quantile,0.01,1581.0576743804813
2020-11-30,1 wk ahead inc death,2020-12-05,PL,quantile,0.025,1734.9194132341327
2020-11-30,1 wk ahead inc death,2020-12-05,PL,quantile,0.05,1867.248996872313
2020-11-30,1 wk ahead inc death,2020-12-05,PL,quantile,0.1,2019.81653190597
2020-11-30,1 wk ahead inc death,2020-12-05,PL,quantile,0.15,2122.7531234771777
2020-11-30,1 wk ahead inc death,2020-12-05,PL,quantile,0.2,2204.563863301617
2020-11-30,1 wk ahead inc death,2020-12-05,PL,quantile,0.25,2274.750193504584
2020-11-30,1 wk ahead inc death,2020-12-05,PL,quantile,0.3,2337.7796872265753
2020-11-30,1 wk ahead inc death,2020-12-05,PL,quantile,0.35,2396.1859064323253
2020-11-30,1 wk ahead inc death,2020-12-05,PL,quantile,0.4,2451.6076969019487
2020-11-30,1 wk ahead inc death,2020-12-05,PL,quantile,0.45,2505.22892057247
2020-11-30,1 wk ahead inc death,2020-12-05,PL,quantile,0.5,2558.0
2020-11-30,1 wk ahead inc death,2020-12-05,PL,quantile,0.55,2610.77107942753
2020-11-30,1 wk ahead inc death,2020-12-05,PL,quantile,0.6,2664.3923030980513
2020-11-30,1 wk ahead inc death,2020-12-05,PL,quantile,0.65,2719.8140935676747
2020-11-30,1 wk ahead inc death,2020-12-05,PL,quantile,0.7,2778.2203127734247
2020-11-30,1 wk ahead inc death,2020-12-05,PL,quantile,0.75,2841.249806495416
2020-11-30,1 wk ahead inc death,2020-12-05,PL,quantile,0.8,2911.436136698383
2020-11-30,1 wk ahead inc death,2020-12-05,PL,quantile,0.85,2993.2468765228223
2020-11-30,1 wk ahead inc death,2020-12-05,PL,quantile,0.9,3096.18346809403
2020-11-30,1 wk ahead inc death,2020-12-05,PL,quantile,0.95,3248.751003127687
2020-11-30,1 wk ahead inc death,2020-12-05,PL,quantile,0.975,3381.0805867658673
2020-11-30,1 wk ahead inc death,2020-12-05,PL,quantile,0.99,3534.9423256195187
2020-11-30,2 wk ahead inc death,2020-12-12,PL,point,NA,2177.0
2020-11-30,2 wk ahead inc death,2020-12-12,PL,quantile,0.01,795.3949134525647
2020-11-30,2 wk ahead inc death,2020-12-12,PL,quantile,0.025,1012.9882712697072
2020-11-30,2 wk ahead inc death,2020-12-12,PL,quantile,0.05,1200.1305631540054
2020-11-30,2 wk ahead inc death,2020-12-12,PL,quantile,0.1,1415.893640376431
2020-11-30,2 wk ahead inc death,2020-12-12,PL,quantile,0.15,1561.4679642408955
2020-11-30,2 wk ahead inc death,2020-12-12,PL,quantile,0.2,1677.165822048395
2020-11-30,2 wk ahead inc death,2020-12-12,PL,quantile,0.25,1776.424282114629
2020-11-30,2 wk ahead inc death,2020-12-12,PL,quantile,0.3,1865.5614469657812
2020-11-30,2 wk ahead inc death,2020-12-12,PL,quantile,0.35,1948.1603142934837
2020-11-30,2 wk ahead inc death,2020-12-12,PL,quantile,0.4,2026.538562026628
2020-11-30,2 wk ahead inc death,2020-12-12,PL,quantile,0.45,2102.370423772518
2020-11-30,2 wk ahead inc death,2020-12-12,PL,quantile,0.5,2177.0
2020-11-30,2 wk ahead inc death,2020-12-12,PL,quantile,0.55,2251.629576227482
2020-11-30,2 wk ahead inc death,2020-12-12,PL,quantile,0.6,2327.461437973372
2020-11-30,2 wk ahead inc death,2020-12-12,PL,quantile,0.65,2405.8396857065163
2020-11-30,2 wk ahead inc death,2020-12-12,PL,quantile,0.7,2488.438553034219
2020-11-30,2 wk ahead inc death,2020-12-12,PL,quantile,0.75,2577.575717885371
2020-11-30,2 wk ahead inc death,2020-12-12,PL,quantile,0.8,2676.834177951605
2020-11-30,2 wk ahead inc death,2020-12-12,PL,quantile,0.85,2792.5320357591045
2020-11-30,2 wk ahead inc death,2020-12-12,PL,quantile,0.9,2938.106359623569
2020-11-30,2 wk ahead inc death,2020-12-12,PL,quantile,0.95,3153.8694368459946
2020-11-30,2 wk ahead inc death,2020-12-12,PL,quantile,0.975,3341.011728730293
2020-11-30,2 wk ahead inc death,2020-12-12,PL,quantile,0.99,3558.6050865474353
2020-11-30,3 wk ahead inc death,2020-12-19,PL,point,NA,1643.0
2020-11-30,3 wk ahead inc death,2020-12-19,PL,quantile,0.01,0.0
2020-11-30,3 wk ahead inc death,2020-12-19,PL,quantile,0.025,217.38260499791795
2020-11-30,3 wk ahead inc death,2020-12-19,PL,quantile,0.05,446.58416720367677
2020-11-30,3 wk ahead inc death,2020-12-19,PL,quantile,0.1,710.8388894675118
2020-11-30,3 wk ahead inc death,2020-12-19,PL,quantile,0.15,889.1302960268149
2020-11-30,3 wk ahead inc death,2020-12-19,PL,quantile,0.2,1030.8306540075428
2020-11-30,3 wk ahead inc death,2020-12-19,PL,quantile,0.25,1152.3969439158864
2020-11-30,3 wk ahead inc death,2020-12-19,PL,quantile,0.3,1261.5672294177202
2020-11-30,3 wk ahead inc death,2020-12-19,PL,quantile,0.35,1362.7297685600824
2020-11-30,3 wk ahead inc death,2020-12-19,PL,quantile,0.4,1458.7231254999097
2020-11-30,3 wk ahead inc death,2020-12-19,PL,quantile,0.45,1551.597809261264
2020-11-30,3 wk ahead inc death,2020-12-19,PL,quantile,0.5,1643.0
2020-11-30,3 wk ahead inc death,2020-12-19,PL,quantile,0.55,1734.402190738736
2020-11-30,3 wk ahead inc death,2020-12-19,PL,quantile,0.6,1827.2768745000903
2020-11-30,3 wk ahead inc death,2020-12-19,PL,quantile,0.65,1923.2702314399176
2020-11-30,3 wk ahead inc death,2020-12-19,PL,quantile,0.7,2024.4327705822761
2020-11-30,3 wk ahead inc death,2020-12-19,PL,quantile,0.75,2133.6030560841136
2020-11-30,3 wk ahead inc death,2020-12-19,PL,quantile,0.8,2255.1693459924572
2020-11-30,3 wk ahead inc death,2020-12-19,PL,quantile,0.85,2396.869703973185
2020-11-30,3 wk ahead inc death,2020-12-19,PL,quantile,0.9,2575.1611105324882
2020-11-30,3 wk ahead inc death,2020-12-19,PL,quantile,0.95,2839.4158327963232
2020-11-30,3 wk ahead inc death,2020-12-19,PL,quantile,0.975,3068.617395002082
2020-11-30,3 wk ahead inc death,2020-12-19,PL,quantile,0.99,3335.113744037506
2020-11-30,4 wk ahead inc death,2020-12-26,PL,point,NA,1179.0
2020-11-30,4 wk ahead inc death,2020-12-26,PL,quantile,0.01,0.0
2020-11-30,4 wk ahead inc death,2020-12-26,PL,quantile,0.025,0.0
2020-11-30,4 wk ahead inc death,2020-12-26,PL,quantile,0.05,0.0
2020-11-30,4 wk ahead inc death,2020-12-26,PL,quantile,0.1,102.63306381193615
2020-11-30,4 wk ahead inc death,2020-12-26,PL,quantile,0.15,308.50624695435545
2020-11-30,4 wk ahead inc death,2020-12-26,PL,quantile,0.2,472.1277266032339
