forecast_date,target,target_end_date,location,type,quantile,value
2020-10-12,1 wk ahead cum death,2020-10-17,GM,point,NA,9899
2020-10-12,1 wk ahead cum death,2020-10-17,GM,quantile,0.01,9783.94026474447
2020-10-12,1 wk ahead cum death,2020-10-17,GM,quantile,0.025,9802.06138661031
2020-10-12,1 wk ahead cum death,2020-10-17,GM,quantile,0.05,9817.6465511186
2020-10-12,1 wk ahead cum death,2020-10-17,GM,quantile,0.1,9835.6152476621
2020-10-12,1 wk ahead cum death,2020-10-17,GM,quantile,0.15,9847.73864191342
2020-10-12,1 wk ahead cum death,2020-10-17,GM,quantile,0.2,9857.37393134496
2020-10-12,1 wk ahead cum death,2020-10-17,GM,quantile,0.25,9865.64015173478
2020-10-12,1 wk ahead cum death,2020-10-17,GM,quantile,0.3,9873.06347312311
2020-10-12,1 wk ahead cum death,2020-10-17,GM,quantile,0.35,9879.94228668545
2020-10-12,1 wk ahead cum death,2020-10-17,GM,quantile,0.4,9886.46960807546
2020-10-12,1 wk ahead cum death,2020-10-17,GM,quantile,0.45,9892.78486706037
2020-10-12,1 wk ahead cum death,2020-10-17,GM,quantile,0.5,9899
2020-10-12,1 wk ahead cum death,2020-10-17,GM,quantile,0.55,9905.21513293963
2020-10-12,1 wk ahead cum death,2020-10-17,GM,quantile,0.6,9911.53039192454
2020-10-12,1 wk ahead cum death,2020-10-17,GM,quantile,0.65,9918.05771331456
2020-10-12,1 wk ahead cum death,2020-10-17,GM,quantile,0.7,9924.93652687689
2020-10-12,1 wk ahead cum death,2020-10-17,GM,quantile,0.75,9932.35984826523
2020-10-12,1 wk ahead cum death,2020-10-17,GM,quantile,0.8,9940.62606865504
2020-10-12,1 wk ahead cum death,2020-10-17,GM,quantile,0.85,9950.26135808658
2020-10-12,1 wk ahead cum death,2020-10-17,GM,quantile,0.9,9962.3847523379
2020-10-12,1 wk ahead cum death,2020-10-17,GM,quantile,0.95,9980.3534488814
2020-10-12,1 wk ahead cum death,2020-10-17,GM,quantile,0.975,9995.93861338969
2020-10-12,1 wk ahead cum death,2020-10-17,GM,quantile,0.99,10014.0597352555
2020-10-12,2 wk ahead cum death,2020-10-24,GM,point,NA,10255
2020-10-12,2 wk ahead cum death,2020-10-24,GM,quantile,0.01,10092.2809619186
2020-10-12,2 wk ahead cum death,2020-10-24,GM,quantile,0.025,10117.9080982267
2020-10-12,2 wk ahead cum death,2020-10-24,GM,quantile,0.05,10139.9488492461
2020-10-12,2 wk ahead cum death,2020-10-24,GM,quantile,0.1,10165.3604235961
2020-10-12,2 wk ahead cum death,2020-10-24,GM,quantile,0.15,10182.5054921683
2020-10-12,2 wk ahead cum death,2020-10-24,GM,quantile,0.2,10196.1318491598
2020-10-12,2 wk ahead cum death,2020-10-24,GM,quantile,0.25,10207.8220501446
2020-10-12,2 wk ahead cum death,2020-10-24,GM,quantile,0.3,10218.3202119299
2020-10-12,2 wk ahead cum death,2020-10-24,GM,quantile,0.35,10228.0483233627
2020-10-12,2 wk ahead cum death,2020-10-24,GM,quantile,0.4,10237.2793497985
2020-10-12,2 wk ahead cum death,2020-10-24,GM,quantile,0.45,10246.2104747048
2020-10-12,2 wk ahead cum death,2020-10-24,GM,quantile,0.5,10255
2020-10-12,2 wk ahead cum death,2020-10-24,GM,quantile,0.55,10263.7895252952
2020-10-12,2 wk ahead cum death,2020-10-24,GM,quantile,0.6,10272.7206502015
2020-10-12,2 wk ahead cum death,2020-10-24,GM,quantile,0.65,10281.9516766373
2020-10-12,2 wk ahead cum death,2020-10-24,GM,quantile,0.7,10291.6797880702
2020-10-12,2 wk ahead cum death,2020-10-24,GM,quantile,0.75,10302.1779498554
2020-10-12,2 wk ahead cum death,2020-10-24,GM,quantile,0.8,10313.8681508402
2020-10-12,2 wk ahead cum death,2020-10-24,GM,quantile,0.85,10327.4945078317
2020-10-12,2 wk ahead cum death,2020-10-24,GM,quantile,0.9,10344.6395764039
