id,Country,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17
0,"Washington",77545,77896,78239,78571,78894,79209,79517,79817,80110,80394,80671,80940,81203,81458,81707,81948,82183,82411,82633,82849,83059,83263,83461,83653,83840,84021,84197,84368,84534,84695,84851,85003,85150,85292,85431,85565,85695,85821,85943,86062,86177,86288,86396,86501,86602,86701,86796,86888,86978,87064,87148,87229,87308,87384,87458,87529,87598,87665,87730,87793,87854,87913,87970,88025,88078,88130,88180,88228,88275,88320,88364,88406,88447,88487,88525,88563,88599,88633,88667,88700,88731,88762,88791,88820,88847,88874,88900,88925,88949,88972,88995,89017,89038,89058,89078,89097,89115,89133,89151,89167,89184
1,"Illinois",254276,256432,258584,260731,262870,265001,267122,269229,271311,273371,275407,277416,279396,281345,283260,285139,286980,288783,290546,292267,293946,295582,297174,298721,300224,301682,303095,304462,305785,307064,308298,309488,310636,311741,312805,313828,314810,315754,316660,317529,318362,319159,319923,320654,321352,322021,322659,323268,323850,324406,324936,325441,325922,326381,326818,327234,327631,328008,328366,328708,329032,329341,329634,329913,330178,330430,330669,330896,331111,331316,331510,331695,331870,332036,332193,332343,332485,332619,332747,332868,332982,333091,333194,333292,333385,333472,333556,333635,333709,333780,333847,333911,333971,334028,334083,334134,334182,334228,334272,334313,334352
2,"California",744344,748224,752010,755703,759298,762796,766191,769466,772643,775723,778706,781592,784383,787079,789682,792195,794621,796961,799217,801390,803484,805500,807440,809307,811103,812830,814489,816084,817616,819086,820498,821854,823154,824401,825598,826745,827844,828898,829908,830876,831802,832690,833540,834353,835132,835877,836590,837273,837926,838550,839148,839719,840265,840787,841287,841764,842220,842656,843073,843471,843852,844216,844563,844895,845212,845515,845804,846080,846344,846596,846837,847067,847286,847496,847696,847887,848069,848243,848410,848568,848720,848864,849002,849134,849260,849380,849495,849604,849708,849808,849903,849994,850080,850163,850242,850317,850389,850457,850523,850585,850645
3,"Arizona",206045,206546,207048,207548,208048,208547,209048,209550,210046,210540,211031,211520,212005,212487,212964,213437,213905,214368,214826,215278,215725,216165,216599,217026,217446,217860,218266,218665,219057,219442,219818,220188,220549,220903,221249,221587,221917,222239,222554,222861,223160,223451,223735,224011,224280,224542,224796,225043,225283,225515,225741,225961,226173,226380,226579,226773,226960,227142,227318,227488,227652,227811,227965,228114,228258,228396,228530,228660,228785,228906,229022,229135,229243,229348,229448,229546,229639,229730,229817,229901,229982,230060,230135,230207,230277,230344,230408,230470,230530,230588,230643,230696,230748,230797,230845,230890,230934,230977,231017,231056,231094
4,"Massachusetts",122962,123155,123337,123510,123673,123826,123971,124106,124232,124350,124461,124566,124663,124755,124841,124922,124997,125068,125134,125197,125255,125309,125361,125409,125453,125496,125535,125572,125607,125639,125669,125698,125724,125749,125773,125795,125815,125834,125852,125869,125885,125900,125914,125927,125939,125950,125961,125971,125980,125989,125997,126005,126012,126019,126025,126031,126036,126042,126047,126051,126055,126059,126063,126066,126070,126073,126076,126078,126081,126083,126085,126087,126089,126091,126093,126095,126096,126097,126099,126100,126101,126102,126103,126104,126105,126106,126107,126107,126108,126109,126109,126110,126110,126111,126111,126112,126112,126112,126113,126113,126113
5,"Wisconsin",82477,83318,84163,85014,85873,86741,87620,88508,89397,90288,91182,92079,92977,93875,94772,95667,96557,97444,98326,99202,100070,100931,101782,102624,103455,104276,105084,105879,106662,107430,108185,108924,109649,110357,111050,111727,112388,113032,113660,114271,114865,115443,116004,116548,117077,117588,118084,118564,119027,119476,119909,120328,120731,121121,121496,121857,122206,122541,122864,123174,123472,123759,124034,124298,124552,124796,125029,125253,125468,125674,125871,126060,126241,126415,126581,126739,126891,127037,127175,127308,127435,127557,127673,127784,127890,127991,128088,128181,128269,128353,128434,128510,128584,128654,128721,128784,128845,128903,128959,129011,129062
6,"Texas",662427,665655,668779,671801,674722,677538,680241,682835,685328,687726,690034,692248,694366,696403,698352,700204,701981,703685,705318,706881,708377,709808,711178,712488,713741,714938,716083,717176,718220,719218,720171,721082,721952,722782,723576,724333,725056,725747,726405,727034,727634,728206,728752,729274,729771,730245,730698,731129,731541,731933,732308,732665,733005,733330,733639,733935,734216,734484,734740,734984,735216,735438,735649,735850,736042,736225,736400,736566,736724,736875,737019,737156,737287,737411,737530,737643,737751,737853,737951,738044,738133,738218,738299,738376,738449,738519,738585,738648,738709,738766,738821,738873,738923,738971,739016,739059,739100,739139,739176,739212,739245
7,"Nebraska",36469,36737,36999,37257,37511,37761,38007,38249,38486,38718,38944,39166,39383,39594,39800,40001,40197,40387,40572,40751,40925,41094,41258,41417,41570,41719,41862,42001,42134,42264,42388,42508,42624,42735,42843,42946,43045,43140,43232,43320,43405,43486,43564,43638,43710,43779,43845,43908,43968,44026,44082,44135,44185,44234,44280,44325,44367,44408,44447,44484,44519,44553,44586,44617,44646,44674,44701,44727,44752,44775,44797,44819,44839,44859,44877,44895,44912,44928,44943,44958,44972,44985,44998,45010,45022,45033,45043,45053,45063,45072,45080,45089,45097,45104,45111,45118,45125,45131,45137,45142,45148
8,"Utah",55359,55757,56154,56549,56942,57332,57719,58106,58487,58865,59240,59609,59975,60335,60691,61042,61386,61726,62059,62386,62708,63023,63331,63633,63928,64217,64499,64775,65043,65305,65560,65808,66050,66285,66513,66735,66951,67160,67362,67559,67749,67933,68112,68284,68451,68613,68769,68919,69065,69205,69341,69471,69597,69719,69836,69949,70057,70162,70263,70360,70453,70543,70629,70712,70792,70868,70942,71013,71081,71146,71209,71269,71327,71382,71435,71487,71536,71583,71628,71671,71713,71752,71791,71827,71862,71896,71928,71959,71989,72017,72044,72070,72095,72119,72142,72164,72185,72205,72224,72243,72261
9,"Oregon",28356,28554,28750,28944,29135,29323,29509,29693,29874,30053,30229,30403,30575,30744,30910,31074,31236,31396,31553,31708,31860,32011,32159,32304,32448,32589,32728,32865,33000,33133,33264,33392,33519,33643,33766,33886,34005,34121,34236,34349,34460,34569,34676,34782,34885,34987,35087,35186,35283,35378,35471,35563,35653,35742,35829,35914,35999,36081,36162,36242,36320,36397,36472,36547,36619,36691,36761,36830,36897,36964,37029,37093,37156,37217,37278,37337,37395,37453,37509,37564,37618,37671,37723,37774,37824,37873,37921,37968,38015,38060,38105,38149,38192,38234,38275,38315,38355,38394,38432,38470,38507
10,"Florida",650092,652740,655341,657892,660392,662848,665259,667621,669913,672145,674318,676431,678482,680472,682398,684260,686059,687796,689470,691084,692636,694129,695563,696939,698259,699524,700735,701894,703002,704062,705073,706039,706960,707838,708675,709472,710231,710953,711640,712292,712913,713503,714063,714594,715099,715578,716032,716462,716871,717258,717624,717972,718301,718613,718908,719187,719452,719702,719939,720163,720375,720575,720765,720944,721114,721274,721425,721569,721704,721832,721953,722067,722175,722277,722373,722465,722551,722632,722709,722781,722850,722914,722975,723033,723087,723139,723187,723233,723277,723318,723356,723393,723427,723460,723490,723519,723547,723572,723597,723620,723642
11,"New York",440578,441313,442053,442801,443553,444310,445071,445836,446604,447377,448152,448932,449716,450504,451296,452091,452889,453691,454495,455302,456111,456923,457736,458552,459370,460189,461010,461832,462656,463480,464305,465131,465958,466784,467611,468437,469263,470089,470914,471738,472562,473384,474205,475024,475841,476657,477470,478282,479090,479897,480700,481501,482299,483093,483884,484672,485455,486236,487012,487784,488551,489315,490074,490828,491577,492322,493062,493796,494526,495250,495968,496681,497389,498091,498787,499477,500162,500840,501512,502178,502838,503492,504139,504780,505414,506043,506664,507279,507888,508490,509085,509674,510256,510831,511400,511962,512517,513065,513607,514143,514671
12,"Rhode Island",22592,22675,22757,22838,22918,22997,23076,23154,23233,23310,23387,23463,23539,23613,23686,23757,23828,23898,23967,24035,24103,24169,24234,24299,24362,24425,24486,24547,24606,24664,24722,24778,24834,24889,24942,24995,25047,25098,25147,25196,25244,25291,25338,25383,25427,25471,25513,25555,25596,25636,25675,25714,25752,25788,25824,25860,25894,25928,25961,25993,26025,26056,26086,26115,26144,26172,26200,26226,26253,26278,26303,26328,26352,26375,26398,26420,26442,26463,26483,26503,26523,26542,26561,26579,26597,26614,26631,26648,26664,26679,26695,26710,26724,26738,26752,26765,26779,26791,26804,26816,26828
13,"Georgia",285350,287117,288836,290511,292136,293715,295245,296734,298201,299641,301051,302433,303785,305109,306394,307631,308829,309991,311118,312214,313280,314319,315332,316316,317270,318195,319089,319954,320788,321594,322374,323130,323862,324571,325258,325923,326565,327184,327781,328358,328913,329449,329967,330466,330948,331414,331863,332296,332714,333116,333503,333876,334235,334581,334914,335235,335544,335842,336129,336405,336670,336926,337172,337408,337636,337854,338065,338268,338462,338650,338830,339003,339170,339330,339484,339632,339774,339911,340043,340169,340290,340407,340519,340627,340731,340830,340926,341018,341106,341191,341272,341351,341426,341498,341568,341634,341698,341760,341819,341876,341930
14,"New Hampshire",7494,7522,7550,7578,7607,7637,7667,7698,7729,7761,7793,7826,7859,7893,7928,7963,7999,8035,8072,8110,8148,8187,8226,8266,8307,8348,8390,8433,8476,8520,8564,8609,8655,8701,8748,8795,8843,8892,8941,8991,9042,9093,9145,9197,9250,9304,9358,9412,9468,9523,9580,9637,9694,9752,9811,9869,9929,9989,10049,10110,10171,10233,10295,10357,10420,10483,10547,10611,10675,10740,10804,10870,10935,11000,11066,11132,11198,11264,11331,11397,11464,11531,11597,11664,11731,11798,11865,11931,11998,12065,12131,12197,12264,12330,12396,12461,12527,12592,12657,12722,12786
15,"North Carolina",178635,179921,181182,182417,183626,184808,185961,187087,188185,189256,190297,191311,192295,193254,194186,195087,195963,196815,197642,198446,199226,199982,200716,201428,202118,202786,203434,204061,204668,205256,205826,206377,206911,207427,207926,208410,208877,209328,209765,210187,210595,210990,211371,211739,212094,212438,212769,213090,213399,213698,213986,214264,214533,214792,215042,215284,215516,215741,215958,216167,216369,216563,216751,216932,217106,217274,217436,217593,217744,217889,218029,218164,218294,218420,218541,218657,218770,218878,218982,219083,219180,219273,219363,219449,219533,219613,219691,219766,219838,219907,219974,220038,220100,220160,220217,220272,220326,220377,220427,220474,220520
