id,Country,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10
0,GM01,83594,85548,87540,89564,91614,93688,95793,97930,100100,102298,104523,106773,109047,111347,113670,116015,118381,120767,123170,125590,128026,130476,132938,135411,137894,140384,142881,145382,147886,150391,152896,155399,157898,160392,162880,165358,167827,170284,172728,175158,177571,179967,182344,184700,187036,189348,191637,193900,196138,198348,200530,202684,204807,206900,208962,210992,212989,214954,216884,218781,220644,222472,224266,226024,227748,229436,231089,232707,234290,235838,237351,238830,240274,241683,243059,244402,245711,246987,248231,249443,250623,251772,252890,253978,255037,256066,257067,258040,258985,259903,260795,261661,262501,263317,264108,264876,265621,266343,267043,267721,268379
1,GM02,109349,111830,114362,116942,119564,122231,124944,127708,130518,133372,136268,139205,142183,145199,148254,151345,154470,157626,160813,164028,167270,170535,173823,177130,180454,183793,187144,190505,193873,197246,200621,203996,207367,210734,214092,217439,220773,224092,227392,230672,233930,237162,240367,243544,246688,249800,252877,255917,258918,261880,264800,267677,270510,273299,276041,278735,281382,283980,286529,289028,291477,293875,296222,298518,300763,302957,305100,307192,309233,311223,313164,315055,316897,318690,320435,322132,323783,325387,326946,328461,329931,331358,332742,334086,335388,336650,337874,339059,340207,341319,342395,343437,344444,345419,346362,347274,348155,349007,349830,350625,351393
2,GM03,5673,5847,6025,6205,6387,6571,6756,6942,7131,7321,7513,7706,7899,8094,8289,8485,8681,8877,9074,9270,9466,9662,9857,10052,10245,10437,10628,10818,11007,11193,11378,11561,11742,11921,12097,12271,12443,12612,12779,12942,13104,13262,13417,13569,13719,13865,14008,14148,14285,14419,14550,14678,14802,14924,15042,15158,15270,15379,15486,15589,15689,15787,15882,15973,16063,16149,16233,16314,16393,16469,16543,16614,16683,16750,16814,16877,16937,16995,17052,17106,17158,17209,17258,17305,17350,17394,17436,17477,17516,17554,17590,17626,17659,17692,17723,17753,17782,17810,17837,17863,17888
3,GM04,14036,14420,14823,15244,15685,16145,16624,17122,17638,18174,18729,19306,19904,20525,21171,21844,22540,23262,24008,24779,25574,26395,27242,28113,29010,29933,30881,31854,32852,33875,34921,35989,37080,38193,39325,40478,41648,42836,44040,45259,46491,47734,48988,50250,51519,52793,54071,55351,56630,57907,59181,60450,61711,62964,64206,65437,66654,67856,69042,70210,71359,72489,73597,74684,75748,76788,77805,78796,79763,80704,81619,82508,83371,84208,85019,85804,86563,87297,88005,88688,89347,89982,90592,91180,91744,92287,92808,93308,93787,94247,94687,95109,95512,95898,96267,96620,96957,97279,97586,97879,98159
4,GM05,43379,44810,46263,47737,49228,50734,52254,53792,55349,56920,58504,60100,61707,63324,64951,66587,68229,69877,71529,73184,74842,76500,78158,79815,81468,83117,84760,86397,88026,89646,91256,92855,94441,96014,97573,99116,100642,102152,103643,105116,106569,108002,109413,110804,112172,113517,114840,116139,117414,118665,119892,121094,122271,123424,124552,125654,126732,127785,128812,129815,130794,131748,132678,133583,134465,135324,136159,136971,137761,138528,139274,139998,140701,141383,142045,142686,143309,143912,144497,145063,145612,146143,146657,147154,147636,148102,148552,148988,149409,149816,150209,150589,150956,151310,151653,151983,152302,152610,152907,153194,153471
5,GM06,37919,39009,40149,41343,42591,43895,45257,46674,48146,49673,51258,52901,54605,56374,58212,60122,62104,64160,66290,68496,70779,73140,75581,78102,80706,83394,86166,89024,91969,95002,98121,101328,104623,108005,111473,115028,118668,122392,126200,130089,134057,138103,142224,146418,150681,155010,159403,163854,168361,172919,177525,182172,186857,191575,196321,201088,205874,210670,215473,220278,225077,229866,234640,239393,244120,248815,253474,258092,262664,267185,271652,276059,280405,284684,288893,293029,297091,301074,304977,308797,312534,316185,319749,323226,326614,329913,333124,336245,339277,342221,345076,347844,350526,353122,355634,358062,360409,362676,364863,366973,369008
6,GM07,139485,143566,147728,151966,156273,160644,165071,169571,174139,178768,183454,188194,192985,197825,202712,207642,212610,217612,222645,227706,232789,237891,243008,248135,253269,258404,263537,268663,273778,278877,283957,289013,294042,299039,304000,308921,313800,318632,323414,328143,332816,337429,341981,346468,350888,355240,359520,363727,367860,371917,375896,379797,383619,387360,391021,394601,398099,401515,404850,408103,411275,414366,417377,420308,423160,425934,428630,431250,433795,436265,438662,440988,443242,445428,447545,449597,451582,453505,455365,457164,458903,460585,462211,463781,465298,466763,468177,469542,470859,472130,473356,474538,475677,476776,477835,478855,479838,480785,481697,482576,483421
7,GM08,20962,21578,22208,22851,23506,24171,24849,25541,26246,26963,27692,28432,29185,29949,30724,31511,32309,33117,33935,34763,35601,36448,37303,38167,39039,39918,40804,41697,42595,43499,44408,45321,46237,47157,48080,49004,49930,50857,51784,52710,53635,54559,55481,56400,57315,58227,59133,60035,60931,61822,62705,63581,64450,65310,66162,67005,67839,68662,69476,70279,71072,71853,72623,73381,74128,74863,75585,76295,76992,77677,78349,79008,79654,80287,80908,81515,82110,82691,83260,83816,84359,84889,85407,85913,86406,86887,87356,87813,88258,88691,89114,89525,89924,90313,90692,91059,91417,91764,92102,92430,92748
8,GM09,7029,7260,7498,7741,7987,8238,8493,8752,9016,9285,9558,9834,10114,10398,10685,10976,11269,11565,11864,12164,12467,12772,13078,13385,13693,14002,14311,14620,14929,15238,15546,15852,16157,16461,16763,17063,17360,17654,17946,18235,18520,18802,19080,19354,19624,19890,20152,20408,20661,20908,21151,21389,21622,21850,22073,22290,22503,22710,22912,23109,23301,23488,23670,23846,24018,24185,24347,24504,24656,24803,24946,25085,25219,25349,25474,25595,25713,25826,25935,26041,26143,26241,26336,26428,26516,26601,26683,26762,26838,26911,26981,27049,27114,27177,27237,27295,27351,27404,27456,27505,27553
9,GM10,8456,8713,8986,9275,9579,9900,10237,10591,10960,11347,11753,12179,12626,13096,13592,14113,14661,15235,15837,16468,17128,17819,18543,19299,20090,20918,21782,22685,23627,24609,25633,26699,27809,28963,30162,31407,32698,34037,35424,36859,38342,39874,41455,43084,44761,46485,48256,50074,51936,53841,55789,57778,59805,61868,63966,66095,68254,70439,72647,74876,77122,79382,81651,83928,86208,88488,90763,93032,95289,97532,99758,101962,104142,106295,108418,110508,112563,114581,116559,118495,120389,122237,124040,125795,127502,129161,130771,132331,133841,135302,136713,138075,139389,140654,141872,143043,144168,145248,146285,147278,148230
